 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
a31	0.115270935868	0.0471266802	0.01650733856	0.03578564798	0.04955641686	0.07709042146	0.1589458886	0.1809584514	0.318758216
a8	0.0046056778804	0.05186180663	0.0266416964	0.42207176452	0.0409405598	0.072117156484	0.33450537439	0.035335808818	0.011920115474
a31	0.0291459832341	0.085015816922	0.05143516084	0.13690418692	0.1853075748	0.039815557906	0.23204796492	0.0514739778684	0.188853784639
a10	0.0478466809934	0.035219595166	0.00896124894	0.208154284512	0.1188998488	0.106623239712	0.3089042028	0.0583436457532	0.107047242596
a17	0.0271660480183	0.037105240648	0.00914474224	0.17001875406	0.140952759	0.14324976584	0.278974955	0.0631319324536	0.130255757358
a20	0.0781062107532	0.03759695008	0.039787754	0.1289215672	0.145239084	0.128149545	0.2171865592	0.0664481171088	0.158564225944
a31	0.0572428417414	0.03425758338	0.0450478364	0.1958183868	0.0981627528	0.18652676074	0.1569380808	0.08533709908	0.140668625152
a29	0.0179218304286	0.0291888676	0.08233270534	0.14982189006	0.067524844	0.32677006908	0.1218608162	0.0483388867	0.15624011528
a31	0.0415450870478	0.06820955316	0.06503396064	0.14231829786	0.05947420352	0.3424862624	0.14231152	0.049019681572	0.0896014788
a17	0.021666629598	0.0288993098	0.082872910048	0.15867145592	0.0698459316	0.24678270262	0.2053304106	0.05468053002	0.13125014866
a31	0.0594154557432	0.0343811844	0.0557529868	0.10407395674	0.06722001976	0.29282168	0.2416999044	0.057275497148	0.08735931946
a17	0.011608802081	0.0904552563	0.05731245138	0.1624507362	0.0642863655	0.22872654873	0.2675490862	0.0582629178	0.059347843
a31	0.0668764401636	0.03852051626	0.057382715	0.0967492312	0.06031114088	0.2752105368	0.2708782414	0.05553969126	0.0785314517
a17	0.009560351316	0.08579657652	0.06134436736	0.1394836458	0.0663943874	0.2246969014	0.273523238	0.077009413	0.0621911106
a31	0.0703687917781	0.05063116867	0.05540256646	0.0824401447	0.0643634735	0.2908218052	0.2650511214	0.05904456758	0.06187639068
a17	0.0164936012546	0.0852890242	0.0948478126	0.1113624312	0.0749624894	0.214592668	0.2628098654	0.083450297	0.056191798
a31	0.0649107045962	0.05959666742	0.05725587028	0.07086795764	0.07372259	0.3053898508	0.255779976	0.0633437178	0.04913265898
a24	0.026634554111	0.08565993572	0.11473657912	0.0927155034	0.0835370622	0.2007323474	0.2528877404	0.0845905864	0.058505706
a31	0.0456776258706	0.05748837706	0.0588368244	0.09009255824	0.0863634748	0.292372138	0.2523907718	0.0736293428	0.043148903
a17	0.0292564580004	0.06973236954	0.1129685378	0.088782334	0.0985668308	0.1847690554	0.262896468	0.0878098452	0.065218088
a23	0.0575897984387	0.0693211497	0.06146760856	0.0686009658	0.080219783	0.279052016	0.2360548276	0.0862836036	0.0614102554
a8	0.0392192600442	0.0495578672	0.068478537588	0.0640798688	0.0662218714	0.261316838	0.2791462392	0.1073034152	0.0646760928
a31	0.029376326438	0.0684357714	0.08718357475	0.0579576886	0.0568850294	0.218001742	0.3228820192	0.09860929582	0.06066853344
a20	0.0417138788384	0.0930884548	0.0914575046	0.0977876098	0.0947576768	0.1602112776	0.1914466772	0.1298914342	0.0996454752
a31	0.0439402581614	0.09457006266	0.087138817852	0.0676264874	0.0624817732	0.1924424568	0.2870381296	0.108062125	0.0566998626
a46	0.0378876017772	0.0967011456	0.0832878408	0.0770338926	0.1062346976	0.1306311328	0.235878256	0.1234353978	0.108910032
a31	0.0643258714922	0.066549446	0.05457619651	0.0578625902	0.0701526802	0.1957443192	0.2740174594	0.125642968	0.0911284158
a8	0.0416855808467	0.1067853586	0.08269512672	0.0734296956	0.1149027086	0.0957880754	0.223702282	0.1297811978	0.131229964
a31	0.0741287963144	0.0666222142	0.061087446252	0.068142247	0.0775105948	0.1354002336	0.276520958	0.1209788958	0.1196086436
a28	0.0479076166133	0.117303702	0.08280010066	0.072568066	0.1090200224	0.084748133	0.2166848632	0.1383598224	0.1306076784
a15	0.0914609856502	0.0955309722	0.079604631108	0.0819145868	0.072614058	0.0906245324	0.239944347	0.1386572832	0.109648591
a31	0.0782780320611	0.1116102002	0.084069069122	0.0584073182	0.0744473496	0.1015018156	0.245657638	0.1433252382	0.1027033544
a19	0.0558429972322	0.1265977292	0.08157234048	0.069498305	0.0927253672	0.0854731444	0.22899546	0.1443127772	0.114981886
a31	0.0876612219819	0.0789626016	0.068948869184	0.0653714446	0.0567551716	0.1067883012	0.2525732962	0.1569535	0.1259855918
a24	0.051506717592	0.101640496	0.08028195266	0.068546308	0.0774862408	0.0815763836	0.248949603	0.147117513	0.142894796
a37	0.0708955871358	0.1410740226	0.08100014733	0.0667027676	0.0559824622	0.0859157604	0.230534734	0.1462727902	0.1216217454
a35	0.0856265017262	0.131480056	0.072592483414	0.0621910676	0.06117567132	0.0857289218	0.2086641604	0.164975768	0.127565362
a37	0.0859499894787	0.1351735454	0.0681548173	0.0673454182	0.05886503412	0.085918359	0.2057595552	0.1737340902	0.119099184
a31	0.07280163749	0.1669967936	0.07445343586	0.0651496246	0.0559325975	0.0735798004	0.2106005908	0.169549264	0.1109362382
a24	0.0504745730036	0.0939867462	0.06764990101	0.0631658252	0.0549446424	0.0720640196	0.273398178	0.165314716	0.1590014124
a37	0.0616352185808	0.1373322834	0.068304030658	0.0630666774	0.05625541546	0.0840831686	0.2016326772	0.175782522	0.1519079872
a38	0.0788180042272	0.132174416	0.066606717046	0.0622879146	0.0554150988	0.0769571878	0.1951785668	0.183566046	0.1489960552
a31	0.083568035378	0.1516881272	0.064131327564	0.064000594	0.0535453896	0.0778200524	0.166941729	0.1832868272	0.1550179234
a46	0.0542343244252	0.0891937868	0.066488845846	0.0610233	0.0578654622	0.0676654618	0.266095035	0.170727613	0.1667061719
a20	0.0672193547566	0.0854053542	0.05984825348	0.0588053046	0.059705218	0.0957252764	0.1917666868	0.196679738	0.1848448426
a24	0.0648271449326	0.099841437	0.072930425292	0.0817105806	0.063551431	0.073927654	0.201024322	0.1848237132	0.157363263
a31	0.0643878189588	0.1143021458	0.080641566454	0.1052235748	0.0623810088	0.0692726002	0.170654946	0.1850031452	0.1481332162
a8	0.0594221130152	0.0852576394	0.07758850666	0.077645264	0.0775541224	0.0785558262	0.21812005	0.177319907	0.148536543
</S>	0.067660544947	0.0642274994	0.060618750266	0.0529472065	0.0557437552	0.0799646822	0.2356909532	0.181982884	0.201163726
