 	io	nella	mia	vita	ho	sempre	lavorato	</S>
a8	0.04141933852	0.0338513908	0.0546145048	0.1639367398	0.15133555206	0.0923490642	0.1474918334	0.3150015924
a31	0.0365496440117	0.0429906457158	0.045613147554	0.276701534956	0.13906930322	0.43301528175	0.022300720916	0.00375971789998
a29	0.0054965610336	0.01645088136	0.06606459882	0.371792087326	0.0910720866	0.2613785424	0.1698918175	0.0178534683544
a10	0.0125084548355	0.014039827	0.03641695606	0.245240750972	0.17540191806	0.427137259	0.057994529108	0.031260337931
a24	0.01221158632	0.05768870804	0.0577006658	0.1886487718	0.144255723	0.389748916	0.105440742755	0.0443048877082
a31	0.06411151556	0.063338207476	0.0978686408	0.230776084	0.159999956	0.248932418	0.09502590562	0.0399473184402
a24	0.029529112619	0.0545915640768	0.049808715	0.31977424698	0.2319735868	0.22164520954	0.05144568872	0.041231869
a16	0.0992325138518	0.049914507652	0.0638677828	0.195688681486	0.14854085548	0.2564712644	0.1276970818	0.0585873146
a31	0.129172707414	0.091932398316	0.0693291294	0.0949932380644	0.1590863044	0.2957135542	0.1156858522	0.04408681966
a20	0.038907811928	0.03184723428	0.06327542492	0.228577921166	0.18949581236	0.1190629711	0.2940526432	0.03478016632
a31	0.1367056896	0.04369736312	0.0773394856	0.12882951068	0.12733341844	0.2160631838	0.2368936243	0.03313770532
a11	0.10778072226	0.03643425018	0.085350998	0.1983374324	0.16522217486	0.0970872908	0.2367484634	0.0730386663
a17	0.0613587059	0.04578328192	0.0743724512	0.2643924582	0.134710513	0.21160137116	0.1549054139	0.05287579806
a11	0.18357396768	0.101542929	0.131118299	0.10716855882	0.1058392852	0.171226325	0.1581841127	0.04134652694
a17	0.1738405572	0.1459303002	0.118577117	0.1146839587	0.09308397534	0.1816270824	0.12659745386	0.04565955918
a31	0.1619002946	0.1075955882	0.1268087548	0.12266514451	0.0963112986	0.1621323528	0.165011068	0.0575755067
a20	0.0660734916	0.0909664386	0.0830570946	0.2434433178	0.1338574272	0.1584430414	0.1458927304	0.07826645184
a31	0.1206135928	0.0799249978	0.100452339	0.1091587494	0.1063237712	0.2015636446	0.15001238968	0.13195051742
a20	0.0868423764	0.110488308	0.0771973268	0.1312647482	0.1123078346	0.1847939086	0.1349094138	0.162196108652
a8	0.0763081128	0.08394524348	0.1481330448	0.084553103	0.0903536442	0.2223360078	0.1228134524	0.1715573886
a31	0.0646663312	0.1204848264	0.1798323534	0.0987073782	0.1208753246	0.2109750444	0.0892673872	0.115191347368
a24	0.1070459	0.16070230674	0.0757094948	0.075954357	0.0896194294	0.213318882	0.1242829102	0.153366748276
a31	0.076781415	0.11454787902	0.1550781884	0.0634545754	0.079427677	0.2222291608	0.11197620226	0.1765048874
a10	0.1175540286	0.15754807114	0.0789291256	0.0801939454	0.086689264	0.2101095066	0.1205922961	0.148383755756
a31	0.0823134226	0.12000395864	0.1646991954	0.0671732846	0.0788508906	0.206604826	0.1050176948	0.17533675626
a11	0.1519892706	0.15036570924	0.0768499936	0.072985994	0.0715027882	0.2068021798	0.10322151128	0.166282568646
a46	0.0778936649	0.1086512583	0.1587029366	0.0672116948	0.0720512568	0.2017910294	0.107764741	0.2059334224
a6	0.0632554394	0.1477415614	0.1135527934	0.0688668254	0.0817379072	0.2156282192	0.103719825	0.2054973818
a31	0.0704900132	0.1215427501	0.1025494482	0.0795225522	0.082342377	0.2129567368	0.1194131494	0.21118293316
a26	0.0954610366	0.12453600648	0.0743663908	0.0781275686	0.0811965996	0.2292157436	0.11699252008	0.200104135814
a31	0.0611121024	0.11628207676	0.1457886268	0.0637581378	0.0637904546	0.2162374148	0.10966580906	0.22336536604
a8	0.099531692	0.13037871564	0.0707435768	0.0725989348	0.0733773646	0.221417554	0.11663651746	0.21531564442
</S>	0.0625946346	0.09790641106	0.1591699592	0.0656027036	0.066976438	0.2279669168	0.1139454252	0.20583752756
