 	il	morto	vuole	pianto	</S>
a31	0.27771358074	0.327745857	0.0507029227	0.06509346626	0.27874416237
a28	0.152291685	0.27062419916	0.1253834622	0.3423285788	0.10937206446
a17	0.20613564152	0.406680527094	0.161137302744	0.06074841152	0.165298134395
a31	0.222364117728	0.33307048064	0.14429517803	0.1399593054	0.16031095918
a20	0.13326229352	0.4942707908	0.05477174276	0.2087886485	0.10890653315
a0	0.2453907973	0.4869227069	0.031900049984	0.14611570546	0.0896707224248
a31	0.152997751026	0.441586819	0.0806603748	0.2225432904	0.102211774
a13	0.182392211912	0.4043478886	0.10594832388	0.1741647756	0.1331467936
a6	0.08906319814	0.4602985044	0.10125668712	0.2385155324	0.1108660608
a31	0.0697354667	0.3836836008	0.1745274006	0.2756441378	0.0964093857
a46	0.124455935712	0.3711337604	0.10956377296	0.270251425	0.1245950622
a37	0.081903387988	0.3008410836	0.22854123	0.282663199	0.1060511006
a31	0.15283025884	0.375777178	0.1170003622	0.2099614332	0.1444307564
a46	0.146810780862	0.35156157	0.12156817106	0.191418876	0.1886406088
a31	0.11710012268	0.2750035758	0.1587928464	0.255474706	0.193628786
a46	0.21887711452	0.319690502	0.11971590002	0.1348928028	0.20682367154
a8	0.14434803646	0.25519562	0.13322771328	0.254222509	0.2130061284
a31	0.21321041016	0.306321856	0.1276727916	0.1919944092	0.1608005404
a8	0.21292768202	0.329018636	0.141891202692	0.138628061	0.1775344254
</S>	0.19657728486	0.2741187994	0.1145577998	0.2131070554	0.2016390638
