 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a20	0.01723517406	0.0106201225365	0.010078009782	0.0111991293728	0.026201936448	0.0533737821	0.0415937807	0.06692608382	0.0367142994	0.06509830312	0.0968784018	0.246635741	0.1207932088	0.196652023
a31	0.0277441669812	0.061009076496	0.01022892191	0.033991722292	0.029061070432	0.1170634402	0.0849459222	0.19572657608	0.0683427696	0.1557357304	0.05728695148	0.04174288336	0.09980500126	0.0173157490869
a10	0.003012425579	0.0965566546937	0.001176386152	0.04238376702	0.026412640246	0.0447462518	0.07349043584	0.03173377156	0.0800946932	0.303569412	0.103954950227	0.0620679734	0.0988789296	0.031921687165
a17	0.00462760215	0.0245045502152	0.018015120412	0.0240396075	0.0617665272	0.0646043556	0.04201243362	0.1876087436	0.1128167966	0.190674438	0.08534666596	0.03634357392	0.0650208786	0.08261871095
a20	0.007465533424	0.0510193378352	0.0684884879942	0.13521451038	0.1300280904	0.1077285279	0.0636216876	0.0910598262	0.0707457904	0.1002385528	0.0500516984	0.02144983654	0.0423386435	0.0605494873662
a31	0.013082789412	0.0658220429116	0.020772637818	0.2107316562	0.09463849308	0.1435907179	0.0742028466	0.1120124482	0.0610914303	0.0561947408	0.043428025	0.02039477858	0.0671238784	0.01691351542
a0	0.014139107248	0.0489323437685	0.0031961240384	0.00846191821	0.0436759669	0.1059463055	0.06015428606	0.1300602302	0.0794479754	0.05127700366	0.0679485738026	0.17562612016	0.18012778766	0.03100624922
a7	0.0680287675	0.0120153402264	0.0071688605974	0.0141692637	0.03926981994	0.0666287642	0.0658261254	0.181590932	0.1163808654	0.045262067	0.03891002731	0.1817170018	0.1196480326	0.043384122
a20	0.041980186148	0.073958056195	0.011403479542	0.0430951775	0.0339017784	0.0837053744	0.1327519562	0.13964541	0.0661130376	0.0377501168	0.04544706449	0.1077876022	0.1500638818	0.032396911
a23	0.0524912762	0.0286259292162	0.019213098952	0.0262957461	0.03692450984	0.06911665728	0.11040703942	0.1358262054	0.063988546	0.0330566684	0.051519453656	0.1497363345	0.1923367208	0.0304618214
a31	0.06535586266	0.0242275613524	0.0083303037576	0.01409544194	0.036599394886	0.07280707714	0.13864725468	0.1202925992	0.0498410684	0.03714284492	0.061279929208	0.1474151968	0.1921806436	0.03178478718
a8	0.01669034494	0.0323057716144	0.0119936968642	0.00954022136	0.03803787528	0.01121956422	0.01999769568	0.02395818966	0.02469719992	0.0355537748	0.09190975116	0.2376864906	0.385191096	0.0612183168
a31	0.051964270264	0.0135433417849	0.008148921486	0.014036493188	0.039079807952	0.05009800126	0.0805166526	0.12333453804	0.080548787	0.0705741605	0.1078637832	0.146155804	0.1482851384	0.065850291866
a8	0.010819946948	0.0147576354338	0.005373199437	0.0078195994	0.0323888964	0.0088196672	0.016515581624	0.02150907014	0.01724812434	0.0538733744	0.12959196564	0.12247645	0.49660091	0.06220556668
a31	0.04018756014	0.01435051318	0.010182466934	0.01625946708	0.03628926846	0.0371985464	0.06049417724	0.1130792146	0.09047632466	0.0919414102	0.1020544397	0.0797999896	0.2285709664	0.0791156612
a10	0.01456175676	0.0123459267541	0.0158405647566	0.03556506856	0.03985614622	0.01834996158	0.0380768588	0.05135499886	0.029408685	0.0438139278	0.0987096972	0.1283955802	0.393646418	0.0800744458
