 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
a31	0.06983079926	0.006048760563	0.01190790239	0.0039756622319	0.0079403652931	0.0033806311388	0.0030486074974	0.01171402281	0.01681139064	0.02272620289	0.007698320256	0.032428609	0.051888713439	0.0862119563	0.0744535618	0.0380153694	0.03497179236	0.0802933938	0.06999583156	0.05952897684	0.166717974	0.140411159
a8	0.0113375687201	0.000723901608458	0.00322083025385	0.0038270662687	0.0021610175762	0.001488556804	0.001250400504	0.004237658262	0.030260929226	0.073015530436	0.01994762538	0.03717913356	0.083723564692	0.12213322528	0.295923538	0.1024872802	0.0459944051	0.076137263606	0.03053838534	0.00735999888	0.04040123884	0.006650869426
a31	0.00650323455563	0.00453539322118	0.028427941245	0.0677732366281	0.0108744911541	0.054440284926	0.01210977816	0.0330007125202	0.13884049304	0.056820404192	0.03682145668	0.03922009788	0.311935938884	0.0372867592	0.0489477628	0.01732953742	0.0152342556	0.02106468762	0.017598853086	0.0064346774426	0.02963076822	0.005169214771
a18	0.000941164080144	0.000145349228787	0.00119018487744	0.0011963036977	0.0008640709383	0.003451081078	0.00267095122	0.004166697071	0.173471338826	0.0527901437506	0.02709103384	0.01572829072	0.216339852369	0.04918291072	0.14047522134	0.058604363066	0.01767515542	0.02699823838	0.1439450702	0.01777774964	0.037961613306	0.0073332066844
a31	0.0130202566959	0.00425793677831	0.0499506843025	0.0990187176784	0.0074691551712	0.043518148994	0.0081008891	0.021565478434	0.065733706144	0.0420613624	0.0603752792	0.03395669812	0.191201906414	0.085141982284	0.08341465494	0.030595678532	0.0168411908	0.0414662427	0.0244796124	0.02429764758	0.04577036112	0.00776240244
a28	0.00476860530281	0.00126487571456	0.0030128558268	0.0131876462751	0.0204186976406	0.104607834636	0.00466929092	0.015208396128	0.03868412656	0.04538176192	0.034413759352	0.06798796414	0.16629067384	0.03739148598	0.06225782954	0.08515019652	0.0318003182	0.041879704	0.047889871	0.08966554734	0.07105612558	0.0130124370272
a31	0.0152979577117	0.0019983374388	0.00720341456569	0.03430418456	0.00949529973654	0.130509725086	0.006026336748	0.0077756772556	0.0299222558	0.03597548358	0.02292536452	0.12490126914	0.1785667513	0.06071029698	0.04019379392	0.051556624	0.0232840627	0.0503917356	0.03296930192	0.04468220234	0.07987773046	0.0114322042856
a46	0.0157237206154	0.0011730321898	0.00623253113904	0.0335903057139	0.0252423021113	0.06708567318	0.0093124818	0.01805534156	0.03813986338	0.03077147366	0.0344623936	0.12381098848	0.1204588868	0.06864876192	0.06395412952	0.0543673252	0.01395467508	0.04334067888	0.0411353004	0.0554330054	0.11900892888	0.016098183502
a31	0.0145129329719	0.00119232712281	0.00353995959475	0.0239684328673	0.031679570457	0.02473738573	0.00680345112	0.0087122300424	0.01976531906	0.03279897	0.01293853312	0.108566286076	0.1352938838	0.1121293694	0.085855831	0.1244088046	0.0215074223	0.0546799912	0.0343238902	0.0248830672	0.0972238314	0.02047853596
a18	0.03257297896	0.0015583473688	0.013553979695	0.0315138509831	0.0141226666753	0.024055559472	0.00659267574	0.014224447472	0.0425300447	0.03033549128	0.040285436	0.0384598731	0.0610459824	0.0550695648	0.0625547781	0.0467875864	0.01000508022	0.05116978764	0.1000583904	0.1622745818	0.1239837248	0.0372451917
