 	il	morto	vuole	pianto	</S>
a46	0.27771358074	0.327745857	0.0507029227	0.06509346626	0.27874416237
a23	0.02725640286	0.34778450922	0.16268877346	0.2832487354	0.17902158343
a20	0.3564746699	0.33107262202	0.124920443354	0.08173676567	0.10579550374
a31	0.15524145088	0.32060427848	0.3382952032	0.1371283108	0.04873073028
a21	0.09328208944	0.4890879054	0.10958207868	0.172588464188	0.135459488904
a11	0.208037206866	0.4671968237	0.05474580428	0.15496545076	0.115054700918
a10	0.077055668806	0.5151509494	0.04922025888	0.2433007728	0.11527233512
a27	0.06399341756	0.4826703988	0.05679246586	0.27636113	0.12018256424
a17	0.12668226002	0.4426783982	0.1220496812	0.211435545	0.09715412744
a31	0.08865171502	0.39463703	0.1535686472	0.2706771872	0.09246543736
a37	0.088756300416	0.388666052	0.28153403084	0.1732640952	0.0677795023
a31	0.06969504712	0.3060649988	0.175140278	0.309645504	0.1394541278
a37	0.061320737168	0.4339112826	0.14952252252	0.2778311452	0.0774143092
a17	0.11114458034	0.272397913	0.203022218	0.296123728	0.117311563
a31	0.16233849681	0.319257389	0.1260267202	0.2553924564	0.1369849304
a10	0.1151426234	0.292282889	0.15222182478	0.214103614	0.2262490395
a7	0.2109855248	0.2846267754	0.1278088844	0.2357647674	0.1408140862
a31	0.2213140828	0.2333978568	0.12037508	0.2245400952	0.2003728776
a33	0.12076216094	0.265910438	0.1329359892	0.187620361	0.2927710148
a29	0.18425150746	0.2840977444	0.130186589	0.213092473	0.1883716674
a41	0.20740085116	0.293492847	0.133659571	0.166903168	0.1985435456
a31	0.22119275288	0.291329106	0.139729356	0.161057833	0.1866909716
a39	0.17073967858	0.30685173	0.15156314916	0.140706868	0.23013856664
</S>	0.2215352662	0.28705547	0.1275042396	0.1512474648	0.2126575378
