 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.2325435372	0.202599871	0.139637694228	0.07307893422	0.0774104586	0.07977490646	0.19495467898
a31	0.11521805592	0.194986983402	0.01547401634	0.21596493874	0.3198650608	0.12591433526	0.01257660472
a0	0.48722496049	0.057941381672	0.01490124166	0.342560097628	0.06757146486	0.01854940964	0.0112514520986
a20	0.314974439546	0.14840726892	0.0216579496784	0.34511778928	0.0535440072	0.052049356244	0.06424917764
a31	0.088028926511	0.19595918532	0.06228900448	0.282890613918	0.2024051564	0.070395213964	0.098031907488
a13	0.26997267266	0.15408275326	0.09606996962	0.2025091788	0.0994007894	0.14761979484	0.030344838746
a38	0.223462591686	0.0987168412	0.0340021698	0.2196708915	0.182420001	0.14732693232	0.094400584812
a31	0.1249503838	0.1643727076	0.049720436938	0.230121198055	0.2095407328	0.1955506764	0.02574387548
a20	0.1107994202	0.1435092316	0.13735327332	0.1531550054	0.290817616	0.12442884494	0.03993657764
a31	0.07770946695	0.0754239582	0.03133699498	0.2376260768	0.363700006	0.17071037834	0.04349308808
a20	0.1382455946	0.1240012788	0.1544794212	0.1148947432	0.2999682436	0.0932207672	0.07518991224
a33	0.0808995297628	0.07910831346	0.0416338532	0.219104749	0.2717871662	0.1896491801	0.11781720236
a31	0.07192352116	0.1479360792	0.0919777126	0.1563689584	0.2109397568	0.152221631	0.16863233718
a28	0.1623911943	0.119344198	0.155451334	0.1287691456	0.1443108124	0.1597062734	0.13002702804
a31	0.09007054395	0.1209760798	0.089964663	0.2240549888	0.1431486308	0.1648942472	0.1668908668
a0	0.18405494916	0.1208481484	0.162185572	0.139434341	0.1169589918	0.14117764488	0.13534037028
a31	0.07811312842	0.11340715154	0.077082555	0.25953049	0.1373870466	0.1340270298	0.20045257648
a3	0.19623107714	0.1165811482	0.152686751	0.1619032218	0.0963642488	0.11706812188	0.15916543236
a31	0.094054827	0.1197825008	0.0805020128	0.266282056	0.11955359	0.114694445	0.20513058394
a46	0.2128105156	0.107724842	0.1374751212	0.1891741764	0.0866255124	0.10443539632	0.161754451946
a31	0.10777217984	0.0945612152	0.076576347	0.2757139668	0.1193393548	0.1035543958	0.222482542
a39	0.2377681798	0.0836301516	0.1291930388	0.2095175378	0.0854573546	0.0923798965	0.162053843686
a35	0.1631705374	0.0990438034	0.0876478876	0.274908476	0.1061924452	0.1001398114	0.16889705114
a31	0.2153851476	0.0902345508	0.0849567396	0.2584953516	0.0911817614	0.0847668394	0.17497961368
</S>	0.1888305929	0.0884491044	0.142521216	0.231212562	0.0982643	0.10748504076	0.143237207368
