 	mia	sorella	ancora	non	è	venuta	qui	</S>
a8	0.0937600992	0.1384116654	0.13764061333	0.11101325012	0.0681467966	0.180084744	0.0617756482	0.20916714814
a23	0.101830998157	0.0844857880292	0.093013096	0.0361145432	0.1644218133	0.4360419586	0.0407316136934	0.043360211183
a31	0.02614172656	0.02354199632	0.28024016572	0.04175504714	0.12499143976	0.3301929268	0.135469078499	0.0376676331642
a8	0.08613429466	0.109689765846	0.2328185584	0.076145899988	0.122185097608	0.2061946556	0.137428966927	0.029402758472
a20	0.051960031274	0.179233745009	0.1085313768	0.04307285772	0.167053425854	0.2980888432	0.115765790779	0.0362939456178
a24	0.172837871126	0.245844672372	0.11196227092	0.16863740884	0.05936216152	0.1842601342	0.03199478221	0.02510071532
a31	0.257552432272	0.217000010848	0.14533572746	0.13719962626	0.0476541458	0.1361939686	0.02608533406	0.03297876502
a20	0.24945925214	0.120937756676	0.10902643228	0.06867351668	0.041531903	0.342885922	0.0333024398174	0.03418275427
a31	0.168589804068	0.180324509462	0.0441867734	0.07584758408	0.02112259094	0.3158870682	0.0673458183224	0.1266958107
a37	0.12966208972	0.13957806142	0.2354294594	0.11707050472	0.0920783666	0.211174346	0.03976322532	0.035243939
a41	0.1376664941	0.185997664736	0.111399109	0.0797976598	0.0338498173	0.2562743176	0.0547912548	0.1402236564
a37	0.13108089912	0.19768867411	0.067677738	0.09378428526	0.038452451492	0.31386461052	0.04492436232	0.11252697602
a13	0.0668832008	0.19228679964	0.072915405	0.0645361182	0.050052852492	0.36411122608	0.051497904226	0.13771648517
a38	0.0389526456	0.18680795148	0.0535176886	0.06508675648	0.06327424818	0.39248332508	0.06441096858	0.13546638673
a35	0.0568031304	0.19407678774	0.0755627012	0.0681891738	0.06207999272	0.3519467454	0.077959135092	0.1133823238
a39	0.0380714374	0.20033051424	0.0838333482	0.10318258706	0.09743607424	0.33054913	0.071999745128	0.07459719176
a35	0.0587388196	0.19039798702	0.097627665	0.0849711911	0.0970255202	0.349917113	0.0617586501408	0.059563033308
a20	0.0746524954	0.20414908168	0.143489737	0.11285312614	0.0784048386	0.282154497	0.054701316152	0.04959491896
a31	0.0833858536	0.226525001	0.128031122	0.0851112252	0.0744773954	0.279306032	0.05733296256	0.0658304008
a46	0.05971928568	0.20279220456	0.0852408444	0.11953268346	0.07640181032	0.3190057924	0.0516328938414	0.08567450566
a37	0.0509209854	0.16329639658	0.1649595734	0.1335106414	0.0935194142	0.2756446278	0.06764199582	0.0505063972
a17	0.0795588368	0.2106182648	0.1412637964	0.145472207	0.0961245548	0.1636375008	0.0681964322	0.0951284168
a31	0.0881871736	0.2114694638	0.1620997332	0.113946434	0.078403415	0.21931563	0.0562523298	0.07032581574
a20	0.0672970336	0.2203359986	0.0955352684	0.13805936	0.0844096678	0.221736134	0.06839784484	0.10422867792
a39	0.10377667252	0.2198260148	0.1350496126	0.095815558	0.0870168336	0.175577588	0.0843914712	0.0985462404
a31	0.0998374878	0.227397708	0.142231414	0.169888148	0.106314205	0.0864654136	0.0584594844	0.1094061222
a33	0.084434348	0.249319052	0.092535987	0.1533849466	0.0996509	0.1148003948	0.070410742	0.13546363052
a21	0.0819638274	0.1783609182	0.191306666	0.1210063142	0.0928730896	0.15972083	0.0928833518	0.0818850012
a31	0.08606717354	0.233979758	0.1301993248	0.1658317716	0.1054845112	0.0947692956	0.0641853148	0.1194828148
a29	0.0916016956	0.2524770112	0.0848797796	0.1028892424	0.0855192808	0.13138943	0.1001558508	0.15108773426
a31	0.0940757454	0.239319956	0.1162384348	0.086197237	0.0797623222	0.1308179988	0.0949807298	0.1586075704
a8	0.0882009905	0.237604463	0.0656371794	0.0857891065	0.068651859	0.1400480308	0.12884688	0.1852214898
a31	0.08436503672	0.1547317406	0.1792851488	0.1038051472	0.0835450116	0.124129902	0.1110111438	0.1591268648
a17	0.1049602498	0.249311574	0.0650229304	0.0584449087	0.0542391048	0.1484722468	0.1387282814	0.1808207258
</S>	0.11786557806	0.1784102036	0.145646685	0.0848748226	0.0727493708	0.1139532548	0.1068662636	0.179633827
