 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.250799024	0.21118937486	0.04959525384	0.11777570829	0.0851839134	0.0482432596	0.053592505	0.18362098512
a8	0.11046962071	0.101996826661	0.09030294022	0.00652096938	0.15611771687	0.33662507108	0.127209633148	0.0707572520464
a31	0.2516222472	0.283424008496	0.0235690722072	0.014498938536	0.214188187692	0.05476422068	0.0750445659	0.082888777284
a41	0.3574404834	0.24756963336	0.0273761199376	0.0617537815408	0.202319228418	0.025432073647	0.043297829494	0.0348108761152
a31	0.102401509916	0.094250871324	0.1353247438	0.111773016106	0.29409320029	0.1108985438	0.120501146652	0.030756935962
a0	0.18516744774	0.100619595376	0.0712450904	0.21717763848	0.188157240948	0.0895092656	0.114953509264	0.033170188204
a31	0.0857254622434	0.116257642334	0.12931989106	0.06773598654	0.27200184488	0.1640682664	0.11560095874	0.04928994428
a39	0.225559160524	0.087805259174	0.048486464294	0.1592581593	0.171391697	0.1502169408	0.1067712104	0.05051112834
a31	0.18622605891	0.084790998392	0.02309868524	0.01985124654	0.25477138624	0.2602148164	0.1334294055	0.03761741485
a10	0.07000711548	0.05350902992	0.0473978237	0.09489266766	0.2116485754	0.4131850474	0.0718209321	0.03753882956
a20	0.11248547364	0.052974905034	0.04451262936	0.01560030266	0.2564961698	0.414430538	0.0716261948	0.03187378534
a31	0.140771714537	0.1251072424	0.0194761455	0.0200216918	0.270354235	0.3253419546	0.0453256169	0.05360140366
a10	0.1285802825	0.08389767018	0.1285914306	0.0801606276	0.225142754	0.2481144152	0.046953487	0.05855935584
a20	0.108360716226	0.117495124236	0.05133777034	0.0320670074	0.2605951526	0.1778774808	0.12658434868	0.12568241008
a31	0.09524905292	0.09297256456	0.0556033286	0.056135891	0.2517201328	0.182974921	0.1055992628	0.15974484468
a13	0.1222023918	0.09266098228	0.144404955	0.1110712568	0.1710862988	0.1429194048	0.0788902036	0.13676447948
a20	0.0913222204	0.08753913876	0.0578013463	0.0705945248	0.2344706328	0.128768953	0.1224298098	0.2070733915
a31	0.09814767884	0.0778319932	0.1003281352	0.114169453	0.1879223234	0.124678512	0.111315067	0.1856068778
a28	0.1222994964	0.0797425534	0.157020858	0.1726694518	0.140659983	0.100272646	0.0853683654	0.14196662424
a24	0.09018371144	0.0885353032	0.0971978776	0.1334950668	0.176106122	0.122818879	0.1138462328	0.177816781
a46	0.1210778774	0.098973239	0.165639518	0.121888792	0.109369434	0.09983862	0.0977100648	0.1855024554
a39	0.107977976	0.1056289938	0.178780653	0.135910337	0.096345789	0.091554663	0.0854376948	0.19836392288
a46	0.12020800338	0.1015174514	0.191033684	0.1416570696	0.096952454	0.0961194748	0.0968343528	0.15567751068
a8	0.13865558996	0.1167221436	0.196580728	0.1306127838	0.0892954138	0.0926274942	0.0931287824	0.14237707334
</S>	0.1625668307	0.1293663578	0.1921162148	0.1199341	0.0856423326	0.0951773764	0.0887925148	0.126404285
