 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a31	0.214114165	0.010368734452	0.12439792156	0.0613126724	0.0648118698	0.0981095404	0.0956991904	0.33118591672
a20	0.177530509585	0.0086466381334	0.13197928728	0.04753942264	0.40833960054	0.06393638062	0.027622831524	0.1344053356
a31	0.133817202608	0.184317690583	0.09933072782	0.0088433537	0.28219957422	0.098394174	0.11748880176	0.075608470632
a29	0.181864148268	0.0270330534087	0.0466753674024	0.104616062408	0.33324778464	0.07988369184	0.16175375367	0.064926119434
a31	0.132567754926	0.133534520619	0.198768791646	0.152001895	0.16020248458	0.10887260744	0.0100402143	0.104011740144
a20	0.260334699782	0.136358727911	0.100748250804	0.18895233846	0.12602636436	0.058349907	0.02101936108	0.10821034794
a31	0.218960391319	0.0328516563853	0.196629469998	0.16011431728	0.091459141	0.154834622	0.03064405318	0.11450634232
a18	0.20382697544	0.051659923698	0.136451014248	0.1405023314	0.2063020286	0.0852537122	0.0551342109	0.12086983718
a20	0.11626433042	0.0471505492056	0.238419919978	0.20330127632	0.0819606423	0.1094937408	0.07140354852	0.13200598226
a31	0.15426480548	0.04031476857	0.2186337453	0.06404743574	0.1883855648	0.1143361708	0.0932411359	0.12677636228
a28	0.1298541026	0.0336213344	0.284766755	0.1280211944	0.1378585752	0.10439537	0.091217462	0.09026519686
a31	0.0998831192	0.084346383218	0.1959684122	0.05169099324	0.07542460336	0.1397723756	0.1311265716	0.22178754848
a11	0.109674738	0.0531585936	0.286814616	0.0705672016	0.0794388728	0.0959901062	0.1387489666	0.16560694482
a24	0.07573575132	0.087306450763	0.1907503008	0.03592025372	0.1035302414	0.15515658	0.16396199784	0.18763843704
a38	0.1335420556	0.0896442811	0.2202328116	0.02164606418	0.0382637582	0.1588612932	0.14672846116	0.19108124808
a31	0.104979203	0.0734219390196	0.265501304	0.0536695166	0.037687779874	0.129218452	0.11928204972	0.216239735306
a46	0.1487300064	0.09636968078	0.2354805492	0.04023280352	0.04465037268	0.1064535506	0.0837885608	0.244294484534
a20	0.08405109208	0.092037052638	0.250809236	0.076364556698	0.070895604192	0.1463277956	0.09779595481	0.1817187164
a31	0.1174121746	0.139607839538	0.278255942	0.0686378200248	0.061368586392	0.086513026	0.067422491638	0.18078210569
a46	0.1327755276	0.12406755336	0.2655428876	0.0543098825	0.05705886178	0.0972526274	0.054671343916	0.2143213254
a31	0.0770678708	0.11310311497	0.293132385	0.067471295858	0.070095774626	0.0980727982	0.082100028128	0.19895669083
a8	0.1432223528	0.1354562316	0.2875659298	0.05987247272	0.06195715024	0.0778203552	0.05031126597	0.183794263904
a31	0.0949154586	0.13537645526	0.3038709	0.0717277258	0.06977087222	0.0807704988	0.075638232348	0.167929862728
</S>	0.154373676	0.1334699958	0.2870770528	0.06228294786	0.06418566466	0.075247268	0.0507599421	0.172603454706
