 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
a31	0.1973123394	0.02906517844	0.037850162266	0.158670864864	0.015914637018	0.0108109859872	0.030873763958	0.03149548936	0.0431313439	0.1197348607	0.13047893538	0.19466141786
a18	0.111166941445	0.0102325519046	0.0708064157432	0.285980835834	0.1163362614	0.0382255001	0.053720421066	0.073393412346	0.084446619864	0.074621534584	0.067963152104	0.01310636552
a31	0.0139990921608	0.0109667544587	0.0736598227719	0.255033167394	0.2652535892	0.116316796694	0.0496170352	0.0614433914	0.01429849996	0.04246113558	0.08154471424	0.015406037222
a24	0.00742707403127	0.0027509747648	0.0281719430323	0.06322148708	0.1867857838	0.097370335728	0.160845224	0.13169351188	0.03856983016	0.2309552124	0.040949993396	0.011258661234
a31	0.0100477789824	0.00277932565	0.0736418423568	0.203786638256	0.1616734981	0.124981239446	0.0698335334	0.09018489094	0.03613203558	0.0779961809	0.137331359568	0.0116117006648
a17	0.0216105040115	0.0108595267425	0.026183043062	0.1515725008	0.1868892922	0.0524498656132	0.111884262	0.1167158308	0.10873683694	0.1695419034	0.037781219738	0.005775207564
a31	0.0328834871404	0.011673441236	0.0187733889844	0.1240354123	0.11919019954	0.0558073723	0.1232920712	0.1354078636	0.08404095524	0.12816407744	0.158720643524	0.0080110903308
a20	0.0448951873376	0.035417793006	0.039787439567	0.2541934446	0.1088216376	0.063870514032	0.0825901992	0.085508687	0.080434679	0.1344288106	0.05093509428	0.01911649214
a7	0.051450521575	0.023911144142	0.0463115109446	0.1086786018	0.06317654014	0.04981612968	0.154358045	0.0961379802	0.0430087237	0.1266765146	0.21468627094	0.02178801646
a31	0.07894523962	0.04772305852	0.0628131016658	0.0688942778	0.0872543334	0.1011635924	0.1287657304	0.0681035544	0.05097227208	0.12965306496	0.14033340728	0.0353783721
a18	0.03052736396	0.0394520708	0.0917400292	0.15354949648	0.0470099954	0.0524952528	0.11945881388	0.0890501678	0.1157508864	0.0969389625	0.0792994436	0.0847275242
a41	0.06754894331	0.0291626347	0.057524286054	0.0469660792	0.0423131666	0.0769239122	0.1740327958	0.0809974522	0.0545331474	0.0947472842	0.2244114457	0.05083885206
a31	0.0422875532	0.1049537906	0.0657674760402	0.0533545876	0.059876939	0.1381009946	0.1562582744	0.0784549766	0.04078981656	0.08545798006	0.1251725734	0.0495250466
a46	0.0284610526	0.059061596	0.114658956873	0.1302233064	0.03495751	0.0429189228	0.0873169462	0.06880984688	0.11313425816	0.13352576256	0.0922161514	0.0947157206
a20	0.06411304868	0.04937941506	0.0667771472865	0.060769526	0.057673887	0.09978489866	0.0843049038	0.066695724	0.0427064844	0.1083244382	0.2483965488	0.0510740084
a31	0.0660702026	0.10148705628	0.0943836950805	0.0627475854	0.0672959754	0.1319073672	0.072634559	0.0444636522	0.032953463	0.0884173686	0.1385938228	0.0990452328
a39	0.0429577548	0.0616965523	0.0813260880846	0.15889185	0.0464861138	0.0510692284	0.065637538	0.05113151388	0.0718913222	0.15603397796	0.0817220478	0.1311560122
a31	0.05849843428	0.07260241582	0.0665920236846	0.0799647678	0.0810829358	0.0984424534	0.04993682746	0.0403731918	0.0311283432	0.0851401212	0.2238050938	0.1124333872
a24	0.0564907974	0.08442065554	0.0763937607424	0.1517280698	0.0550231828	0.0523685204	0.0630583334	0.0480688248	0.05800367132	0.1596239912	0.0583823582	0.1364378404
a31	0.05497207514	0.13749801606	0.0727969887456	0.0882117884	0.105866208	0.0908805458	0.0464300098	0.0367583948	0.0272217864	0.0749562192	0.1367350872	0.1276728844
a17	0.0933559774	0.08598110952	0.059860528268	0.1496785516	0.0561504802	0.0460955448	0.05581666286	0.04512466888	0.05371956884	0.1588425084	0.053693678	0.1416807098
a31	0.0530459464	0.1204507279	0.088316176923	0.0813522488	0.0940462494	0.0674393008	0.0363047678	0.0399828908	0.0306248082	0.0779535506	0.1716619048	0.1388214434
a8	0.1016589492	0.0900256846	0.064824393014	0.14855702786	0.0661051976	0.0607407275	0.05495262408	0.0454018512	0.0440285405	0.1479762072	0.0471938734	0.12853494512
a24	0.059989042	0.1433636084	0.0806018914808	0.0774526774	0.108676024	0.0664430356	0.0433597144	0.0529650398	0.0344701661	0.0835714394	0.1166478906	0.1324594614
a20	0.1220717138	0.121627612	0.077010360522	0.0617221582	0.0869140298	0.067875439	0.0566826168	0.056755202	0.0445234068	0.0762581332	0.0985923768	0.1299669366
