 	lo	posso	finire	di	scrivere	</S>
a20	0.353911436	0.00424499656	0.01081287992	0.10628329849	0.3563171986	0.16843022608
a31	0.29311032573	0.159884706654	0.066780265192	0.1157356966	0.291254943328	0.073234048588
a39	0.502486583999	0.0546639077252	0.0524112345419	0.20292963428	0.178956865048	0.008551794743
a24	0.496370254108	0.04246757342	0.0772604175038	0.071221427	0.229069996622	0.08361031939
a18	0.4634685322	0.152692770762	0.104754462441	0.04690173944	0.135092694506	0.0970897749
a24	0.612572468	0.181186592286	0.053574189892	0.01841997734	0.054021118003	0.0802256483122
a31	0.435135446	0.22218138646	0.0515058274	0.054779236478	0.097094370876	0.139303748636
a20	0.240038944	0.191189736648	0.03364382586	0.1135270256	0.190728347	0.2308721128
a31	0.1841390572	0.15498157796	0.0658805766	0.133908081	0.28810427	0.1729864428
a1	0.1375399166	0.09305445418	0.09822965112	0.203942715	0.262246264	0.20498695
a31	0.1973251924	0.08288706116	0.0880805068	0.1133066586	0.2981405728	0.220260002
</S>	0.1132484044	0.10978244196	0.12317632126	0.267421077	0.206552562	0.1798192094
