 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.1081794944	0.05468575336	0.092048701	0.07721188112	0.077109767	0.0685089056	0.175021884	0.34723362
a20	0.14735993864	0.01178839478	0.09349921466	0.2118589448	0.24175931504	0.103291020512	0.175549416368	0.0148937529712
a11	0.191768237137	0.020083896124	0.15528507676	0.09430159726	0.27150036866	0.04266441108	0.2104230279	0.013973403396
a10	0.0958393649456	0.01701298378	0.080453271708	0.0454046135	0.3024444312	0.17087530596	0.25907172258	0.028898292648
a39	0.085826480856	0.018735768312	0.08321999806	0.0505124462	0.2728653717	0.14245096278	0.31433970832	0.0320492702232
a7	0.0745970386874	0.061022721258	0.094121682996	0.098044696	0.1591863402	0.3208514672	0.1783710448	0.01380500674
a37	0.106727619035	0.0892374375	0.133471069539	0.1194572238	0.14824617684	0.32460727	0.0656532842	0.01259990996
a8	0.11161967372	0.1046814956	0.11549208276	0.108341585	0.18264223192	0.2786825109	0.0751056144	0.0234348255
a18	0.119556982195	0.1438048151	0.1500765566	0.11236674086	0.1463215903	0.16062616152	0.1196581235	0.04758905714
a46	0.21194864518	0.0692661792	0.075029862988	0.056608410354	0.25040094448	0.1314314428	0.1446977388	0.0606167306
a31	0.20307487188	0.0686057156	0.11699365406	0.0810859138	0.17417226548	0.108695516	0.1807730018	0.0665990404
a18	0.1355376364	0.04065015506	0.084921125526	0.07255719628	0.2737906342	0.15874658728	0.1826165693	0.0511801033
a24	0.20795974266	0.07343569834	0.058473873422	0.05856237524	0.2355757461	0.1077152728	0.218028349	0.04024893416
a28	0.1877781066	0.0771513668	0.06374570726	0.0601956417	0.1806432442	0.1346998	0.2254011074	0.070385017
a31	0.1783151686	0.0839641596	0.0549180582	0.0524376994	0.1626693872	0.1327838622	0.200560732	0.13435091752
a20	0.1228959558	0.0435168748	0.08594831016	0.0768331172	0.2174147598	0.1032210944	0.235067904	0.1151020162
a31	0.2146285714	0.1256411716	0.0585098794	0.06207355	0.133412623	0.1116391496	0.1254527928	0.16864224368
a3	0.1229985982	0.0702218922	0.103884975	0.0909797694	0.184893316	0.1174065806	0.115756936	0.1938579626
a31	0.223291428	0.1075474362	0.0656614086	0.065017779	0.140054402	0.115655588	0.0974397814	0.1853321325
a20	0.1362372442	0.05863627204	0.0986149608	0.0851348782	0.127903068	0.1492323758	0.14985587	0.1943853195
a31	0.2202315944	0.08901434724	0.0653555424	0.0654535216	0.1365112648	0.1029155134	0.1207803856	0.19973780752
</S>	0.1145857996	0.0570322188	0.1086934036	0.0782575226	0.154708329	0.169346608	0.150933296	0.166442794
