 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.2573497646	0.1192230364	0.03016682807	0.082155110298	0.07041027773	0.0585626768	0.10445407114	0.27767823988
a31	0.160638705883	0.102062348825	0.231853562102	0.156000087176	0.0109632298196	0.23281179288	0.093012705944	0.01265753813
a20	0.297107576112	0.0615192656	0.133863393753	0.2984983476	0.0523470445426	0.066436930544	0.08489934078	0.0053280794606
a31	0.32077191257	0.10055636118	0.0877906771988	0.130319467896	0.080357670868	0.17273060548	0.03741628271	0.07005702458
a37	0.280625019086	0.0736722461	0.0517284922612	0.076085414566	0.041669960952	0.22651125388	0.15122360474	0.09848398412
a14	0.317639930764	0.04966730972	0.046764256167	0.045791331236	0.07131919148	0.25222157326	0.115578595259	0.10101780644
a10	0.35274274718	0.06938854834	0.0375750241946	0.04155500421	0.05552121428	0.1422161718	0.235887488624	0.06511380124
a31	0.3126397466	0.10238284796	0.099951503198	0.121190916124	0.132642777274	0.0803592424	0.095593963092	0.055239027708
a37	0.28798459264	0.05165542312	0.034559388208	0.07043617916	0.04944027538	0.2163165034	0.218419220294	0.07118845274
a10	0.27695106806	0.05794739014	0.058217635704	0.061381922028	0.11301012821	0.2402925848	0.0946400728894	0.09755918714
a14	0.2530888554	0.04887389276	0.094376633122	0.06561472422	0.045791108194	0.24989386868	0.123050303901	0.119310611792
a0	0.23213089948	0.05162477626	0.102019933844	0.08725206766	0.039573791604	0.28064653044	0.100524323525	0.106227700148
a20	0.22291182298	0.0557733234	0.147035466972	0.05582916242	0.024747339492	0.295380685	0.121109370896	0.077212810184
a33	0.2256025078	0.0722746216	0.1201802573	0.053068047	0.02707076148	0.3069141634	0.117381013834	0.07750861682
a20	0.2163376262	0.0784749682	0.093022630966	0.09352997924	0.05321673768	0.2697797722	0.13492309826	0.0607152048
a31	0.204016199	0.106583854	0.06735012788	0.0680939212	0.05640837626	0.269481812	0.101654941192	0.12641075634
a0	0.1646972354	0.076068443	0.0575233612	0.1813428574	0.045539857008	0.28714492682	0.073308140224	0.11437517774
a41	0.195822385	0.1325993358	0.09270270446	0.134572113	0.0524298218	0.233899314	0.0643411822	0.0936331192
a31	0.1793165	0.1772801328	0.0931302627	0.1213299726	0.0627925194	0.1726527732	0.092459359	0.1010384666
a37	0.2521250804	0.1208527186	0.06603988888	0.1155416316	0.0586535778	0.1026437644	0.1069204854	0.17722284288
a31	0.1622020112	0.166333295	0.12081656148	0.108455912	0.0683710072	0.1526921108	0.0838141424	0.137314948
a18	0.300684758	0.135404504	0.05770306188	0.05924439876	0.079936063	0.1188100428	0.0919208254	0.15629634462
a8	0.158172001	0.146721696	0.11997108466	0.1029704688	0.0755190644	0.142709755	0.0930408794	0.1608950662
a20	0.1531325164	0.146544978	0.11927375212	0.105872108	0.0841538074	0.148175281	0.0888526928	0.1539948568
</S>	0.165583319	0.1418909932	0.0840945098	0.10500983	0.090597174	0.153800446	0.097094061	0.1619296558
