 	avete	fatto	già	le	verdure	</S>
a6	0.1535732498	0.114914553	0.1455524832	0.2057425008	0.163930928	0.21628629012
a46	0.0416189646096	0.28132147026	0.125586458184	0.0529519652	0.24137124686	0.257149904101
a21	0.0501345124	0.5361839548	0.122301592116	0.13661790566	0.13493486814	0.01982713546
a20	0.05096038162	0.4340178626	0.10147311968	0.1021856586	0.15150523544	0.15985769252
a24	0.236597802506	0.34519242448	0.0795485076118	0.07151352	0.163931696624	0.103216032236
a31	0.281553837982	0.2669276773	0.089744635422	0.04801282088	0.19486110444	0.11889994532
a14	0.171783968129	0.241175049466	0.124352837526	0.09521608832	0.296668057	0.0708040274
a41	0.181754919928	0.30219783622	0.149204705846	0.07901988194	0.1919589862	0.09586366618
a37	0.193066178641	0.22582266921	0.176198105686	0.0707397784	0.218264394	0.11590883488
a31	0.111748892776	0.21405940086	0.24274513468	0.123094152	0.1724156952	0.13593674458
a6	0.10774315798	0.2289533447	0.19018671664	0.2152126078	0.1933780888	0.06452609324
a46	0.04666560771	0.08494611452	0.2453210856	0.2190090606	0.202588281	0.20146984718
a31	0.07268275888	0.1222287924	0.3074204714	0.1261202982	0.1553867464	0.216160955986
a17	0.1364325695	0.283331092	0.184906216	0.1808912056	0.1001452368	0.11429367194
a20	0.05742880682	0.164541186	0.286124209	0.1256817414	0.1446635826	0.2215604779
a31	0.1809297265	0.1847262588	0.207377237	0.102287503	0.1235167142	0.201162560394
a17	0.172237014884	0.163586962	0.1876703932	0.168853224	0.1209661588	0.186686263572
a20	0.108103325714	0.16090955	0.2577622366	0.1225070184	0.1375321576	0.213185684888
a31	0.232783899594	0.168486428	0.1906827076	0.1076706506	0.1032888648	0.197087482514
a20	0.208519247027	0.1925582532	0.1911486826	0.1033376758	0.091939906	0.212496260978
a17	0.133474602534	0.2093255772	0.1798031032	0.096628639	0.12220177	0.25856628374
a31	0.199220953254	0.224501304	0.192129546	0.1036855984	0.096970208	0.18349239736
a23	0.220184596192	0.252833547	0.1577659162	0.0839594026	0.086947783	0.198308779976
a31	0.093474210768	0.243441036	0.1736749388	0.1014349094	0.1346390724	0.25333586104
a8	0.234225082973	0.322412502	0.115000142	0.0708752396	0.0750617502	0.182425264459
a31	0.109825732708	0.2698880432	0.1633146438	0.10024726	0.1255770678	0.23114726137
a28	0.241655583022	0.340466014	0.1015626588	0.0747222836	0.0759284956	0.165664979038
a21	0.155980891366	0.255267424	0.159634649	0.0991742636	0.1320152064	0.19792755344
a31	0.20222076679	0.226757182	0.1712497468	0.0949042652	0.1073242228	0.19754380262
</S>	0.232517330478	0.3345881368	0.110552692	0.0753365222	0.077651477	0.169353837024
