 	le	melanzane	vogliono	ee	girate	</S>
a31	0.192785778356	0.2377280468	0.0639228328	0.124118965	0.116264218	0.265180146
a20	0.111746172005	0.207503768334	0.0048166973252	0.4166834165	0.0978681934	0.161381773132
a18	0.113450544115	0.206548686214	0.00623765274	0.36890085976	0.102999907	0.20186233913
a20	0.04835668179	0.148597664966	0.013468869514	0.41196980246	0.1902011636	0.18740586032
a38	0.039784965696	0.25252646864	0.01645066006	0.3760288215	0.1712825054	0.143926561224
a17	0.086137631094	0.29136057492	0.03472826716	0.2934504074	0.1940474834	0.100275605881
a31	0.09840976235	0.275594602788	0.04685157394	0.24253600986	0.2286233788	0.1079847129
a20	0.0738984499	0.376886372	0.05227022371	0.2637373394	0.195666928	0.03754065664
a41	0.15258952098	0.33266767618	0.10498142744	0.1441363004	0.1811477372	0.08447733596
a29	0.14183912556	0.3777914066	0.1173163392	0.126014013	0.1573350326	0.0797040598
a11	0.15772799748	0.3213389628	0.0779079122	0.118436048	0.2276010142	0.0969881068
a31	0.11901143544	0.228113698	0.1107963986	0.1605827426	0.256824446	0.124671307
a8	0.065611788516	0.167850595	0.10058074372	0.287446602	0.259084324	0.1194259414
a31	0.09143068404	0.1993309952	0.1631889006	0.13417127	0.21858252	0.1932956554
a1	0.08597395905	0.1485564068	0.12429825012	0.244620981	0.1876970112	0.2088533838
a31	0.09715300784	0.163997906	0.1910673858	0.139357232	0.1670667608	0.241357699
a3	0.124637801708	0.1635431194	0.12137042694	0.17689921	0.171150576	0.2423988524
a31	0.1045407155	0.153657237	0.17180736	0.1618822752	0.169196492	0.2389159112
a8	0.16276027704	0.151986222	0.10443191866	0.1591080364	0.1753435058	0.2463700248
a23	0.1140177958	0.153264362	0.151874923	0.171216552	0.179869084	0.229757299
a31	0.11933156028	0.20600967	0.1025262784	0.1575767452	0.1621108192	0.252444952
a46	0.156350226794	0.1317311684	0.10246864456	0.1878228092	0.192329686	0.2292974506
a37	0.1508797145	0.188460468	0.1300746362	0.1636825252	0.160787952	0.2061146822
a46	0.157538432	0.2200346148	0.0991455204	0.16272057	0.1579731288	0.202587717
a24	0.15924477212	0.247868427	0.098251615	0.148827303	0.1457045494	0.2001033046
a31	0.12521605434	0.22391696	0.0981600316	0.1572706652	0.157219018	0.238217285
a46	0.125429931606	0.1233458072	0.1002676093	0.196925884	0.200371418	0.2536593256
a31	0.1275861366	0.2471014	0.1025373736	0.148507026	0.1554876266	0.2187804648
a8	0.1570215279	0.124989379	0.1014874999	0.1972745412	0.203082764	0.2161442921
a24	0.14933977052	0.214252046	0.1031506046	0.156747455	0.1670555748	0.2094545378
a8	0.17030893482	0.187183608	0.100453055	0.161229255	0.168589789	0.2122353798
a31	0.15451195608	0.21924678	0.0956886448	0.157443427	0.177606063	0.195503169
</S>	0.14875267977	0.123779278	0.11013670318	0.203473232	0.206951692	0.20690639052
