 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
a23	0.02905527358	0.05692355948	0.07793453774	0.06216277272	0.00959366616	0.00631414142	0.02100819658	0.01293644448	0.038401812286	0.021570202928	0.03785192572	0.030891263072	0.0149338168282	0.096783106264	0.081418479958	0.143757579434	0.258463213698
a31	0.0107783041582	0.0260082900708	0.03106503795	0.03733674112	0.21071060084	0.03370174646	0.0489247284	0.047374013048	0.245021383129	0.061036589763	0.1027555608	0.0390386849032	0.0425168151272	0.043799256832	0.0122907310088	0.003452030526	0.00418946425248
a20	0.00348821525912	0.037457882352	0.07380266814	0.06431433	0.1213805042	0.08461629352	0.11457544174	0.1034002472	0.065085001772	0.0165831398	0.034606956698	0.164853386568	0.0378223179568	0.019632612286	0.018831202582	0.01742237362	0.0221274330508
a31	0.00766084767371	0.0479481942218	0.0591759719	0.0797673396	0.1233722598	0.0336523216	0.0813858446	0.0699103668	0.185008279148	0.04149806422	0.09425751402	0.01013160082	0.0529985485642	0.0443939157	0.009483435772	0.025361842882	0.0339936457236
a28	0.00288127725474	0.0416853376862	0.19015072992	0.05671931726	0.130756845964	0.03484076654	0.05616024796	0.00861879626	0.129896676907	0.013375263034	0.04408470972	0.03611833786	0.0572914727856	0.05511247914	0.0457705411668	0.046534688574	0.0500025315726
a37	0.005257724248	0.0628979954872	0.13894543014	0.0843630338	0.13238012248	0.03134916856	0.0449543984	0.03263190506	0.106709721491	0.020894331556	0.06697788212	0.01495270648	0.13115195264	0.0510045222	0.020914878468	0.023420288316	0.0311939137578
a16	0.0085313186122	0.066139917465	0.10279192332	0.07456335786	0.048321133	0.0583331898	0.1336150474	0.11726157524	0.0833239420486	0.07174484553	0.0714667069	0.02131233094	0.0469539391422	0.01847482592	0.0228083543306	0.027283020716	0.0270745672752
a21	0.0098244597088	0.05399943907	0.10228713392	0.11417620264	0.03601956888	0.088243984	0.1278498888	0.09469064818	0.108471000039	0.06188233438	0.09018574874	0.02048509904	0.0424018293039	0.01444166058	0.0079595677604	0.0142473769877	0.0128340439542
a31	0.0136302700392	0.04676471721	0.1202897158	0.1481843876	0.03375750548	0.086289772	0.094335868	0.08467919292	0.0818171194536	0.074146611796	0.07879608468	0.025696008148	0.0422620385812	0.01541727056	0.0118060676637	0.0253498670718	0.0167775139974
a37	0.0054251485103	0.0770673722528	0.16814842226	0.04592652326	0.0718704022	0.0766198803236	0.09582657668	0.05988932326	0.0513552408452	0.020624803224	0.04203846626	0.04986217688	0.0889347502719	0.086594705	0.0314629097418	0.0215063986068	0.006846863439
a21	0.0069772269696	0.032231690188	0.10375440332	0.10053903932	0.05001889452	0.092378392318	0.08094259806	0.050484311	0.08441605533	0.025899226484	0.0452712856	0.033499537706	0.0963673992273	0.085340892284	0.0641570021817	0.037364326793	0.0103577226281
