 	devo	comprare	il	pane	ogni	giorno	</S>
a8	0.05520391156	0.0964299194	0.16582303992	0.091627218	0.0592895028	0.207617693	0.3240087248
a31	0.074345585718	0.231785077316	0.1214214356	0.11337673284	0.15858416906	0.20642496316	0.0940620149636
a10	0.01319095269	0.0277556444	0.13931485466	0.24496390532	0.0839050848	0.3834122816	0.107457224115
a20	0.037924642366	0.01891821748	0.0496630627	0.08692933628	0.2476042888	0.4580808304	0.10087961988
a10	0.0475218008414	0.02282462066	0.16884767648	0.0805759634	0.2048715438	0.41092668116	0.0644316892604
a31	0.040594368109	0.09597635908	0.1616764702	0.1336770996	0.2792894742	0.2632963042	0.02548992656
a14	0.049232253842	0.06379192414	0.2069608703	0.1122727782	0.264618916	0.281892465	0.0212307912
a31	0.054755743536	0.0295823976	0.1401735528	0.183244482	0.195340419	0.3468745594	0.0500288298
a37	0.0327457131	0.1289969496	0.1133787408	0.135704898	0.237902967	0.284387128	0.0668835872
a31	0.04384135752	0.0545304798	0.128923836	0.263385292	0.1411225774	0.224398536	0.1437978878
a46	0.04321048494	0.0716408106	0.128681156	0.198733598	0.218383302	0.225654437	0.1136962464
</S>	0.119483436692	0.0408353412	0.1089828108	0.2904995504	0.0958379868	0.2037566354	0.14060423524
