 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
a23	0.014979414628	0.020989821288	0.0453822762	0.0884439872	0.1844250562	0.15721156	0.1145851668	0.0915471522	0.28243556972
a31	0.017428601747	0.028157079952	0.2027410958	0.11904656172	0.06477330836	0.16928828324	0.2499150118	0.0292580728252	0.11939199119
a38	0.04278691848	0.02728863384	0.306352363952	0.117613169361	0.08563923612	0.15808448889	0.127711913133	0.0170845816023	0.117438652059
a17	0.085864807806	0.071108178348	0.15840641986	0.1127740566	0.0338828666	0.3175213933	0.05302709252	0.041798622408	0.125616547285
a31	0.023416247094	0.07529031078	0.10681621168	0.0884584158	0.0531393096	0.27269443	0.2173298492	0.03441647659	0.128438759454
a41	0.035105833366	0.076752184798	0.1615677494	0.05524227032	0.03825291264	0.376874883	0.07386217212	0.0598431956804	0.122498831
a17	0.055532362766	0.0782443616826	0.10861030838	0.06499797507	0.05902091956	0.3191234066	0.1420781034	0.07013264666	0.10225991315
a31	0.04945660518	0.12572765482	0.08957022906	0.0420522218	0.0802421628	0.2957759184	0.1662195878	0.07572327336	0.07523235214
a0	0.07023746912	0.08169460032	0.1001423176	0.03813340624	0.0621233658	0.3253592816	0.1422878288	0.072733047428	0.10728872084
a31	0.05042187456	0.05521471894	0.0780296786	0.06086747626	0.1479511424	0.2521458344	0.2172620134	0.0760382231474	0.06206901584
a37	0.02856316972	0.0440489831	0.1043938728	0.066411052094	0.1768658152	0.2256804808	0.2837395012	0.03315483816	0.0371423008
a10	0.045935071532	0.02511355182	0.0822867284	0.0824840764	0.1227889434	0.334273115	0.2153610354	0.054470067	0.0372874142
a31	0.020199862304	0.02497396396	0.078780421	0.1176931644	0.1422162802	0.3187333524	0.2036050488	0.042274744988	0.05152318214
a16	0.01247101144	0.02942181382	0.0960639336	0.0789262066	0.1707017254	0.2306682912	0.309576168	0.0330101878	0.0391606856
a17	0.11519169108	0.043799168798	0.08726908794	0.10048972	0.09654532646	0.1967515939	0.2438265426	0.0672955438	0.04883129404
a20	0.067139999586	0.04389190093	0.1000423562	0.1461815782	0.1379770512	0.1689607232	0.2440588634	0.0537005945	0.03804691012
a31	0.0327696863472	0.036554419616	0.0673276287	0.14875754312	0.1130689024	0.2738764386	0.1497295804	0.101771228452	0.07614459096
a39	0.032471651034	0.058438938064	0.0921564622	0.1230606086	0.0830126368	0.2128477786	0.2612473396	0.0680178372	0.06874673694
a20	0.101458123066	0.045782878257	0.06814352762	0.1498745964	0.10042933692	0.195605207	0.2030122448	0.0841090576	0.05158503534
a31	0.0712439832896	0.0678510808	0.05453346628	0.1457553176	0.0621199652	0.199371701	0.2160993848	0.075221709	0.10780340858
a33	0.048055181446	0.071066338002	0.056235167	0.096016712	0.0493413578	0.224572641	0.2151588572	0.062784284	0.176769417238
a48	0.04211402966	0.038993305594	0.06430016032	0.1542020406	0.1027835374	0.2014598136	0.2262746772	0.0615128812	0.108359572026
a31	0.10907878072	0.03599043672	0.0637324748	0.0618640936	0.06260318628	0.1515069298	0.2959696064	0.141484504	0.0777699825
a19	0.037539893246	0.050088204694	0.059556675	0.1417376346	0.07552225468	0.2751918086	0.1563517654	0.0782190342	0.125792737446
a31	0.04441481752	0.037883829	0.1087228156	0.1770885428	0.0935022388	0.1853080268	0.1671405346	0.111198368	0.07474081748
a37	0.06069249302	0.07281488086	0.0757916782	0.1251470412	0.08180573162	0.2402452176	0.1101288428	0.0786131526	0.15476095827
a31	0.060191845672	0.08075334662	0.0796657438	0.135941466	0.0793370192	0.185186061	0.090878725	0.126327886	0.16171792516
a8	0.0709294343	0.07579521312	0.07695520426	0.0998683868	0.0797783708	0.221145018	0.0919335956	0.080019743	0.203575074728
</S>	0.06164476739	0.05873923584	0.0743789603	0.1382046448	0.0912943462	0.193627526	0.0858698018	0.13457567	0.161665016574
