 	il	muro	vuole	uno	specchio	</S>
a46	0.1431813388	0.0802928354	0.08781290508	0.1180700306	0.2363934072	0.33424946172
a31	0.119293717169	0.16897748592	0.184182225781	0.07666745109	0.259211373832	0.191667704655
a24	0.1212258498	0.236974760494	0.077641307432	0.0738207763	0.373429483	0.116907792437
a37	0.19250660274	0.07428523923	0.162693894821	0.09182886556	0.3295140382	0.149171385064
a18	0.1964174263	0.05316375381	0.150481705598	0.08064518464	0.34046455714	0.17882738236
a20	0.21765649564	0.033772334652	0.12210283744	0.0738618542	0.3116800294	0.240926477712
a41	0.296340480392	0.03628972284	0.14999241892	0.0813812928	0.21094399446	0.225052143972
a31	0.26306696972	0.0445420962	0.17325421702	0.1305203308	0.1813646911	0.20725170814
a11	0.3217511128	0.07672937586	0.128685253152	0.168070583	0.1765617516	0.12820190934
a31	0.19574029098	0.056132092254	0.143130842748	0.1856797578	0.199976283	0.2193407528
</S>	0.0735854638	0.1107983866	0.08929699676	0.18754694	0.244006595	0.294765603
