 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.05035399154	0.110153089276	0.06243645716	0.101489820326	0.1515803768	0.12021023261	0.16151060156	0.2422654412
a0	0.0221280633402	0.0260136547	0.192859206232	0.01633630222	0.34210786668	0.17134297998	0.062460379	0.166751537967
a28	0.004512978272	0.123264030486	0.2698380623	0.06184461558	0.391174973016	0.07524420298	0.06098508054	0.0131360866236
a31	0.02580824852	0.1205536613	0.1325957478	0.0525717309	0.2429062271	0.16559243	0.166219338	0.093752599
a24	0.0610508953278	0.057115289078	0.2484227402	0.0484603	0.296360309262	0.05693949102	0.10445101934	0.127199909784
a46	0.162465912852	0.05922452136	0.03540531206	0.04487036772	0.40392703	0.05196175056	0.1340198664	0.108125239115
a31	0.07084007726	0.0493988866	0.0952813956	0.1857442562	0.2972487192	0.1415438249	0.101557891	0.05838494512
a24	0.03053601678	0.0243607768	0.11186281696	0.1408994684	0.3360753346	0.1026025176	0.1300670028	0.12359608768
a31	0.0569891696	0.13855614206	0.0687993968	0.1903918002	0.3573857	0.0804977082	0.0764395628	0.0309405232
a20	0.02873266466	0.01888202456	0.087612788	0.131036892	0.350658764	0.156274588	0.13172634372	0.095075934684
a29	0.04766287228	0.0286797628	0.0940632134	0.1802623268	0.403390888	0.0810952644	0.10395382548	0.06089185692
a20	0.03614511944	0.0348477506	0.1274154136	0.1503572593	0.453242424	0.07613673988	0.0811321916	0.04072309058
a29	0.024352782408	0.0308081358	0.1139216066	0.1135097266	0.578824226	0.062516963486	0.05104386166	0.0250226514
a13	0.050325838824	0.0518504726	0.1196158948	0.09824841454	0.55469553	0.05283516408	0.0389317001	0.0334969541
a17	0.053500052906	0.0562767882	0.120931005	0.096611951	0.536215427	0.04767837368	0.0497388645	0.03904754432
a31	0.07209888547	0.0615229339	0.1187269286	0.105696428	0.511033504	0.04768289796	0.038966212	0.04427216992
a44	0.074675518676	0.05301245232	0.082091788	0.06729814202	0.5340592792	0.04224451374	0.06479923164	0.08181907732
a8	0.04090612522	0.06275890268	0.1075464194	0.1218421544	0.498349348	0.06134943158	0.05025822266	0.05698936976
a6	0.076767406132	0.06902945626	0.089665407	0.1062918086	0.418074084	0.055022961	0.1084589938	0.07668983998
</S>	0.079168881664	0.07427509964	0.1026618428	0.1651960248	0.2969258508	0.0568525836	0.132089851	0.09282986528
