 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
a31	0.050992302216	0.05733942508	0.109011103	0.09535070392	0.0501033086	0.0968585196	0.226676956	0.313667694
a20	0.240410907189	0.09514884762	0.0287100602	0.1963350384	0.20838221992	0.1159822601	0.09272332668	0.0223073589
a31	0.0490478422169	0.119838051281	0.10007374184	0.126317026	0.1546272324	0.18411684884	0.1989850766	0.0669941778165
a20	0.0705798997435	0.027166327526	0.11657024448	0.2807730428	0.1194642068	0.2115342488	0.15953858462	0.014373439074
a31	0.0588038508522	0.01399755859	0.06613845274	0.16181068754	0.1847062996	0.187713608	0.269484214	0.0573453205624
a20	0.0403757713906	0.052950168511	0.139590524	0.2111368802	0.0916135636	0.2383794116	0.20379564714	0.022158025026
a31	0.077375111769	0.00940872486	0.10547399242	0.1575517992	0.0864703856	0.2379393098	0.295980876	0.0297998044
a35	0.03874832158	0.14403077864	0.06836450574	0.153781524	0.1014141688	0.197077078	0.25276703188	0.04381659044
a31	0.0488270922	0.04098145002	0.15812777	0.2520469444	0.1150439034	0.16266746	0.1871974876	0.03510788978
a15	0.0344279835	0.1615118813	0.058456983	0.1196102588	0.1493613272	0.2041598414	0.2128660428	0.059605694
a18	0.121367089892	0.11615768464	0.0870327836	0.305815108	0.1283902592	0.0651291776	0.14862660094	0.02748129084
a31	0.09542977692	0.0518121297	0.047471853	0.2071123896	0.156607074	0.1260776928	0.2026381724	0.1128509202
a20	0.08254095412	0.1107631644	0.0945092536	0.1407249288	0.1298093536	0.1715131706	0.1659759902	0.1041631812
a7	0.10923614258	0.0666235302	0.059099556	0.213365007	0.1394258892	0.0965912376	0.1795091676	0.1361494672
a31	0.094743875568	0.0883145021	0.0867798424	0.1953135664	0.130536512	0.1116843658	0.1808288188	0.1117985406
a7	0.078541493	0.1661764448	0.120934816	0.1732672838	0.087264158	0.1004111772	0.1742940286	0.0991105498
a6	0.102685385	0.0612873578	0.0668921325	0.1650087776	0.11649029	0.0937531212	0.1871571272	0.2067258306
a20	0.09026105234	0.0794507664	0.097121224	0.1530523176	0.12925336	0.118764558	0.1950217748	0.1370749158
a3	0.08924152106	0.1463398698	0.152389277	0.1386689328	0.112261247	0.1226027912	0.1568604292	0.0816359366
a7	0.069729661	0.113847266	0.1532889426	0.204308255	0.1180509488	0.1138179652	0.151440752	0.0755162058
</S>	0.08999717174	0.1382076584	0.1616395148	0.146150151	0.111800823	0.1176387676	0.1415959918	0.092969919
