 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.1864422206	0.043702905	0.052374267406	0.154430016512	0.226415536406	0.0769573298	0.2596777146
a24	0.1078286486	0.164947152086	0.04750227858	0.02681104458	0.322275264252	0.26640282624	0.06423279554
a31	0.108916240832	0.03069689427	0.082447767476	0.0258372511448	0.3602714199	0.336564745088	0.0552656770658
a0	0.251350800752	0.04492437524	0.0758235980348	0.00695067048	0.20801113812	0.364848562378	0.0480908891
a31	0.0383179800606	0.0287295551812	0.20356359164	0.082060289066	0.34622715206	0.189698250927	0.111403190418
a17	0.18907252392	0.1161934368	0.17417754376	0.0184814068	0.1943921792	0.1283902518	0.1792926613
a13	0.248045669714	0.078227143626	0.1390116071	0.021415942526	0.2496849632	0.135846468324	0.1277682204
a31	0.2068566912	0.121869809504	0.071475391066	0.04528747476	0.2977454872	0.1364212853	0.120343867
a20	0.0967056088	0.1247425538	0.08756375486	0.01650520212	0.2708939456	0.2597306398	0.1438582946
a31	0.0998365862	0.08867547962	0.04983422836	0.066931733032	0.362104102	0.2261740248	0.1064438242
a23	0.0741658214	0.10779012914	0.06961363768	0.0249004132	0.2911109158	0.251451734	0.1809673516
a8	0.1060881294	0.1000892855	0.05226074004	0.11422907312	0.3135894036	0.1958732148	0.1178701632
a20	0.1125723286	0.14267410012	0.11519682274	0.0860124194	0.253323661	0.1452443868	0.1449763152
a31	0.1046649	0.1529139372	0.1065401853	0.0870209352	0.248159394	0.1232487158	0.177451934
</S>	0.1624048072	0.1359242834	0.080988427	0.0752166608	0.2114996008	0.126124682	0.2078415241
