 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
a31	0.1112155728	0.05036144974	0.07373480888	0.1462222096	0.17025668274	0.02302458082	0.06652992488	0.03185126904	0.0683803854	0.25842311584
a39	0.03322209268	0.0330466640274	0.136563141145	0.08328756762	0.1845703628	0.1643418804	0.10188914925	0.0685407837	0.174344088283	0.020194271188
a31	0.0159533390444	0.0413520084896	0.038999597788	0.0641599812	0.1400194149	0.28167850134	0.0366811688	0.129428791	0.12332129966	0.128405901246
a14	0.005861593964	0.0158414928053	0.0972151166782	0.069891362824	0.1115609407	0.15072436922	0.05266791834	0.1638215712	0.20076547484	0.13165014294
a41	0.015448807632	0.03008360143	0.09984816592	0.1152545516	0.2543700092	0.1219222401	0.030971057034	0.0571788358	0.08869193502	0.186230770882
a33	0.0512137713	0.0435619411	0.072512448672	0.0804554065	0.2122169614	0.09433098664	0.051562586	0.1411522258	0.15125089766	0.101742756538
a20	0.04911239394	0.0379883188	0.07125573816	0.0924315384	0.2180401494	0.133390271	0.0917012478	0.1323876146	0.1088804272	0.064812268664
a31	0.0642842624	0.0536818352	0.0560176438	0.0874978834	0.195918426	0.06978652736	0.0514438687	0.2026206175	0.1527408859	0.06600806546
a10	0.04845568706	0.023345652	0.03964286368	0.1236209696	0.240527309	0.06817494338	0.0817629246	0.2460793426	0.0856254162	0.0427648832
a31	0.0487417775	0.01839330442	0.02255838668	0.07658170166	0.276748463	0.05549959188	0.0595340052	0.3097517652	0.100080364834	0.03211058456
a46	0.0380863396	0.02077635572	0.04991506486	0.1394200006	0.2170333456	0.07818131188	0.0831376212	0.2361477708	0.09132652587	0.04597562878
a31	0.04046584712	0.0323226216	0.05576381074	0.08376324648	0.2858660598	0.101229780908	0.07759006	0.15629422452	0.096778223248	0.069926115514
a39	0.0342377392	0.01966721682	0.0581174752	0.1784051154	0.2517081304	0.06969472766	0.0722207362	0.1497844154	0.10196943698	0.064194977
a28	0.0355437705	0.02955580736	0.1082543766	0.135291101	0.298189729	0.1062890356	0.0528412467	0.1449614138	0.057525729088	0.0315478054
a21	0.0350316171	0.02552977646	0.105385636	0.1797644794	0.2883608668	0.063762563746	0.042938447608	0.1750175782	0.0394150142	0.04479402782
a24	0.0490590064	0.04300274372	0.0624051568	0.1438821174	0.2911592602	0.053461165852	0.119301432	0.1133584574	0.06781903014	0.05655160732
a46	0.0779805412	0.0585248644	0.0747841962	0.0943249936	0.271237878	0.06428393064	0.1324016908	0.1054153108	0.06228744692	0.05875916202
a20	0.0594987288	0.0442365934	0.0630759518	0.0937340124	0.2477351038	0.07893500228	0.09953297154	0.1231280312	0.10654110012	0.083582504894
a31	0.0589344168	0.0368262824	0.063663568	0.0860867591	0.274393402	0.0569620566	0.10725878746	0.1077447942	0.08182448172	0.126305445088
a14	0.0357290071	0.06669949172	0.0615829639	0.0691008114	0.2257357898	0.07618173468	0.0776530636	0.1218368876	0.146783084	0.11869715968
a17	0.0554418256	0.06502454066	0.0482007016	0.0909276158	0.2758788478	0.088755125654	0.073601179	0.1141420994	0.0739756124	0.11405242365
a31	0.05239882892	0.0666311495	0.0522847712	0.083339244	0.3081783208	0.0980597903	0.111885159	0.09501597568	0.0623194624	0.069887299648
a11	0.05993662064	0.090913059012	0.09554469508	0.0773056986	0.2289358476	0.04807100076	0.0742319104	0.1058266644	0.1069416208	0.11229285705
a18	0.0493443164	0.05232295974	0.0476569272	0.100578732	0.2793237198	0.0764863503	0.075667744	0.1075180752	0.0917627121	0.11933844172
a6	0.0593791358	0.1085612218	0.076603246	0.1093701374	0.2877160852	0.09450243492	0.0962197156	0.0665545885	0.0423918058	0.05870162338
a8	0.0560983565	0.0860094022	0.0547623924	0.0817358638	0.2832583412	0.08172138584	0.14981606428	0.0942682034	0.0752426064	0.037087327666
a31	0.0410550698	0.0894732404	0.0962907744	0.1347953492	0.31895902	0.12297752638	0.075894198	0.05050688686	0.04539298222	0.024654972232
a24	0.0500365807	0.09990376654	0.08877731252	0.0776348152	0.2533417728	0.07734765872	0.0683144856	0.0818440218	0.0954759334	0.107323651666
a37	0.056352119	0.08327563708	0.098487969	0.0980111832	0.2479612748	0.067926572	0.0948435988	0.0820196572	0.0678413372	0.10328064292
a38	0.0593151998	0.116503833	0.0752989102	0.107799649	0.252568382	0.07799389794	0.0717230424	0.0646004277	0.0494768408	0.1247198206
a31	0.05905015	0.1001428554	0.075336251	0.1087044744	0.2344388068	0.0858343312	0.0809116256	0.0661583636	0.0506003918	0.1388227394
a11	0.08012813008	0.133309256	0.10019765792	0.0799354382	0.23777194	0.05589874276	0.0614958264	0.0674289266	0.05716186254	0.126672199894
a31	0.0612860711	0.0973505774	0.115706904	0.1271837682	0.206034063	0.0558953432	0.0702695512	0.0758682092	0.0558532982	0.1345522568
a8	0.0953999368	0.126382471232	0.089850982	0.0615171196	0.2282591504	0.03655109751	0.0512524022	0.0795067411	0.0800143692	0.15126570929
a10	0.0552380724	0.0650833994	0.0681150204	0.1403200942	0.255918666	0.0486663312	0.0584948094	0.0943957102	0.0788492032	0.13491870108
a18	0.0719564994	0.1510687284	0.105947362	0.1134078752	0.1920807748	0.0670042588	0.0598179256	0.0616136028	0.056331464	0.1207714936
a31	0.0644127916	0.1438511536	0.1075631564	0.1263738472	0.200644876	0.0690283474	0.0610075994	0.05579066	0.0463821754	0.1249454063
a11	0.0805173542	0.126678750766	0.0807670938	0.0605716544	0.2249808844	0.042591021672	0.0583205662	0.0872029194	0.0865953348	0.1517744331
a10	0.0564675522	0.0809223668	0.0913523568	0.148581473	0.210100852	0.0553573548	0.05668972	0.0661002788	0.0673282884	0.1670997498
