 	il	morto	si	piange	</S>
a20	0.24556025418	0.2093046903	0.0808390926	0.154800568798	0.30949536858
a31	0.119111860982	0.4808146606	0.01399746886	0.295976549472	0.09009948659
a18	0.38139834736	0.32256243482	0.04823624436	0.238883939673	0.00891905777907
a15	0.308336173658	0.3063264201	0.02026059236	0.350825755908	0.0142510498
a31	0.32405461964	0.247432004	0.0922991938	0.268453488071	0.06776067362
a15	0.161359483754	0.5401860832	0.097591034438	0.137557117776	0.063306257814
a31	0.177416968861	0.3083914826	0.036380790686	0.22490933763	0.252901410026
a29	0.12885941474	0.485002524	0.0995473069856	0.125467069475	0.16112369474
a31	0.163372698996	0.298814036	0.0307090088	0.225176012891	0.281928237184
a0	0.196065381594	0.376516816	0.09140424296	0.0921438381	0.243869712306
a31	0.0761781144336	0.252709895	0.048331446988	0.16868998666	0.4540905602
a13	0.16143346602	0.3175870366	0.1149875327	0.12602539092	0.27996657848
a18	0.114956171168	0.2367947878	0.0819788532	0.2129137042	0.353356507
a41	0.116263896295	0.2716339766	0.0772067616	0.264402419	0.2704929448
a31	0.127620034998	0.294958664	0.08882824452	0.2329723096	0.2556207186
a18	0.15093647588	0.223653472	0.140814736	0.1585097044	0.3260856092
a31	0.21237573608	0.1922411944	0.1184395048	0.2199116132	0.257031934
a46	0.12697263958	0.216688546	0.186279822	0.1732208058	0.2968381912
a31	0.28935027786	0.116404169	0.1024369172	0.2818768912	0.209931748
a0	0.16707207868	0.197547506	0.173513905	0.214513398	0.24735311
a31	0.255605311312	0.114652918	0.117412627	0.3404925466	0.171836601
</S>	0.17678490968	0.197200504	0.172733262	0.221641764	0.23163955
