 	la	casa	la	costruirono	i	muratori	</S>
a31	0.148557006	0.06782126972	0.0641392388	0.0837157992	0.1569121568	0.12431566624	0.3545388358
a17	0.145544983162	0.014373260154	0.053208624738	0.30199676372	0.239457222646	0.03379933505	0.21161981052
a39	0.0268235499928	0.102328312116	0.101114318889	0.40554665572	0.09371739474	0.0669920867149	0.203477695562
a3	0.061504160348	0.0574377887	0.21031864516	0.3034099108	0.0764865709	0.106741155242	0.1841017806
a35	0.122320167574	0.0454703532004	0.1651991286	0.3006932464	0.101004785	0.12349065715	0.141821699046
a31	0.19769901493	0.0318076276096	0.073734829	0.296342422	0.189635295	0.129887659659	0.080893135456
a24	0.0465018449	0.0172397289782	0.0375543666	0.46360612	0.304228123	0.0350536868585	0.0958161044764
a31	0.2504695008	0.01217301488	0.0276626882	0.0739585688	0.3562997726	0.132831557893	0.146604928132
a39	0.1740571908	0.034820625068	0.0734118686	0.238788083	0.329368967	0.0401093985	0.1094438566
a31	0.15679851736	0.02735485774	0.048106252	0.1252099596	0.2547871572	0.2444510362	0.14329222814
a24	0.1375657096	0.06899872564	0.0970243764	0.242914738	0.2851065452	0.07871617	0.0896737122
a31	0.1555495106	0.026710785074	0.0514695186	0.1241214074	0.171685878	0.324207816	0.1462550556
a28	0.143935807	0.058220574792	0.09400628	0.228208626	0.245661879	0.1185116988	0.1114551082
a45	0.15085091372	0.05594831108	0.0669603372	0.1383068746	0.155350958	0.337169695	0.0954129354
a31	0.1897012099	0.044203542584	0.0974431919	0.1385114166	0.150226336	0.281072263	0.098842049254
a20	0.1610246458	0.073951827612	0.0673190142	0.1423389902	0.1756519598	0.1155874328	0.2641261286
a31	0.1654312648	0.105556895988	0.09452520826	0.167706402	0.1305905256	0.239826704	0.0963630142
a8	0.1920194104	0.117452592226	0.0879297184	0.1364392932	0.1662150474	0.104969116	0.194974819
a31	0.1574514062	0.12678796416	0.10014665792	0.1181976632	0.1237034508	0.214465337	0.1592475282
a20	0.2219022868	0.14654642734	0.0936263553	0.1223641348	0.1588009358	0.10985614	0.14690371306
a18	0.194390275	0.15045815922	0.10464322206	0.1013667608	0.1160046728	0.187525492	0.1456114054
a31	0.2366975072	0.144772930766	0.0869089771	0.0913772384	0.120408731	0.177802707	0.14203191
a11	0.2281840222	0.1553483725	0.1001949658	0.1060549232	0.1540680966	0.1241859238	0.13196371534
a27	0.218724223	0.161684899508	0.0928277488	0.0990205708	0.1254660034	0.1674937626	0.1347827816
a31	0.21524274714	0.112825099214	0.081312483	0.1102970772	0.124657597	0.1795297732	0.1761351994
a0	0.200437935	0.14763951444	0.0947295332	0.103310025	0.15380471	0.1449958142	0.1550824738
a31	0.1938003254	0.14769813431	0.0855578094	0.107563576	0.1267526228	0.1741796844	0.164447844
a18	0.2131017244	0.14384109032	0.0972440948	0.1008136542	0.151107474	0.146555392	0.1473365772
a31	0.2008183444	0.14922155882	0.081088478	0.1076122784	0.1264175624	0.1683551476	0.1664866386
a46	0.20451678	0.13709085942	0.1012468806	0.1051563996	0.1515035208	0.1525559428	0.1479296248
a14	0.1848227214	0.12066476638	0.0803923218	0.1161683458	0.1320102512	0.1842630112	0.181678591
a8	0.192758729	0.0972449137	0.089482888	0.1280957242	0.136044836	0.185128982	0.1712439406
a31	0.1941511468	0.12109043462	0.081757268	0.1214662694	0.1280521824	0.1789023232	0.1745803668
</S>	0.176193727	0.12347277	0.0957626188	0.112636089	0.154172456	0.171496489	0.1662658854
