 	questa	canzone	ee	l'	ha	scritta	un	poeta	</S>
a8	0.01840797638	0.04033161978	0.10632359938	0.14855964028	0.062844465034	0.11985199366	0.079804022	0.1223698426	0.3015068582
a23	0.0215314452681	0.0781910796475	0.200616797228	0.06930407927	0.04399695336	0.06486183406	0.425815128	0.070503660288	0.0251790399964
a31	0.072278925711	0.007890235466	0.19991387738	0.0708236464	0.1234219952	0.0715525126	0.2420434776	0.099882678729	0.112192644555
a28	0.078342061	0.0106000359	0.3151835192	0.1232614375	0.14402791899	0.05639261888	0.1307695528	0.046965500678	0.0944573940539
a20	0.16317115622	0.05666817654	0.14504831086	0.060534871	0.07797046538	0.10189235602	0.2299273032	0.0803764153634	0.08441095158
a31	0.07831708972	0.0674541722	0.25857133652	0.175836446	0.086642449128	0.0473358832	0.14151688208	0.07535549525	0.0689702347438
a8	0.03296223128	0.068840088	0.2623621124	0.20167603102	0.05768293954	0.0368508418	0.19788643168	0.06482338014	0.076915954456
a31	0.083584855484	0.0699562605725	0.248426896056	0.1332358244	0.05274119984	0.0842529494	0.1750667128	0.078838788648	0.073896489373
a20	0.07054875806	0.0848809766	0.157938295394	0.090971651	0.05531918602	0.03973435114	0.3730096114	0.0718068709672	0.055790255172
a31	0.03768327426	0.1283868688	0.13964792936	0.103242768	0.067084161232	0.049030190036	0.3155348754	0.09894446806	0.06044545073
a36	0.037683093544	0.04375188788	0.14812963184	0.1161015782	0.098131488572	0.0859850482	0.3656367848	0.06137086216	0.0432096087
a24	0.042582210446	0.064217680746	0.096107959118	0.0603708367	0.03968425885	0.0769410268	0.4209642254	0.1114665875	0.08766522426
a37	0.026933206936	0.11851600646	0.1181363312	0.1174735148	0.038278792772	0.0320821446	0.4136505932	0.10503763612	0.0298917882
a27	0.015395857746	0.14509764494	0.1156965163	0.1530706888	0.038696432532	0.0220335029	0.3911991958	0.09533094792	0.02347919868
a8	0.02762224932	0.06397904626	0.124195409	0.173217986168	0.053135577136	0.036515939184	0.3675935992	0.0989136270002	0.054826591471
a23	0.01354796216	0.04612472693	0.11757733624	0.21415240654	0.0584312119	0.050327348812	0.3001171048	0.12572321724	0.073998679966
a31	0.01336830714	0.032646208988	0.10352053139	0.2368199606	0.091309302044	0.04685554862	0.2816016552	0.09454828328	0.0993301936
a37	0.01689124434	0.12045493245	0.1994693746	0.17491580166	0.08157670366	0.02972714264	0.2568163358	0.065274484918	0.054873944318
a29	0.050667426772	0.0404041363	0.132839636	0.1950107495	0.060395418328	0.06432875645	0.271535982	0.081638483686	0.103179412286
a31	0.059291285014	0.10738415342	0.1444555148	0.1835620642	0.047389379496	0.07595292428	0.204330259	0.0751960596	0.1024383558
a13	0.048711724974	0.147300362852	0.3428845832	0.1390313526	0.046658988322	0.0492999802	0.09765881814	0.0655040828	0.06295007754
a31	0.08391675331	0.08332573695	0.1656338552	0.1571028512	0.061319816654	0.0891206536	0.1581133348	0.1176405626	0.0838264486
a8	0.049558078892	0.12546669946	0.234516029	0.1281901294	0.0495341891288	0.05516564714	0.08981126	0.1359097124	0.1318482518
a31	0.057388267956	0.07164484438	0.15940692868	0.152800988	0.079993557216	0.087558784	0.1192926632	0.176323054	0.0955909225
a21	0.0497267379	0.12628556658	0.260039754	0.086040707	0.0415752992536	0.045071065652	0.0906194354	0.1464196352	0.1542218096
a31	0.05709101161	0.069103612444	0.130000214	0.120508	0.069533054928	0.06983030206	0.0932634452	0.2171984568	0.1734719116
a29	0.0526716794	0.127170249706	0.2410982756	0.083623258	0.04249887897	0.04943586601	0.084165776	0.1602603154	0.1590756994
a31	0.069976913056	0.095290190944	0.1353599034	0.114297937	0.056806087566	0.05612829154	0.0836778894	0.2046208696	0.1838419292
a46	0.05771650278	0.10634681344	0.2037124	0.0930441166	0.051110538906	0.06574927292	0.0866909054	0.1691789552	0.16645044568
a31	0.06471966122	0.057938387316	0.1014144976	0.100471906	0.076042855736	0.07878029842	0.111606438	0.228491254	0.18053470192
a49	0.050685493648	0.09748570328	0.1934266414	0.092519214	0.053076347854	0.0711330283	0.086820729	0.1816074392	0.1732454038
a3	0.087865070066	0.10611877934	0.1246421848	0.0951584728	0.059120920348	0.0604607265	0.0933602716	0.1992752178	0.17399837206
a18	0.11701618276	0.10283356584	0.1523167432	0.0944817778	0.067093466378	0.0795281868	0.1078651686	0.194610434	0.0842544578
a31	0.083680651228	0.12137547844	0.16687935	0.0685580978	0.053012204548	0.05965296974	0.087080614	0.1892660892	0.1704945314
a8	0.05703820654	0.1008977395	0.1824572016	0.0825159426	0.051439083888	0.05953245884	0.0934347562	0.1953067412	0.17737786652
</S>	0.083204155764	0.06399066362	0.1022189882	0.1274478124	0.075895285366	0.0727503632	0.1127147692	0.2250636852	0.13671428226
