 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.25942841028	0.10565575828	0.0810348704	0.1093695226	0.11626052552	0.204517897	0.1237330166
a31	0.37422521729	0.036364972676	0.09043134862	0.337224890109	0.06489499472	0.0647839595	0.0320746273954
a37	0.268256482465	0.044388934624	0.2209173658	0.25489679334	0.0785098818	0.1282035562	0.0048269802056
a31	0.362153377	0.0608280701	0.1384716699	0.15014827292	0.089482417274	0.145244072	0.05367211974
a13	0.545543997	0.060114345164	0.13997293878	0.062556005	0.0333398638	0.08139086146	0.0770819663
a31	0.10679607216	0.036028297722	0.0471973146	0.20707159804	0.1518305779	0.3373493974	0.1137267602
a43	0.3037367342	0.0568426526	0.1051271024	0.1951194806	0.047193537	0.1044735024	0.187506985108
a31	0.2295039104	0.09699359736	0.12844926628	0.1322615881	0.0397003775	0.1481280864	0.2249631544
a20	0.222730436	0.16103128962	0.1500747982	0.1832268532	0.0600535044	0.1199430188	0.1029401046
a31	0.1040579452	0.33937679494	0.11995681618	0.156845538556	0.065795346144	0.1207326652	0.0932348666
a11	0.29460830506	0.1454949366	0.118930792	0.1753352638	0.1006437974	0.0951442508	0.0698426898
a31	0.1922599776	0.2315387606	0.09640183138	0.1390702548	0.101691306454	0.1497842826	0.0892535898
a30	0.20935231514	0.224692984	0.1548930136	0.11434381166	0.13717581848	0.0832165124	0.07632551488
a31	0.0991132082	0.2280473156	0.10476568346	0.13644299344	0.11881755368	0.218940912	0.0938723302
a42	0.15713185428	0.259240704	0.1778701362	0.092808815	0.14000629814	0.0809600358	0.0919821494
a20	0.2699947208	0.18668514	0.1342859165	0.11124359532	0.0921304598	0.1142126606	0.0914475154
a31	0.1154938728	0.19372201	0.1319389992	0.116852194	0.1081269572	0.1957664048	0.138099548
a20	0.232262556	0.2039319472	0.1612528838	0.10233564434	0.0987887456	0.1132045008	0.08822368668
</S>	0.159353052	0.195683426	0.1547562858	0.096257624	0.0922546946	0.177122724	0.1245721686
