 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	0.08112324826	0.1058931716	0.01610808328	0.0427226933	0.0982963442	0.1439579317	0.1281258966	0.1282095098	0.2555631056
a31	0.0597027998831	0.283335764388	0.18787971646	0.1097764254	0.0797251642	0.0266897432984	0.07265000132	0.10872939679	0.0715109948703
a37	0.0585392687	0.092669278161	0.0940553196848	0.107888823051	0.1326245508	0.059197773708	0.1003839687	0.26081193406	0.0938291067604
a20	0.05899902822	0.09681689669	0.155493435912	0.05370021216	0.03897743528	0.0279622193962	0.09004252784	0.37146215934	0.106546100668
a28	0.009586411482	0.0791557594	0.1887695398	0.08201158524	0.0996259182	0.047429138572	0.0884812535	0.341336240978	0.0636041769892
a37	0.056765375516	0.081587974714	0.1841278074	0.1330270232	0.1174272674	0.04718002712	0.04939125372	0.284792314292	0.04570098007
a18	0.10825916094	0.13454054286	0.240860753	0.16936784764	0.15598094	0.067386413376	0.03514055616	0.061361348184	0.0271024086814
a31	0.12393556542	0.22393180498	0.1416828668	0.07898319206	0.1139374362	0.119351391074	0.0594182998	0.08960981086	0.049149621192
a0	0.17157817456	0.20856579978	0.0221611146	0.04897828114	0.0845331197	0.19173901585	0.0979867422	0.1552842434	0.01917351562
a13	0.11960584256	0.242921479486	0.0558094858	0.0747588656	0.1015672054	0.2119925018	0.0582284771	0.1112377834	0.02387835262
a31	0.12588861518	0.2679336994	0.10108345828	0.0356243256	0.1029029888	0.19486163234	0.06049737362	0.0957395507	0.015468371416
a41	0.10378286178	0.2340668094	0.048040799	0.04666642259	0.1037128054	0.14965732964	0.10318742396	0.19323006014	0.01765551364
a24	0.1699365353	0.2459625148	0.1293981562	0.0479366186	0.09510074	0.15870314766	0.08331378254	0.0477360548	0.02191248756
a37	0.20828691412	0.275337008	0.0805587486	0.0358076958	0.066680056	0.0870133928	0.1284985686	0.0748356444	0.0429819161
a31	0.13817313906	0.2025909954	0.1502010864	0.0538842604	0.0841671824	0.0952428716	0.1359123918	0.0767286314	0.0630994256
a28	0.17959941056	0.1666062676	0.103900148	0.0647676928	0.0806129634	0.0819396826	0.1407023714	0.13862822	0.0432432496
a11	0.19004157172	0.1284051666	0.1972460248	0.0760594956	0.0838433838	0.0781776554	0.1241726084	0.0627112896	0.0593428026
a39	0.17766450072	0.128237055	0.1296193412	0.0866387114	0.0896927858	0.135913881	0.1206539608	0.0657281804	0.0658515834
a46	0.16318353224	0.1329180728	0.1537756554	0.0968660024	0.0926807174	0.0860007412	0.1159017048	0.078263641	0.0804099194
a49	0.14402518812	0.120957772	0.12083363912	0.0985458648	0.103329511	0.107508777	0.125903184	0.0889147112	0.0899813418
a31	0.15441941912	0.122649762	0.1207429208	0.1170617096	0.0994273466	0.0874256282	0.0904144208	0.0830940342	0.124764776
a33	0.1024936122	0.130785759	0.10627308732	0.10110199	0.1043760852	0.086177827	0.0899447828	0.1455175028	0.1333293452
</S>	0.13093729638	0.1406112272	0.13001752494	0.086136148	0.09279418	0.0748544912	0.10970719	0.1225465888	0.1123953808
