 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.1259799148	0.10563575396	0.20153661122	0.0310912054	0.04499502808	0.10732113766	0.13307597162	0.250364391032
a31	0.06386244746	0.09975438488	0.22708184496	0.16763987384	0.0642112215	0.11758015506	0.1441993037	0.115670781034
a7	0.012436687804	0.016829372616	0.3987424314	0.066518620068	0.147324587062	0.0609797503812	0.139320984636	0.157847588735
a46	0.0054873925346	0.015906480206	0.395620559371	0.009075447318	0.091182892286	0.067104168652	0.23797944232	0.177643607768
a10	0.07182208104	0.1644018322	0.301516258726	0.05442594796	0.0461235148	0.08888378158	0.19594745156	0.0768791345
a14	0.06316866548	0.07722530916	0.31113632978	0.20694386514	0.0722197511	0.10582881664	0.13722369976	0.0262535973
a31	0.064410854592	0.06732503626	0.28789644424	0.1674413322	0.1618287742	0.1067930566	0.1087728352	0.03553166846
a0	0.094978834958	0.1247047022	0.2775742016	0.04403120184	0.111805216274	0.1737867192	0.1422003343	0.03091882536
a20	0.0657104045644	0.06260231242	0.23467723996	0.046675972	0.09145993974	0.1390965246	0.2606662823	0.0991113094
a31	0.062048280812	0.0989060606	0.218990431	0.030905283	0.07984647356	0.1482263499	0.280440145	0.08063697748
a10	0.041106948726	0.1147217532	0.2843030224	0.05992706912	0.082624336708	0.1610236018	0.17192475506	0.08436851542
a0	0.095759026394	0.129723254	0.266680436	0.0742597364	0.08194993334	0.0809499386	0.15136242714	0.11931524876
a18	0.067695343296	0.1367650842	0.292256837	0.1115701332	0.1005454694	0.0963262508	0.120864027	0.07397684514
a17	0.0719776787	0.1538811752	0.270578484	0.136700858	0.1067643988	0.099351638	0.0950622455	0.06568352086
a8	0.07490533442	0.128153875	0.276883908	0.1411176538	0.097713159	0.0937817724	0.0955024748	0.0919418084
</S>	0.0787155972	0.1245811128	0.276961693	0.139123579	0.1049048008	0.0826933732	0.0881457976	0.1048740727
