 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
a8	0.0286753482	0.0118415530622	0.009978793722	0.025372222892	0.0187779785	0.150805873734	0.0532420767	0.0638735372	0.098933146	0.1981250622	0.1808136692	0.159560733
a31	0.0484702538559	0.118829490336	0.00732930614546	0.0315825164585	0.0583156084562	0.04596293866	0.3084108298	0.186958718296	0.0545275568	0.02166228142	0.10914205516	0.0088084040642
a28	0.011716483752	0.0695019690767	0.004468683118	0.0179436921677	0.01519997654	0.1240963607	0.2770867052	0.118282743266	0.173046791	0.06276784476	0.0736434884	0.0522452142154
a31	0.0230867565511	0.0201095973307	0.020800806646	0.0062679254436	0.07701769624	0.05606943906	0.2851416668	0.06661151356	0.16449798366	0.0827458007	0.1508200521	0.04683077592
a20	0.0138787520693	0.0281684887698	0.080463468255	0.003209672986	0.0515851258	0.05177829506	0.3902468942	0.0250095356784	0.02386660966	0.04478201048	0.21937705466	0.0676341024428
a31	0.0545344998516	0.0243206734269	0.0632990265516	0.008206146113	0.04775229626	0.090989632926	0.4093720098	0.013519425	0.0177468914	0.01862343	0.20520515088	0.046430823612
a21	0.0307004250597	0.00405533118836	0.007469094768	0.00380413794	0.028264081308	0.041250832142	0.17233928803	0.01053648596	0.02448202452	0.02063107924	0.6030601272	0.05340712016
a31	0.0795641838558	0.0149563211586	0.0221483999557	0.010650228899	0.03914288356	0.240010575118	0.184210608816	0.0430861637	0.03557399246	0.0392185692	0.254423367	0.03701470534
a17	0.0267329976848	0.00637103621136	0.0049261849382	0.01047555479	0.079981753762	0.029174929992	0.12570655231	0.02319338556	0.03530375948	0.0236762524	0.5752320532	0.0592255396
a29	0.0407172129974	0.00980262982544	0.00928916700028	0.00890120611	0.0452430849	0.18744957745	0.089272100408	0.0548592555	0.076514272432	0.04552857128	0.3957720134	0.0366509382
a24	0.03619209858	0.0219751669327	0.013997710462	0.0122391014	0.01851717222	0.083779181466	0.065880082216	0.09650524232	0.08861060592	0.08895281658	0.436172236	0.03717855536
a37	0.04099410306	0.0167085309994	0.0126032294448	0.010243800334	0.023452423948	0.092777558712	0.02388033874	0.07883383476	0.1024143916	0.1352671002	0.399922016	0.06290267754
a8	0.0474879172	0.0235221362054	0.02237676392	0.024237834148	0.03950578248	0.095766145188	0.02302948114	0.08959071874	0.096639344	0.1201586615	0.3683135772	0.0493716232
a31	0.064190226154	0.0316836287073	0.017163996208	0.01381110622	0.04504867118	0.1294470668	0.03513669576	0.1292209366	0.0964905714	0.1228210246	0.253579342	0.06140673032
a24	0.01166454886	0.0355852671618	0.0088689102052	0.013436807546	0.0308260096	0.03796608894	0.05471217866	0.0441862532	0.0859905514	0.1189275324	0.483737704	0.07409817114
a31	0.07071219536	0.0172686668588	0.019853963924	0.02952876906	0.04534292482	0.088682155	0.02035686052	0.0719897975	0.0617485962	0.0639757008	0.416427162	0.094113207
a17	0.02255662524	0.0180730141244	0.03400420735	0.05084762814	0.0697506489	0.090070892848	0.05583944198	0.06894202882	0.088189988	0.0877043042	0.356906796	0.0571144316
a31	0.06653741378	0.0326904858562	0.0523912224992	0.0368588477	0.0608229838	0.09185158738	0.04535376672	0.0812899098	0.0601187696	0.0743628788	0.3106343716	0.0870877904
a39	0.04689148474	0.0290252875692	0.0519953231476	0.0662450783	0.06951278452	0.099269922926	0.05009882116	0.0672191832	0.0769256828	0.0895899752	0.239282019	0.1139444112
a35	0.06259458748	0.057860905125	0.0836443973144	0.05075479772	0.0761709948	0.10607191496	0.0884389137	0.0541298366	0.03844596568	0.04636110108	0.2697660852	0.0657605014
a8	0.06384490518	0.0495472909346	0.093732616051	0.07233598566	0.0646931906	0.10165985708	0.0512782974	0.0438696788	0.05422108326	0.0573381671	0.2724924702	0.0749864696
a31	0.05381730668	0.0337644638132	0.07050787425	0.07202903332	0.0685700482	0.11497570352	0.04299254966	0.050707702	0.06682293748	0.0581469074	0.298588902	0.069076551
a37	0.05769343436	0.0651853744496	0.0960250748938	0.11174932256	0.06113960388	0.061031293224	0.04784773556	0.0462222984	0.059318748	0.0535177199	0.26573347516	0.07453592888
a38	0.07572516904	0.072142480727	0.0840686447964	0.0710167573	0.04242680914	0.06111287287	0.056560392	0.04221618114	0.04612459226	0.04900013868	0.2855835438	0.1140224114
a31	0.08293628584	0.049497779564	0.10073537086	0.07075829192	0.0709716895	0.07054243158	0.06072710324	0.0393632652	0.04631174288	0.0475863056	0.2840145946	0.0765551718
a0	0.08835280984	0.114710064427	0.104356371522	0.072751459	0.0405441751	0.039307485018	0.048122212524	0.0383821704	0.04965544424	0.05190281786	0.2633402851	0.0885746815
a23	0.04440840378	0.0685321976478	0.062916249369	0.07188040252	0.05316012796	0.086441554546	0.05413813874	0.045785492	0.04597996372	0.04969982894	0.2874903	0.12956732592
a31	0.04329417034	0.0424181739286	0.095240593609	0.06729816964	0.08529724364	0.111038728676	0.05074587976	0.03966601372	0.04384076566	0.0455204544	0.281413466	0.094226335
a17	0.06961842438	0.118558331144	0.0924375661676	0.051152121474	0.035799518192	0.0400232000072	0.052113954806	0.04125046106	0.04837526956	0.05446266712	0.2823723002	0.11383617714
a31	0.05249017762	0.0630452964432	0.066650021106	0.07130875582	0.05340528992	0.07461821182	0.04946459052	0.0455240184	0.04663230036	0.05153917692	0.2930829964	0.132239191
a28	0.08121009636	0.13512139621	0.076928443158	0.04562937128	0.03151393652	0.0397975394168	0.080267177032	0.03869083536	0.037452679048	0.06065346138	0.266728239	0.10600681662
a18	0.05738273946	0.066726155144	0.061944702684	0.08158146856	0.0706107112	0.09736395007	0.04472214588	0.0414338556	0.03993236926	0.0413196753	0.2733947232	0.1235875158
a33	0.07390269052	0.10795903687	0.093305829312	0.0680209604	0.0563473606	0.05171177082	0.04781940114	0.0422423424	0.0418188126	0.04646486672	0.2546950036	0.1157119188
a8	0.04506552216	0.047131604145	0.106775918005	0.06647622462	0.07298718966	0.074101827318	0.04160120776	0.04064162912	0.04134397826	0.0532893864	0.2927622814	0.117823253
a31	0.05542310904	0.0474633495284	0.0972621011388	0.0626501433	0.0919788601	0.092891616232	0.06450527868	0.0467701746	0.04730406054	0.04820643006	0.2614217798	0.0841231118
</S>	0.0613968624	0.112174951026	0.072513075852	0.050324568464	0.03711515234	0.044444592004	0.048764603904	0.05000587736	0.05063540724	0.05198862402	0.3045495766	0.11608672414
