 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
a8	0.198107429906	0.0777544888	0.07164518874	0.06711913584	0.04464803292	0.03347666536	0.0381902131	0.08171536696	0.162816154	0.2245273252
a31	0.0098111115548	0.09734841202	0.11482178272	0.13505920686	0.089623034	0.1661945414	0.11195950376	0.04546907394	0.1520752294	0.0776381265084
a39	0.11521935106	0.115438877944	0.05153371	0.06448133268	0.19467607432	0.05312884728	0.226150825131	0.0299399066588	0.094873664224	0.0545573850012
a31	0.005713960684	0.0615165596	0.0668460278	0.0953421906	0.2522528352	0.2390181274	0.14848399216	0.0210582583768	0.0635495155088	0.046218489606
a27	0.00347241595	0.090822866604	0.070643048874	0.13511211736	0.167423754	0.1144525963	0.2287709688	0.03221991634	0.11721018374	0.039872129774
a11	0.117423140539	0.048844827	0.0766371054	0.1036823576	0.164147113	0.1311966952	0.1222580278	0.0400267132	0.11565344632	0.0801306130228
a37	0.0817706155406	0.07716638674	0.0776104516	0.0737143885	0.235857582	0.1050603724	0.0835245848	0.0360181476	0.110912806	0.11836464288
a31	0.086158275234	0.1148531672	0.1008039774	0.0723715732	0.169452884	0.1341047948	0.0666119058	0.0579684604	0.0910181708	0.1066567934
a3	0.092323774578	0.18620690456	0.1499283052	0.0982106536	0.121303853	0.0712224544	0.08941654126	0.032365175	0.07513928778	0.083883083964
a20	0.0659306522696	0.11366676868	0.14513795	0.0682132532	0.0829034702	0.1374337734	0.0551495964	0.0916915418	0.1675772187	0.07229576736
a31	0.0525589605032	0.18513974572	0.1957172372	0.0985434842	0.1058548992	0.10026717308	0.07798886086	0.06323814404	0.0706327845	0.050058694688
a11	0.0489949016006	0.2761487264	0.1036204732	0.080032913	0.0859635982	0.07851661186	0.05628784534	0.1033550601	0.133341843784	0.03373803897
a31	0.0318352301306	0.2260489446	0.048624617	0.0755229742	0.06096628388	0.1410680501	0.0358514393	0.0927553574	0.21971458588	0.06761250424
a29	0.0260609558332	0.142763788	0.099454728	0.0814185648	0.1198344954	0.1176827316	0.0826583286	0.1746256074	0.1049120613	0.05058870272
a39	0.0427998686166	0.0951483002	0.0923909172	0.10613345	0.0861862146	0.239923616	0.0521056888	0.0977987306	0.1468388674	0.0406743354
a21	0.0260160078314	0.1941332684	0.067733772	0.1409429116	0.1066592008	0.144925326	0.0462613452	0.112865613	0.1134722216	0.0469903366
a31	0.021695095288	0.193007921	0.0582312272	0.1580544316	0.0752356546	0.11628907	0.0440300934	0.0971915174	0.1486367344	0.08762826626
a37	0.0243127641572	0.215556311	0.0984393814	0.11027526	0.1106312108	0.1340843914	0.0620107178	0.141482886	0.058691137	0.0445159751
a31	0.0400439621834	0.057227376	0.0985821826	0.1492301892	0.0851669352	0.203187544	0.0682735232	0.09053555	0.14574245	0.0620103104
a7	0.0310473508434	0.0841501142	0.1012083284	0.1617119	0.1271837836	0.125893712	0.0676737738	0.1234437988	0.081160252	0.096526957
a31	0.0316877317824	0.0405624742	0.089837779	0.143905087	0.0691771706	0.1688650932	0.0778623628	0.1041194794	0.215476244	0.0585065732
a23	0.039092000094	0.0815154964	0.10250866	0.1943221908	0.1179276456	0.1049468924	0.0648696366	0.097440896	0.0937978832	0.103578692
a13	0.0278133170152	0.0396801466	0.1376919608	0.1545574464	0.0794294264	0.1358342208	0.06204113466	0.0940942098	0.209781682	0.059076398
a3	0.0395921951957	0.069040096	0.1428702438	0.207674914	0.0643272912	0.135122419	0.06570051366	0.0609074296	0.142251255	0.0725136679
a20	0.0374553856818	0.0531806462	0.1619692914	0.18425378	0.069320051	0.1309299264	0.0664525616	0.0579489086	0.1413279432	0.0971615454
a31	0.0393963299133	0.0694508944	0.1427298686	0.169931351	0.0592162482	0.1386610576	0.064713101	0.0663262188	0.1347862824	0.1147886258
a46	0.0355199035536	0.073793236	0.129690135	0.205146192	0.0861806838	0.104424122	0.0561295356	0.1005058536	0.0945380088	0.114072311
a31	0.0358089856816	0.0446560182	0.1376242362	0.1439655764	0.0677421922	0.113838058	0.06958431748	0.0725328866	0.1998518608	0.11439589
a17	0.04852511236	0.0808584808	0.1140883456	0.161547956	0.0880885168	0.104099675	0.0604023316	0.101850658	0.1225449514	0.117993978
a31	0.03974487236	0.04598413168	0.13940863468	0.1260029734	0.1093562732	0.1080281654	0.05419326354	0.0620878082	0.2021164422	0.1130774554
a20	0.0734269528288	0.0961661464	0.1065577284	0.140639856	0.089596102	0.0957134302	0.0626564402	0.0965793068	0.1270351764	0.1116288633
a8	0.041493852902	0.0484462042	0.15439753952	0.1234446516	0.095719694	0.089407412	0.04591647504	0.0571087954	0.232181106	0.1118842282
a31	0.0744674629634	0.0756921532	0.1272287062	0.1256092664	0.079850945	0.1090672432	0.0555311559	0.0601986844	0.1977713576	0.094583002
a10	0.073784268856	0.0984803584	0.097861383	0.1246417424	0.0872449236	0.103827717	0.0634220288	0.092975074	0.1469366308	0.110825903
a11	0.070014949876	0.068020706	0.151350298	0.1496288766	0.0815278352	0.0998670994	0.05032157934	0.0576009784	0.1889560868	0.0827115886
a37	0.083686322896	0.1092513508	0.1364352272	0.1230656982	0.0718121708	0.103119351	0.05136419028	0.0576034184	0.1617989348	0.1018633216
a29	0.077700066578	0.1173389832	0.1456073038	0.1221376524	0.0716312606	0.1063425808	0.056425306	0.053547526	0.1520214204	0.0972479276
a24	0.083517863348	0.1104509902	0.1473896312	0.113335346	0.0621294842	0.1062693504	0.0652225168	0.0519921022	0.1533300582	0.106362646
a6	0.08590322572	0.1038074014	0.1305130976	0.098280493	0.0583047056	0.099084211	0.0693296126	0.05587102	0.1769552998	0.121950977
a8	0.07830498967	0.0766138926	0.0958951736	0.0860205002	0.0711781802	0.0938899592	0.0631175758	0.0820587286	0.2609321556	0.0919888522
a31	0.082991787748	0.1021138812	0.1279825092	0.1096267856	0.080985782	0.103595022	0.0638206214	0.0628219514	0.1682299728	0.0978316682
a0	0.065908247714	0.1536992072	0.1022936076	0.122795198	0.0785095632	0.121132743	0.06183402	0.0792314916	0.1228496788	0.0917462372
a37	0.06193738526	0.0731850538	0.1230815666	0.125961442	0.0869516192	0.106721184	0.0688276102	0.0647547798	0.1744870428	0.114092309
