 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
a39	0.200646214398	0.19059617236	0.03875015934	0.0432174378	0.054621166426	0.114641674059	0.0424693478	0.0504590284	0.03127214066	0.233326622055
a3	0.0180669418011	0.143138332085	0.083916438426	0.4218525568	0.02094329308	0.08499633493	0.163344832247	0.04556741844	0.012811656098	0.005362193526
a39	0.067301382482	0.0521665839468	0.11649667688	0.456533054	0.066597326888	0.139411862044	0.050696533481	0.01545463104	0.025899780313	0.0094421793422
a3	0.0210346684948	0.0603633273789	0.05851894704	0.4423783648	0.046773303	0.071768586356	0.059878256564	0.06773870994	0.136766293089	0.0347795345694
a10	0.01984745671	0.0807195935731	0.03074062044	0.3976627202	0.0288622996	0.059192804504	0.076592790828	0.10380963166	0.180117768718	0.0224543237392
a38	0.055309209476	0.0928291182795	0.02600997134	0.303265614	0.04988738726	0.074812081574	0.05537439244	0.10724023526	0.21208496014	0.0231870216266
a37	0.18392310582	0.102382817071	0.03538482872	0.232207418	0.08853768676	0.06757424476	0.08316802804	0.11783818534	0.07016227946	0.018821457332
a24	0.16375498166	0.0816276961568	0.02547197284	0.214465761	0.04742278474	0.0606094059	0.078449607606	0.12876324118	0.170022133	0.02941239507
a31	0.17529595012	0.104724802067	0.028295699354	0.1736721	0.0644411264	0.06264770206	0.106944115388	0.14360332828	0.09673864846	0.043636530132
a3	0.104817210094	0.0724673836607	0.014651345156	0.300871807	0.032797378844	0.07430756449	0.074723175134	0.151664407248	0.1260990124	0.04760072437
a20	0.117322700836	0.161839747174	0.039037939188	0.1383376768	0.03202013012	0.0769729645	0.1422475496	0.1654793476	0.08103616346	0.045705784754
a31	0.093463219576	0.100303626076	0.044260772398	0.2243504394	0.04065005752	0.0967911978	0.118673912766	0.10432181126	0.14612693586	0.031058030266
a11	0.061206822986	0.0694631404178	0.0286364115216	0.257470351	0.0306839088	0.082488887	0.09524547054	0.11534155632	0.23168428634	0.0277791873548
a7	0.0635542429404	0.162121056876	0.0565912825972	0.231072825	0.035819577912	0.10075781834	0.1356903734	0.080173382	0.1026388668	0.0315805587192
a31	0.087785069313	0.089375808574	0.056037695212	0.230891402	0.0374897993	0.12021127874	0.1709342728	0.0740148223	0.10240730428	0.030852530176
a24	0.0375062474424	0.061211800884	0.026817778368	0.34494896	0.02892441624	0.09693663706	0.0965846081	0.0754207882	0.20625523886	0.0253935327548
a46	0.0333007693478	0.18894840786	0.07827433208	0.1818746172	0.03476606348	0.10242743834	0.1108597757	0.0584977832	0.134533356	0.076517429896
a39	0.0633166727028	0.08013535284	0.05732332126	0.23430891	0.0780262054	0.171957267	0.0849081232	0.040202837	0.128791984306	0.0610293365718
a31	0.0557741771421	0.12454856022	0.089166357544	0.3198909	0.0342398806	0.1588366122	0.08347338992	0.0341397514	0.072943229114	0.0269871389784
a14	0.0250951824871	0.0731625026	0.040886426396	0.3261012034	0.0237427631	0.1351662322	0.0896840896	0.0626896302	0.1623112114	0.061160750826
a38	0.0328482262059	0.2057482693	0.112160495516	0.156131972	0.03119035164	0.1900503176	0.0449857758	0.0380188866	0.130752883132	0.058112839933
a31	0.0509166209859	0.178214345	0.11009722347	0.163326868	0.0367755732	0.1920442112	0.0587068232	0.0317415962	0.128600663894	0.049576073586
a37	0.0506070282043	0.135438254	0.077092839042	0.1728443474	0.0446365796	0.191886912	0.0856720534	0.0564970672	0.117122652054	0.068202269606
a20	0.0530228350956	0.196540986	0.12443245584	0.165088352	0.04359795752	0.2041286196	0.0339806984	0.0282961014	0.084009496906	0.0669024833912
a39	0.0451415226847	0.248825025	0.12763105904	0.140114222	0.0381965648	0.1881103522	0.0295660248	0.025905247	0.092808298214	0.063701679688
a20	0.044028721523	0.2458831582	0.1115376975	0.1521615716	0.04026050966	0.1960900326	0.0251749906	0.0262215384	0.103512116308	0.055129643486
a35	0.0462163547212	0.2568069598	0.11054447652	0.1234589114	0.0412930026	0.1783360072	0.0297458094	0.028306213	0.09407773206	0.09121458206
a20	0.0496642477646	0.2153834708	0.0952087172	0.1240828152	0.04630008134	0.1962528732	0.0271775516	0.0324969802	0.11281108923	0.100622170151
a31	0.054354605444	0.2110394404	0.10160408046	0.1232786352	0.0487760058	0.1774575994	0.0368098872	0.0340295444	0.1012662193	0.11138397476
a24	0.050673257225	0.08944716874	0.047140156446	0.14033464	0.0463295832	0.2165700008	0.05271392974	0.04213416816	0.207132722682	0.107524386169
a31	0.069520805433	0.1435038272	0.08167183032	0.162731564	0.060804485	0.210692798	0.041829405	0.0368108084	0.065410834472	0.127023641886
a8	0.0622797983239	0.12583551468	0.0483746752052	0.0770536776	0.06444137822	0.224218268	0.05660722404	0.04167815858	0.177325116621	0.122186203843
a31	0.0613826805578	0.1365212848	0.074529197808	0.1433034756	0.0612737024	0.1932733448	0.0370446888	0.03633184	0.051557664374	0.204782140921
a41	0.0909212180634	0.1213013035	0.0451964919146	0.0832925834	0.06405364152	0.2498403034	0.05793144932	0.03977935738	0.101605698288	0.146077952515
a8	0.077563941414	0.1414464666	0.08374552322	0.1371523592	0.0543699216	0.1794285796	0.0416401388	0.0407283014	0.044753216106	0.199171558389
a31	0.0837514785175	0.1277088916	0.083525424372	0.1383859422	0.06524224496	0.2097028364	0.0492723215	0.0502134904	0.050810842503	0.14138653904
</S>	0.0972965022834	0.1162016966	0.049818085032	0.0889769652	0.06705460044	0.2263648498	0.04741981688	0.04830777658	0.0984921322306	0.160067576692
