 	voglio	che	Maria	viene	domani	</S>
a33	0.2629845444	0.0953201418	0.077720880938	0.0857879394	0.1622208388	0.31596563336
a31	0.1289741163	0.3606251738	0.244210914168	0.082120795028	0.106994001899	0.077074952198
a11	0.162648971484	0.4454775946	0.228333130466	0.024863486191	0.13729427494	0.00138256870332
a31	0.11729123166	0.305132472	0.0922744982594	0.1982258136	0.24439002946	0.04268598332
a18	0.30308217134	0.306553673	0.23579427043	0.032905819	0.111864440114	0.009799687082
a31	0.22801348806	0.2628165307	0.11846378125	0.21062955074	0.12157868194	0.05849797875
a42	0.17264902432	0.3224782196	0.16380714086	0.2472747668	0.0762562403	0.01753463332
a37	0.1775956862	0.2519524012	0.080388633884	0.203199916	0.2188571102	0.0680062382
a31	0.2299927862	0.1849501384	0.0628308688926	0.2253773692	0.2136246838	0.0832241632
a20	0.20966956	0.154013207	0.103445922812	0.18995073	0.153508032	0.1894125374
a31	0.116377321	0.2300282506	0.085950470471	0.1230185508	0.2603171356	0.1843082616
a8	0.222006008	0.0943629642	0.135521287828	0.1506627726	0.12047272	0.27697426668
</S>	0.1954448252	0.15992646	0.099885557008	0.1071581864	0.2246271668	0.2129577918
