 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.068194052	0.0941259182	0.03163855072	0.0822452527	0.12701077672	0.1461869434	0.143005297652	0.307593195254
a31	0.128624038904	0.303543983017	0.130484772311	0.2288041794	0.09569992514	0.04047373378	0.01414166938	0.0582277063534
a8	0.0477499068	0.084772258612	0.0565126227	0.25799216381	0.189000531268	0.10264763132	0.2152523794	0.0460724649353
a31	0.11745058328	0.178838126994	0.156655217	0.2654908278	0.0949231432	0.0624802704	0.0987949874	0.025366895654
a17	0.058418706054	0.200311203788	0.068541099432	0.3631316604	0.0752500572	0.0551095676	0.138706801004	0.040530915606
a18	0.127326956892	0.139706826361	0.098691088894	0.1608772515	0.0952397764	0.1279869062	0.192558656088	0.057612536522
a31	0.1646022884	0.169720600928	0.08502571636	0.23723962448	0.0874321106	0.089372703	0.0556773047604	0.110929648054
a17	0.120405392	0.24618576008	0.05829682846	0.2998396384	0.0823585972	0.0900122278	0.05509680076	0.0478047519336
a30	0.18408653746	0.255592461576	0.065617132788	0.1627285378	0.0692437948	0.0712614744	0.12440069644	0.067069368574
a17	0.2004668686	0.330796221	0.07816606032	0.2325019206	0.0427367196	0.0589130682	0.020062613726	0.0363565582148
a39	0.17069002432	0.31780064488	0.0548722478	0.140739301	0.0794918816	0.0770742456	0.080299168514	0.0790325049048
a17	0.188139036	0.3545412888	0.05219021372	0.1538488526	0.06782917508	0.0728261512	0.056121509346	0.0545037599264
a31	0.1771599256	0.366304828	0.0580992645	0.140274864	0.0748136916	0.0622101166	0.053453858198	0.0676834835534
a17	0.1240264558	0.362536626	0.07539119652	0.1458403234	0.0770366729	0.1382262216	0.02308927202	0.053853214038
a20	0.12961586264	0.30912101808	0.08631433094	0.1805650364	0.0727236458	0.0424514512	0.07861431404	0.100594354888
a27	0.1696536586	0.299683485	0.09630857146	0.141619789	0.0591626386	0.08543028458	0.067784385528	0.080357178911
a20	0.1523102514	0.288163452	0.1125662178	0.1600956108	0.049379495	0.07446997546	0.07539071202	0.08762433112
a31	0.1306554678	0.250944932	0.1124372812	0.1456869464	0.0634016626	0.0811529482	0.07456260608	0.141158185292
a18	0.0775285577	0.288518702	0.06659704112	0.1817670578	0.06045449776	0.1048829686	0.0745920566	0.145659157873
a31	0.1170225738	0.2222797072	0.151202955	0.1975255326	0.0887116988	0.0686430296	0.06901707966	0.08559744096
a13	0.0661141748	0.19857059	0.1217682809	0.2439514674	0.0642975596	0.0767295448	0.057377112198	0.171191271142
a20	0.1060796264	0.212180549	0.1734119022	0.1796095304	0.1141441566	0.0643115188	0.05322064264	0.0970421044
a31	0.0899599338	0.234766628	0.173420955	0.17828086654	0.1006107846	0.0570319802	0.0556614826	0.11026733638
a28	0.0694004048	0.1847205908	0.10603570596	0.244898815	0.0797413642	0.0861733628	0.06993980894	0.159089953457
a31	0.0903484702	0.1890218152	0.1786335866	0.1522961732	0.121479044	0.0589889338	0.05365503248	0.15557697252
a8	0.0672204826	0.174400145	0.10478673208	0.2393243316	0.090743764	0.09585903	0.070770482378	0.156895032033
a17	0.0972581336	0.14566989	0.1705162731	0.199949862	0.1465662192	0.0785552712	0.05335349508	0.10813087763
a8	0.0912427258	0.1563489308	0.16550399838	0.20137919034	0.135806336	0.0811278226	0.0592173596	0.10937364702
a23	0.0930282046	0.147798182	0.18969888896	0.2226815584	0.133897822	0.0817083658	0.05898660308	0.07220037264
a8	0.0858127386	0.151615044	0.19839714748	0.2324658714	0.1286252686	0.069652986	0.05742950786	0.076001422726
a20	0.0848535734	0.133673024	0.19489204168	0.246386041	0.1305453012	0.0736249324	0.0643273688	0.071697733104
a31	0.082550751	0.152304252	0.1380395825	0.1868435087	0.1401449532	0.0886793682	0.07829023314	0.133147340226
a39	0.0713458086	0.1542837572	0.098962873628	0.243817599	0.096427542	0.0907717854	0.118567924112	0.125822737103
a18	0.1091887742	0.176885344	0.15337195752	0.181100378	0.1370399402	0.0813115176	0.0613026252	0.099799465836
a37	0.0866000232	0.184507156	0.1645880799	0.1887907536	0.1367334266	0.0781237644	0.06621731288	0.09443948616
a31	0.0855981024	0.1987740432	0.14191997126	0.17342534148	0.133583359	0.0795447424	0.06706178152	0.120092667176
a8	0.0741761282	0.120084242	0.0901317393	0.2437017117	0.106262442	0.114769174	0.103258147384	0.147616391308
a23	0.1040907442	0.147079588	0.18579770206	0.19392424	0.14211593	0.0891530734	0.06227456948	0.07556413856
a37	0.093904994	0.139781012	0.20220301888	0.225936832	0.132734542	0.0751220218	0.0597961749	0.070521416546
a8	0.081262444	0.179790499	0.141632814	0.17429366174	0.1358920084	0.0819123304	0.0704860713	0.13473018964
</S>	0.1174986926	0.170393148	0.16466454652	0.200879674	0.1341643726	0.0789231186	0.05600724008	0.07746918417
