 	dovevo	comprare	il	pane	ogni	giorno	</S>
a20	0.2382046276	0.12111918392	0.06156711066	0.1071669592	0.0905433866	0.171336138	0.210062608
a31	0.191910407902	0.2135018512	0.2080773546	0.0677412983	0.09788285467	0.14692627014	0.0739599814804
a37	0.3593420152	0.09112472856	0.2631590872	0.0521763442	0.040551751558	0.17196385868	0.021682246616
a31	0.1706251184	0.1254234574	0.30390871782	0.1105611798	0.04568666856	0.20026042934	0.04353444466
a7	0.3626260305	0.0847219236	0.157857868	0.06332099757	0.023464070414	0.24910629002	0.058902801524
a31	0.081431884072	0.038428865368	0.22311679428	0.1913750396	0.1302336732	0.3057345212	0.029679205366
a44	0.22757577996	0.0165655723	0.0534394044	0.105162453764	0.1203209694	0.41337245064	0.06356335086
a31	0.20172354702	0.02767185404	0.12161010928	0.123851124054	0.1584227056	0.30710233998	0.059618297546
a7	0.2346826252	0.04246157362	0.05611120642	0.08727332244	0.1263564548	0.3692761592	0.0838386852
a3	0.226714326	0.03745845564	0.1046367103	0.102014405616	0.17306430488	0.28112542	0.074986386
a20	0.2802336448	0.0880286792	0.1081109845	0.10470785396	0.1326225426	0.2066686674	0.0796276034
a31	0.2348192948	0.077154837	0.0698874742	0.1676218466	0.136675094	0.2275354324	0.086306035
a0	0.3848105248	0.0711650154	0.052677778	0.1223699408	0.1190230064	0.1492125552	0.10074115576
a31	0.1078201618	0.1266849996	0.092948113	0.1923481082	0.108838128	0.2053250648	0.16603542608
a8	0.210327219	0.1066218908	0.0912105084	0.1873510846	0.129512258	0.1230253658	0.1519516902
</S>	0.1649866868	0.1470423402	0.1081919364	0.0997386	0.1036574836	0.1958688446	0.1805140798
