 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.1694064036	0.0630939295012	0.038732824381	0.09690224298	0.164787088	0.0614144598	0.2252592358	0.180403784268
a24	0.412281200641	0.0018507659918	0.0151920937174	0.0642052218	0.382598608264	0.051229903954	0.068445554336	0.004196597
a31	0.27451877536	0.0134266164496	0.148463562548	0.05325158612	0.307904606644	0.0338257091178	0.139993500579	0.028615649054
a17	0.36077830432	0.0514817510922	0.0205751092251	0.027538700988	0.317628514244	0.0308295808252	0.121736353476	0.0694316510471
a31	0.3692700703	0.053094513627	0.043352390884	0.05548250756	0.20603122347	0.0473158218156	0.15249278462	0.072960686935
a37	0.3731085725	0.0402021529078	0.02758640089	0.0600838302	0.250854691382	0.02641010602	0.1546065298	0.06714770684
a10	0.34963398504	0.0252808868216	0.05115385024	0.0769158174	0.187315505567	0.03106214676	0.1930056328	0.08563215478
a31	0.3694160054	0.0460805870492	0.04049184426	0.0974131534	0.120049254167	0.02584681504	0.2273608052	0.07334155278
a20	0.32093913	0.0243857865605	0.06405982555	0.1049349826	0.302055313971	0.01818373844	0.11481437112	0.050626827426
a33	0.4529730182	0.0188944981676	0.0484552885	0.1123108646	0.0583647018788	0.03101832534	0.19362095044	0.08436234564
a20	0.4357800572	0.0398468537402	0.0677060176	0.20191571244	0.0787256795768	0.029599247314	0.06825296554	0.078173470666
a31	0.5513649322	0.033685253701	0.04439858889	0.05887120022	0.0563867794371	0.063252494963	0.122240112696	0.069800586554
a5	0.41376591	0.0151759172942	0.02836340414	0.0298237987	0.251878971865	0.05208272912	0.135659105774	0.07325012784
a17	0.5079146904	0.0403127745146	0.03189937608	0.0239813134	0.068493135528	0.05801592315	0.11707898946	0.15230382112
a11	0.523106684	0.0650358716562	0.05336914304	0.05982048128	0.065978292316	0.07244066462	0.10439665468	0.05585222356
a10	0.447474678	0.079252027146	0.06688320628	0.0607279354	0.113188131364	0.080652550068	0.09061098484	0.06121048446
a31	0.389851186	0.0831527292108	0.06784536648	0.0557719822	0.181402599056	0.08151757702	0.0602358341	0.08022270544
a24	0.378642697	0.037072472096	0.0609211068	0.0661030104	0.2070618588	0.0678179488	0.0671014102	0.11527952386
a46	0.384996527	0.111293664726	0.046444363	0.0420933792	0.1077873264	0.1015660492	0.1040459678	0.1017727118
a20	0.2205958008	0.11336868881	0.0447119266	0.0561166928	0.207149394	0.121259958	0.1056781438	0.1311194002
a31	0.217810895	0.101109995584	0.0501371808	0.0509342678	0.1740247154	0.1444428232	0.1125027084	0.1490374318
a20	0.186504358	0.065413031704	0.0651754472	0.0955996792	0.232997562	0.10691521332	0.0895708043	0.157823848154
a31	0.2210303964	0.14693107825	0.0608346142	0.0602198652	0.1793349632	0.0910650226	0.0797161356	0.1608679284
</S>	0.1651299374	0.09373564853	0.0786181046	0.0762294244	0.195807087	0.09409842286	0.10634782184	0.19003354817
