 	sta	e	dorme	nel	letto	</S>
a33	0.06397801727	0.0566601388	0.2971821954	0.0941363848	0.0468606578	0.44118256808
a31	0.06150507961	0.2185658082	0.3005640322	0.11103967464	0.10636559255	0.201959834212
a37	0.08138515526	0.349758265	0.358407154	0.0667416814412	0.127251866388	0.0164558566711
a31	0.082847387978	0.11525935908	0.2101439836	0.1809347696	0.3084225078	0.10239199804
a13	0.141837251766	0.17403173652	0.3392137878	0.04749241902	0.10746715446	0.189957671392
a20	0.082195127418	0.09169669302	0.3803491769	0.1517984118	0.0856203486	0.20834022726
a24	0.05222934506	0.0795810671	0.45523544346	0.1709549023	0.0545933118	0.18740587632
a28	0.069404538706	0.106174486	0.3895580162	0.1290321612	0.1177087102	0.18812209092
a31	0.068019491776	0.1610117848	0.33547339776	0.1568237574	0.164021874	0.11464970468
a35	0.111841623448	0.2878703336	0.3484912014	0.1142579576	0.0671362862	0.07040257936
a18	0.118971792697	0.19888331232	0.27835180268	0.0921915788	0.101182631	0.210418885
a31	0.125392876946	0.20853768	0.2447409484	0.1073210576	0.150515686	0.1634917518
a13	0.11122586712	0.115779968	0.309585116	0.1374836132	0.174594838	0.15133057172
a39	0.19485453632	0.163859812	0.157343032	0.0959793802	0.178996096	0.208967175
a31	0.15824177652	0.178085416	0.1936490554	0.1184167512	0.194858236	0.156748754
a21	0.096183396948	0.097977339	0.290207202	0.120446664	0.228174898	0.16701047826
a31	0.17963835618	0.168864534	0.1949648336	0.112839724	0.166482336	0.1772102108
</S>	0.11876734194	0.1185991374	0.305478032	0.1176766382	0.170364913	0.16911394128
