 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
a38	0.1348193897	0.0292294177	0.0263728814	0.083530673744	0.068170701328	0.018367780166	0.0576947348	0.008790906762	0.06157605304	0.01661511608	0.1170094478	0.09260299784	0.2852199162
a31	0.0312733341268	0.0545959155	0.0524448251038	0.08027711968	0.11050523622	0.05403042978	0.12228913314	0.09240581376	0.01995685236	0.01972957788	0.327598016	0.019413205528	0.0154805800219
a21	0.0384143254988	0.00658060315	0.010101232996	0.02407205354	0.073613575526	0.17509414822	0.08657653293	0.1477188874	0.03210901614	0.01889832058	0.3596014588	0.0171989258	0.010020952771
a24	0.0143272013266	0.024033033324	0.017924612464	0.034755197192	0.043581278308	0.12821658552	0.0901483172	0.252564356711	0.1732527006	0.04950449708	0.14347971852	0.018699215602	0.009513318412
a31	0.0362615857612	0.0999100917916	0.032959933886	0.08197643272	0.1285838046	0.0834611414	0.11286055678	0.07596359403	0.0810230816	0.03991378404	0.167566592	0.0412372058	0.018282184598
a17	0.0211373356664	0.0275773895706	0.0174579568696	0.070754832222	0.10447393394	0.078082734172	0.05981060428	0.015358937906	0.065163172428	0.02105120858	0.479165124	0.02314197876	0.016824794284
a31	0.0468634336816	0.025279417422	0.021185442796	0.05911478466	0.07220727	0.0425703575	0.13105090666	0.0301114539592	0.08146112666	0.035817247964	0.3070520128	0.0722570428	0.075029527138
a20	0.100801599	0.010652235704	0.024077682996	0.08194121804	0.137452085	0.039716549	0.0478223379	0.057889537896	0.06082320008	0.008381788808	0.294222432	0.09556823758	0.04065107594
a13	0.06697267162	0.02086363572	0.0155001344	0.0416792672	0.0722591086	0.05479146114	0.1437220439	0.119492217982	0.04078081914	0.01202831742	0.1956788108	0.104763537	0.11146800382
a17	0.0508801512	0.0401243828	0.04793723864	0.0768293644	0.0839000046	0.02792207596	0.0970211365	0.142118910845	0.02783699266	0.0178137866	0.2216979728	0.09454451452	0.07137351032
a8	0.054084157	0.02816453086	0.037100396492	0.06552782446	0.07986118156	0.0221531021	0.1445682366	0.144392486752	0.04018309586	0.064993402	0.2291863542	0.05180927792	0.03797591866
a31	0.0555375947	0.0223345628	0.040400469872	0.0711656242	0.09186201738	0.03048325068	0.1234848938	0.10271860448	0.028810304	0.0580985679	0.2417124456	0.070481699442	0.062909961756
a39	0.035797369	0.0399527598	0.03254109636	0.07499606658	0.07706173348	0.01478258804	0.0664416013	0.2493784115	0.04610999428	0.0380790094	0.1649588748	0.06636609362	0.0935343619
a31	0.0825767666	0.03516164	0.0309291406	0.0398731498	0.0596237796	0.06898073838	0.195196592	0.139442179202	0.06686277182	0.0493217818	0.1332109304	0.04940975148	0.0494107686
a37	0.0551388444	0.0389814872	0.04355765212	0.0930340186	0.12286624322	0.03388431628	0.124465659	0.070931108142	0.04476880786	0.04485590974	0.2222132492	0.05077382468	0.05452890626
a8	0.044466366	0.0299599093	0.0306468384	0.05672993912	0.0744554808	0.10226600404	0.25220465984	0.048398928594	0.0437202103	0.04730849612	0.1831226892	0.0438728421	0.04284761264
a31	0.03922560156	0.0442633969	0.0478782172	0.1086692742	0.1031098756	0.07068145974	0.1731194143	0.055389141944	0.0752333703	0.04595815304	0.1789184702	0.03334014779	0.02421347873
a8	0.0631974776	0.06782415812	0.0558587488	0.0876181644	0.0998501953	0.04327977744	0.1717992762	0.028682825364	0.03280121762	0.0422508411	0.1787938344	0.0490569816	0.0789864972
a23	0.02149666568	0.02873544074	0.0327769746	0.0669103772	0.0876149934	0.110188570746	0.1981954425	0.0481839151726	0.0629927243	0.03023750912	0.2468331478	0.03362307352	0.032211147
a8	0.0264854742	0.04484302996	0.055180207	0.106988542	0.1338291642	0.1219474615	0.2073951518	0.033959081738	0.06402967338	0.03504512332	0.1275468518	0.02582344374	0.01692680716
a20	0.0322930636	0.05700702446	0.0667458022	0.1129103478	0.14238901672	0.12031520086	0.181773344	0.0323537112	0.06133246138	0.0411105778	0.100909615	0.02747694514	0.02338289064
a31	0.053376815	0.0704667768	0.06741333	0.085901904	0.1583418203	0.1139659494	0.1622267028	0.019061138264	0.0272008254	0.039083769	0.1020142882	0.048749529	0.0521971277
a28	0.0607612802	0.09400794096	0.0613868826	0.074923701	0.11796341368	0.0487960956	0.15645810442	0.014100831174	0.02098397305	0.039678957	0.14341194332	0.0482389762	0.1192879214
a31	0.0329218312	0.0679142687	0.078933615	0.0716732432	0.11768613724	0.08945512926	0.1429417972	0.048193604972	0.03187664966	0.0360979186	0.11011814852	0.0500047764	0.12218289866
a46	0.0846308034	0.10292642766	0.0840816278	0.0670301806	0.07673807348	0.0436592868	0.1436313908	0.0193961683326	0.024960715608	0.04598088106	0.1242374844	0.0704694884	0.11225748586
a38	0.02560748	0.05569003724	0.0708521646	0.0732938672	0.0810974346	0.0856247858	0.14738194854	0.052105695816	0.03703609534	0.0447182909	0.2042503316	0.056832152	0.0655097436
a13	0.0601957446	0.0945698252	0.0976700372	0.101804051	0.1576401444	0.1018893254	0.106789147	0.03254724402	0.028720432	0.0384941684	0.09356676	0.0454509274	0.0406621916
a31	0.0668599952	0.0992647985	0.0985630374	0.1043376076	0.14922002014	0.0835220614	0.0959020636	0.0335919861	0.0295306022	0.0394459547	0.0736402632	0.047635745	0.0784858534
a17	0.094138748	0.11254057996	0.0796000142	0.0602586312	0.0765832155	0.04060691524	0.15785294486	0.023544391044	0.03090069924	0.03964999928	0.136033737	0.0675844672	0.08070563166
a31	0.0434390612	0.10463622784	0.1024371296	0.0881669834	0.103684798	0.0630327022	0.125631889	0.04274529228	0.0317943788	0.0466064154	0.1097662332	0.0515711734	0.0864876748
a35	0.096537646	0.11128713534	0.0924197416	0.0545442348	0.05540794854	0.0372959873	0.160471114	0.025178441044	0.032266260624	0.0597270961	0.0977614246	0.0704719012	0.1066310557
a8	0.0480984442	0.0995008686	0.0911740356	0.083332651	0.0845412702	0.0561682674	0.1398145	0.040731343464	0.0318287104	0.0408428576	0.1130638038	0.057867512	0.1130357018
a31	0.0552261476	0.0731262946	0.0820303928	0.101444026	0.105027052	0.08426084266	0.1487989436	0.05313924572	0.0423862656	0.0410476136	0.088330553	0.0493675038	0.075815148
</S>	0.0876030554	0.10393434912	0.0882571406	0.0474829636	0.044940475	0.03827937744	0.1629699834	0.030504857582	0.035557308804	0.055054618	0.1131853706	0.084907894	0.10732257406
