 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.4429310588	0.083405664422	0.05467979599	0.055346368	0.1048139604	0.25882311175
a20	0.3617149112	0.06872126035	0.346190372566	0.070814107	0.11122784658	0.04133148056
a31	0.350036211	0.178587347768	0.291738587595	0.1413396728	0.0257577625128	0.01254041997
a28	0.534557002	0.115708410444	0.137982856469	0.1200657678	0.0531603788486	0.038525598724
a31	0.31275485498	0.117327024574	0.173632901354	0.137485074	0.0911329500934	0.1676672126
a13	0.46797283708	0.107033069846	0.170154529282	0.04143852206	0.109431130273	0.10396992798
a18	0.42857169832	0.186340171208	0.051900314964	0.1100662996	0.088606207204	0.13451529494
a31	0.31263890312	0.236736874576	0.131793418237	0.1793398912	0.091913382056	0.0475775284
a27	0.23754436	0.26419916766	0.170969818722	0.1199099836	0.16489020634	0.0424864728
a31	0.1112643386	0.28221650682	0.116219191833	0.314289806	0.1130956983	0.0629144346
a20	0.230823272	0.182698953588	0.07537279736	0.154144545	0.1557689394	0.201191513
a31	0.1109497758	0.123619486946	0.134290549534	0.3487922388	0.1532109868	0.12913698108
a39	0.1726363688	0.160324481946	0.102858124704	0.288988642	0.130785453	0.14440691944
a31	0.1167244642	0.137292265058	0.162930333206	0.336232924	0.1004413344	0.14637869176
a33	0.1342461312	0.14481318572	0.11270785432	0.33111756	0.1294178572	0.14769744
</S>	0.1098039426	0.11820717564	0.13630223496	0.282998902	0.10763399862	0.2450537333
