 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a23	0.1052877793	0.06968365974	0.04925764916	0.06896028316	0.044002847972	0.015424389298	0.03677882602	0.0754260018	0.221803086	0.1356611974	0.17771424363
a31	0.151082163239	0.103045989052	0.1785782662	0.1912199684	0.0698388342	0.1351624812	0.03055552766	0.017370574	0.05904716836	0.02301571995	0.04108330642
a20	0.09627468586	0.0171378303	0.10162955068	0.0878185252	0.121733094687	0.26705109786	0.140216198772	0.05395293132	0.084281300494	0.0161288026	0.0137759800353
a31	0.151770426814	0.10002530272	0.086426207	0.11984121744	0.12921985008	0.1106953345	0.02092231508	0.057362485892	0.081596739484	0.123568615008	0.018571515488
a7	0.119620711999	0.05507087088	0.1268897386	0.15181984574	0.07239592876	0.2182968268	0.039720402	0.0469225897	0.040620918252	0.118258274999	0.010383913348
a31	0.10008342232	0.05332439448	0.1724039686	0.1357782808	0.1122941533	0.1610582471	0.01820644722	0.040421628	0.13107682132	0.0276754550004	0.04767718808
a24	0.150450819094	0.058749368108	0.128243874	0.1465065692	0.0987751086	0.1139400916	0.0540338444	0.0779243896	0.0974169432	0.047497506746	0.0264614801
a37	0.074169953072	0.04723754948	0.1664694836	0.1149474398	0.11190278	0.06328416096	0.0332086932	0.112033787648	0.1644309032	0.040117908754	0.07219732768
a31	0.158873460164	0.0861115613	0.0738618172	0.133915487	0.0703246211	0.0431397358	0.0494429787	0.08208973836	0.147672025	0.13480188134	0.01976672502
a11	0.265238493115	0.05457658992	0.0506450328	0.1182784838	0.05004546668	0.09986340748	0.05105284034	0.1114295484	0.13804964344	0.03508838316	0.025732087452
a31	0.207304563602	0.03422820098	0.060727709	0.095902369	0.0677118016	0.10582221928	0.05754966854	0.11337124012	0.148463292	0.070884733588	0.03803418672
a3	0.16402484234	0.022456429872	0.0548951532	0.1260995724	0.063867332	0.05763893342	0.0984193272	0.17565364988	0.104408135	0.065890965272	0.06664565242
a27	0.210284926694	0.0436133319	0.086085237	0.1038803008	0.0867148652	0.0399767082	0.0944331942	0.1025438495	0.1202269772	0.049278453672	0.06296216964
a20	0.18909293414	0.0576435594	0.0820812834	0.1052352832	0.0720974708	0.02795427568	0.1014459576	0.10458706804	0.127242671	0.071445118848	0.06117439274
a31	0.2084767121	0.06843447752	0.0596833858	0.082056653	0.0645809182	0.05530327228	0.121551512	0.09721513728	0.0937645296	0.05354026386	0.09539312408
a20	0.0916362364	0.03790898121	0.10995952108	0.20883130188	0.113288098	0.0319166378	0.0470472686	0.09301459682	0.076182338	0.073721897948	0.116493081665
a11	0.2229202142	0.08848076556	0.0652254108	0.0829205378	0.0808140497	0.0357739157	0.0576409282	0.0593930181	0.0938533196	0.0657570988	0.1472207366
a13	0.1437222966	0.07434394472	0.0727077634	0.112392517	0.0744615666	0.058713798	0.049406748	0.0729536916	0.1022037564	0.0697770543	0.169316897
a28	0.1265047634	0.09971545006	0.0716460188	0.1044862052	0.073868079	0.0765178528	0.0631547964	0.0726006096	0.0894493598	0.0600737638	0.16198308406
a31	0.11729809	0.10528884446	0.075562919	0.1111160204	0.0640683004	0.0641747564	0.060999335	0.0691326274	0.0765385372	0.0674137264	0.1884068366
a39	0.1223806832	0.07727518194	0.0696119378	0.136259883	0.0914923324	0.03622627026	0.0502734894	0.06473043548	0.0719919304	0.081379067068	0.198378787708
a31	0.1315786182	0.11762271068	0.0671215446	0.1115361056	0.080038974	0.0437189154	0.0456754498	0.0454145702	0.091151826	0.0664169908	0.1997243152
a8	0.1614216976	0.0770660932	0.0724265154	0.123054537	0.093268372	0.03277881026	0.040585947	0.05797372376	0.0858012738	0.084202389912	0.171420673387
</S>	0.11782405	0.12465420884	0.0839630696	0.0885071326	0.0745225542	0.0429703606	0.0402669422	0.0386068862	0.1082281372	0.08122048814	0.19923613034
