 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.10400911412	0.1201698554	0.010708489338	0.01053960246	0.01928315114	0.1346170372	0.2033275124	0.3973452768
a20	0.119214973218	0.164107196246	0.007198851506	0.08965207042	0.3815394046	0.144128023588	0.048707277192	0.045452224441
a8	0.067118309642	0.045792604604	0.0803407933607	0.1010662404	0.217650618	0.392178047419	0.083365389488	0.0124879617906
a20	0.058023764532	0.1540636488	0.0973245237271	0.044497331362	0.2106941162	0.234236725357	0.146489821644	0.054670029867
a31	0.1303027897	0.0942861581	0.0573596825948	0.034351601432	0.2610193437	0.218289759552	0.164117105317	0.040273557324
a28	0.106700684	0.1226688504	0.0360435855416	0.033032684074	0.17549705886	0.342830777155	0.149824809924	0.033401581808
a31	0.144020628	0.20382824294	0.0555609786326	0.073982990066	0.1180438568	0.104508121531	0.228095132468	0.07196006214
a18	0.1604655068	0.1734575292	0.0496190836988	0.112185490832	0.062146663	0.222986555446	0.14163436946	0.077504816514
a31	0.2377576698	0.13612072652	0.0581307752686	0.12993201664	0.084137632	0.078925450973	0.1267940552	0.14820166986
a3	0.105808728	0.149454268	0.052500702095	0.10674559428	0.0949966734	0.2435506884	0.177418211	0.0695251412
a31	0.152370077	0.102269007	0.0478068778268	0.07675114306	0.0730059086	0.1551758513	0.1790628	0.213558307
a18	0.10995383328	0.1562422528	0.050076145658	0.06775660168	0.1053855916	0.3078169956	0.1449782034	0.0577903888
a31	0.07927474766	0.1703302752	0.031649969114	0.0445225642	0.0921988724	0.1624265144	0.203404205	0.2161928652
a17	0.1165998498	0.124624742	0.039035047734	0.0560090823	0.099454568	0.259144028	0.160198754	0.1449339416
a20	0.07514317087	0.218999546	0.04276661796	0.06009477322	0.1097131928	0.1392104456	0.2123619812	0.1417102448
a31	0.0456815116	0.2325176425	0.04005324311	0.04209231574	0.097477726	0.1645587432	0.1848358834	0.192782914
a20	0.1373708338	0.1242602324	0.0536445637	0.05091131034	0.1015594788	0.177547347	0.1328298588	0.221876374
a31	0.0668268508	0.18695641506	0.07194245524	0.07873294264	0.1101849646	0.175143684	0.184371102	0.125841581
a20	0.1310380539	0.137608152	0.06042709794	0.0720260826	0.0870022398	0.175557363	0.1307716116	0.20556941
a46	0.0737513772	0.17115555216	0.094482248788	0.092872240908	0.087554655	0.1687510848	0.1673078656	0.144124981
a31	0.0834901922	0.2074913792	0.079832446	0.07721880604	0.0810736824	0.17227936	0.1586510906	0.1399630278
a46	0.1207710026	0.153590239	0.05955752634	0.070714725	0.0806202352	0.1774538272	0.153974272	0.183318172
a8	0.1025871398	0.157004509	0.110459973732	0.0785970636	0.0773738092	0.16862254	0.161522774	0.143832175
a39	0.110107696	0.1871721092	0.0843803955	0.07454012416	0.0783878681	0.1712223464	0.1605681728	0.1336213046
a31	0.099167934	0.173186601	0.07244767364	0.0820841944	0.0864218418	0.18613117	0.161299486	0.139261108
</S>	0.1211885206	0.1197501552	0.06659137272	0.08353174048	0.0911867502	0.187907009	0.167299189	0.1625452506
