 	il	ladro	è	entrato	da	qui	</S>
a31	0.2681969778	0.1446353206	0.01144584448	0.0749898069076	0.0501391274	0.1591263482	0.29146656636
a17	0.0749720965385	0.123634168691	0.0556832901091	0.24538909158	0.14452858642	0.132948416508	0.222844327704
a37	0.0538751620953	0.296341555845	0.0721722229566	0.283375723142	0.00933584098	0.0969048910631	0.187994623687
a35	0.09639368624	0.3346486362	0.120872348112	0.182951238364	0.02317249504	0.070153807483	0.171807803214
a18	0.11631058032	0.3991837566	0.07554234952	0.14329544424	0.03183714196	0.113108975973	0.120721715934
a31	0.24180781394	0.343778578	0.067719816	0.1112630642	0.0671948916	0.0841997073332	0.084036123474
a24	0.1693076808	0.389457454	0.06170458	0.101494839748	0.1273699038	0.0468914230568	0.103774127084
a31	0.20166631078	0.206287368	0.05873887626	0.133241315708	0.1521043542	0.12597588448	0.12198589246
a16	0.1042852886	0.342167374	0.0659515204	0.09729352428	0.1990185912	0.08723645812	0.1040472852
a31	0.130877161034	0.128177474	0.03972144828	0.08007190108	0.3275896048	0.1795647346	0.1139977014
a46	0.16599855324	0.240178866	0.068506563	0.1346225428	0.14734151	0.1165022752	0.1268496864
a31	0.125288615072	0.093209314	0.04486712234	0.09252117058	0.2392122462	0.246268553	0.1586329632
a46	0.14247931748	0.156681366	0.0656171606	0.1585591636	0.17869632	0.137183314	0.160783358
a31	0.114925225392	0.0786150652	0.04764794082	0.08644881948	0.1730356892	0.2858098194	0.2135174428
a35	0.14199265494	0.135956024	0.07790481684	0.1569854544	0.1635264772	0.1615533612	0.1620812258
a31	0.105096291308	0.1011610452	0.06353575511	0.0943013998	0.1233053806	0.279689406	0.2329107256
a8	0.15055257792	0.135954476	0.08384022424	0.159243238	0.1475881392	0.165255358	0.15756602
a31	0.105265540588	0.1319915572	0.07034664404	0.0943119834	0.0881428874	0.276280941	0.2336604584
</S>	0.16632584568	0.1435397768	0.08990824768	0.1659841394	0.1255421384	0.159812651	0.1488871886
