 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a31	0.1418533648	0.0460988648	0.057240481752	0.100908681864	0.0909632124748	0.078665402369	0.0382672161154	0.0118552587	0.01064180188	0.0338996758	0.0588693842	0.1656780208	0.1650586027
a41	0.180420672546	0.051969580477	0.08414970052	0.1438510839	0.0832258606	0.1302677284	0.057125926498	0.0628396152	0.020633189304	0.133816100748	0.02458222608	0.01916258906	0.007955709728
a37	0.0397612292519	0.048589188243	0.143450628691	0.1380418286	0.0624401482	0.2621791426	0.096789867766	0.0813034398	0.03154683499	0.0395253793368	0.007301039286	0.01821680194	0.0308544865988
a24	0.0424875545234	0.02712016874	0.1353834618	0.1895517112	0.1104762394	0.19985342	0.071910892826	0.0765882234	0.033398524906	0.053248869204	0.01192729398	0.0320724104	0.0159812274
a28	0.0795486582509	0.043008956071	0.0598792952	0.1922103124	0.1677990693	0.164277271	0.0509124979108	0.11088618192	0.0339290738968	0.0364132211508	0.02188123246	0.0246681972	0.0145860484
a17	0.139357797509	0.041593229092	0.0547084864	0.1424108752	0.2359553086	0.1901562532	0.046219402298	0.0840556428	0.0167674547064	0.009605668226	0.0086684841	0.0163237749	0.01417760484
a31	0.165607589026	0.04979476018	0.057711235	0.143320172	0.245953769	0.1413587894	0.045487856184	0.072100194	0.0118367790334	0.011516292228	0.0113773695	0.0257510368	0.018184117826
a39	0.101544480712	0.028431774388	0.07127202986	0.0680611378	0.1703281254	0.0745889072	0.01740811439	0.0653226656	0.121814341986	0.04491281034	0.0978948008	0.1217779512	0.01664290468
a31	0.102095426366	0.03913592328	0.05723846308	0.1170660136	0.187728309	0.13711815472	0.020898250268	0.0408543908	0.0979647929568	0.0424941562	0.0371672424	0.11438779242	0.00585105232
a17	0.061143276368	0.030051922284	0.0565973838	0.073964598	0.1225516608	0.098605418	0.03310295622	0.0757792328	0.145003313036	0.039176256	0.1099862162	0.12263835	0.03139940932
a18	0.07676558081	0.04552338724	0.09569479408	0.1261772476	0.1516522192	0.1455435134	0.02961270432	0.0345399486	0.09702979957	0.0255181774	0.04866588268	0.09612523616	0.02715149448
a24	0.1168036228	0.10110184746	0.0376607244	0.08090317	0.105380332	0.1140568826	0.042377443606	0.0515824142	0.133667263982	0.05418308374	0.04591212024	0.109343500606	0.007027592734
a18	0.1101358886	0.08013977696	0.04359607538	0.0846220692	0.1430877908	0.1350941972	0.05924941574	0.0595957288	0.103287919719	0.0249708888	0.06304850656	0.07382837488	0.0193433694
a31	0.1347170464	0.10315993776	0.03065744826	0.0692588188	0.1267690684	0.13567189	0.06206318328	0.0669016192	0.119348078139	0.02019271412	0.04724934776	0.06948907808	0.01452181848
a17	0.0477289418	0.0351523282	0.1247487754	0.1228308456	0.1106037354	0.1345856862	0.06411553244	0.07016133032	0.087791663194	0.0394078988	0.0984236995	0.0492040813	0.0152455088
a20	0.1028726388	0.0820441932	0.0745765322	0.106243278	0.121968702	0.197640779	0.045395793086	0.0263785664	0.0676375223394	0.0130194332	0.04771418944	0.08143809692	0.033070262906
a17	0.1048393396	0.1081931146	0.0429963342	0.0902774764	0.128031812	0.2226733486	0.07419784158	0.0570531796	0.0428742996032	0.0165964423	0.048757565	0.03443500852	0.02907422866
a31	0.0929783036	0.1013658974	0.0475499556	0.1022659568	0.1601847122	0.2047341848	0.0707948803	0.051588343	0.04689398759	0.01473846034	0.04073445732	0.03443091574	0.031739964288
a17	0.0691776082	0.0403481974	0.1232976178	0.1339699578	0.148211026	0.176942686	0.06242341262	0.0570595706	0.044478925672	0.02730270676	0.038646937	0.02567534646	0.05246600356
a31	0.107939888	0.1022118996	0.1073292864	0.0927430108	0.1204358216	0.1659399646	0.0440921231	0.0330711824	0.0552926779408	0.020574945	0.0567101247	0.0377100582	0.05594899814
a0	0.1128106328	0.062283352	0.1396023772	0.1295447212	0.10746274	0.1541516448	0.042502194928	0.0418371367	0.0361663198788	0.026816282	0.0315224738	0.02705491234	0.088245172124
a31	0.119518566	0.0986024682	0.1087826276	0.0938464808	0.1025746132	0.1408238808	0.033887141552	0.0260852958	0.044194930814	0.02065163014	0.0586291132	0.0518660418	0.10053721854
a8	0.132957116	0.06571107308	0.0730568851	0.08584643	0.0977257458	0.1734142766	0.04473201198	0.0428886946	0.0470515627796	0.0393578854	0.0417059568	0.04390566882	0.111646692488
a46	0.1248193321	0.0895757832	0.1273648446	0.0861468468	0.1006374008	0.1474554472	0.028459589272	0.0274898098	0.0305305085614	0.0267012874	0.0415429484	0.05495863594	0.1143175613
a39	0.1218732622	0.0941574986	0.0615654594	0.1148217962	0.115139922	0.1074913354	0.03773087473	0.0386001263	0.03844027411	0.0416855104	0.056953443	0.04893109	0.1226094135
a8	0.115503256	0.0973022572	0.0705338172	0.1210411604	0.117962464	0.0966694282	0.04371257852	0.043153703	0.04146000842	0.043170818	0.0797343394	0.036804157	0.09295200986
a20	0.1307093034	0.1161648782	0.0740101364	0.1002519596	0.109287013	0.1128755762	0.0370345229	0.0364659206	0.03464185405	0.0391330718	0.0770606306	0.03806628892	0.094298838
</S>	0.1062636462	0.0816116784	0.0717119638	0.121261227	0.103224186	0.0750555034	0.0435340816	0.044245502	0.041395705186	0.046185779	0.090407477	0.0516161059	0.12348713428
