 	vado	cercando	un	forno	che	fa	rustici	</S>
a29	0.0468512582208	0.0347338272	0.0359889922	0.1270363993	0.159377872	0.1303740474	0.0936586478	0.37197895296
a31	0.00647651651488	0.0616863640516	0.10671459725	0.3098267738	0.2021758784	0.030795639416	0.2666883692	0.015635897077
a8	0.0560198864021	0.0673722293226	0.09165773744	0.22573056174	0.113580021352	0.029101282988	0.395043056	0.021495217759
a31	0.0027440695254	0.06657263079	0.12152813	0.249282648	0.1057395872	0.04066196378	0.3717687862	0.0417021823
a23	0.0031604785772	0.04432864972	0.061451755432	0.12120830406	0.126991651346	0.15498658165	0.446531726	0.041340861908
a31	0.0490255232434	0.056686225278	0.1276743716	0.285378002	0.12643013	0.088020579	0.2180091206	0.048776038254
a10	0.0632746938804	0.025887178678	0.08735315448	0.1973323032	0.1468420462	0.238049069	0.1632697968	0.077991783772
a31	0.0276405359089	0.03816212816	0.0985113183	0.2814190288	0.142145912	0.203059472	0.183737602	0.02532401682
a24	0.0623791336983	0.02676578804	0.0744665194	0.2789966354	0.134985964	0.2088370364	0.1419902796	0.07157863621
a31	0.0254125489423	0.06611211592	0.0802737062	0.2215676812	0.112629116	0.31848068	0.1103735372	0.0651506401
a18	0.0261002086804	0.016604717	0.0845194524	0.22612596	0.1341420822	0.3017671912	0.1704214796	0.04031888496
a31	0.0472227725956	0.03388264196	0.0868498352	0.1917035152	0.1132507988	0.3191604204	0.1649783586	0.04295168064
a8	0.0092030235778	0.0146967747	0.0869762506	0.212635426	0.150012574	0.3221180766	0.1540777328	0.05028013506
a31	0.0747320736393	0.030356588	0.1184696496	0.2022252706	0.1115130006	0.2009802802	0.1881817853	0.073541345156
a29	0.0071236532541	0.0293200248	0.1002026802	0.2079556156	0.154456028	0.26712866	0.1267104232	0.107102875114
a31	0.0535050129968	0.0347601432	0.110262706	0.2245095038	0.168354337	0.2103832044	0.131053617	0.0671714757
a21	0.00925146155708	0.0244565788	0.0956391372	0.2103232752	0.149362748	0.2692327544	0.150470164	0.0912638869
a31	0.0439317495126	0.0418907668	0.1166530738	0.223102893	0.1057393232	0.151414304	0.2398308416	0.07743705348
a38	0.0142365626155	0.0463530402	0.1170534766	0.192005591	0.1464351066	0.21203897	0.1469047992	0.124972441128
a10	0.0437999639808	0.04504403034	0.1216919304	0.2096145154	0.135360858	0.148118944	0.2271013541	0.069268385086
a39	0.0553203834489	0.0732920424	0.1510826294	0.1929033154	0.156261273	0.1638118436	0.09744328208	0.109885268256
a8	0.0730004201695	0.041786245	0.1059509952	0.1852183718	0.179089091	0.199451666	0.13690521246	0.0785979655368
a31	0.0582152867523	0.0307917422	0.11437124	0.1749583664	0.1835238652	0.230182794	0.1500547582	0.057901941486
a20	0.0597335652468	0.104661152	0.1351999166	0.181134538	0.159975224	0.139778799	0.1243756794	0.0951410992
a31	0.0680815777074	0.0531929434	0.1150884742	0.2165093886	0.165851214	0.169559664	0.0967751672	0.114941551839
a20	0.0491679361216	0.0796311588	0.1039113224	0.2236072876	0.1373044724	0.134706517	0.1601278964	0.11154338741
a3	0.0762226754285	0.0665424674	0.1168767972	0.2260059816	0.130554104	0.15229715	0.10374369772	0.127757142781
a41	0.0712860348871	0.0826517348	0.128393003	0.2381432742	0.1238942854	0.148736213	0.0902994408	0.116595995401
a37	0.0566758408039	0.1418253684	0.1286013772	0.2361123084	0.1404681166	0.1507534282	0.0722466816	0.0733169015786
a31	0.0830186112549	0.1503456248	0.117853677	0.2272443412	0.14905679	0.131055904	0.06698527412	0.074439831095
a8	0.0567665500516	0.1061920536	0.1167437712	0.225395474	0.1217012788	0.130329556	0.1398216514	0.10304970074
a31	0.0695733588772	0.0574159576	0.1068491704	0.2254621608	0.1177329446	0.154384209	0.11346596108	0.155116242491
a23	0.051841047748	0.097582474	0.1099424972	0.231242912	0.1119107294	0.129247916	0.1364468556	0.131785563703
a31	0.0763770768944	0.0616054688	0.1188336152	0.2149139858	0.1157993482	0.1520792	0.11278407138	0.147607228612
a8	0.0500955529532	0.1206468262	0.1052691214	0.225583274	0.1014893732	0.1220271324	0.1372745692	0.137614160756
a31	0.0851937036438	0.0679767112	0.1226152156	0.208655854	0.1118946996	0.1446862	0.11124048388	0.147737098025
a24	0.052209021406	0.1294477426	0.1051576232	0.231022796	0.0973310762	0.11611916	0.13430520372	0.134407388634
a31	0.088734205392	0.089940794	0.125608534	0.2044491952	0.1105327806	0.135722693	0.0974975476	0.147514252675
a24	0.057725530594	0.080733619	0.09310802	0.237653872	0.1084419492	0.129871296	0.1461363442	0.146329350261
a46	0.0881893617866	0.08425433	0.1071144378	0.1884337166	0.1096543538	0.150755014	0.10543625708	0.166162538886
a24	0.133777161048	0.0704629216	0.1062485182	0.2168583676	0.0960919924	0.129603347	0.10252513536	0.14443257228
a18	0.058811968418	0.170820645	0.1146241852	0.1774132392	0.095648646	0.135682018	0.09015005264	0.156849258774
