 	sto	ancora	cucinando	</S>
a20	0.455041508	0.1701068106	0.1582830136	0.2165686784
a31	0.22562228538	0.4436846928	0.248136107038	0.0825568773154
a37	0.223083879492	0.5725342156	0.152769216259	0.051612682604
a20	0.250255250376	0.41206569	0.12485488622	0.21282419034
a31	0.219851140901	0.4871733876	0.11060950788	0.18236599986
a30	0.221319266232	0.1295712564	0.39275607556	0.256353419871
a46	0.21716292205	0.177110161	0.40391686814	0.20181006366
a31	0.264342677859	0.268099759	0.3402809072	0.127276633734
a39	0.1568763682	0.2245653946	0.350026268	0.26853195
a15	0.14937857854	0.2346168444	0.450215592	0.165788972
a20	0.2359930939	0.24374342	0.396037093	0.1242263778
a22	0.289520757198	0.191595708	0.4270042988	0.091879256
a31	0.2830233982	0.25719609	0.3348340592	0.12494648768
a46	0.2166294566	0.137589818	0.474121102	0.1716596034
</S>	0.23405778366	0.145993926	0.4736044908	0.1463437908
