 	vuole	vuole	mangiato	caldo	</S>
a37	0.2196351142	0.080071887	0.340906042	0.2151390612	0.1442478674
a31	0.16193000554	0.29541665014	0.0508543212	0.4653295405	0.0264694532
a41	0.366806396934	0.07603048364	0.04151488596	0.4978465883	0.0178016151782
a31	0.1565295617	0.0574636434	0.0926634526	0.5481073692	0.1452360094
a11	0.298253086826	0.152162249788	0.070308957048	0.441152126	0.0381235851
a20	0.05675168372	0.18383095124	0.1486800246	0.4584443116	0.15229300374
a31	0.1411111842	0.17539108832	0.229040806	0.298580152	0.1558767468
a18	0.1319836176	0.1907477368	0.1977715164	0.3614182044	0.1180789238
a31	0.1530927582	0.14544770548	0.2667808214	0.370478166	0.0642005508
a20	0.246196062	0.192122948	0.258382634	0.174942412	0.1283559594
a21	0.1798915864	0.1359005554	0.1564169502	0.395321888	0.1324690044
</S>	0.1852821972	0.1680480332	0.1987889878	0.315250168	0.1326305992
