 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
a31	0.06005191144	0.02288502772	0.03188206998	0.0846725745	0.0695179218	0.073792216	0.413646616	0.2435516636
a3	0.0550982380953	0.034025401714	0.117159616206	0.307598088032	0.092889137464	0.086396002232	0.28999064734	0.0168428527348
a17	0.0061339343868	0.0188814075	0.12387234164	0.40534962	0.10637920802	0.286242346807	0.0422077879992	0.0109333722912
a28	0.0302525738412	0.06426258266	0.092301609486	0.27340351612	0.14421058426	0.204262707605	0.15860483726	0.032701592822
a20	0.0421546524356	0.11246779008	0.0830925212068	0.17010315816	0.102796769	0.183544200599	0.28053376564	0.0253071478972
a24	0.054263490976	0.081841480208	0.08072291782	0.100863798	0.07686108676	0.14642326249	0.4475088688	0.01151514101
a46	0.07211004623	0.05107255535	0.0622596347	0.08886203358	0.08457819718	0.127115907802	0.49520119416	0.018800415966
a19	0.08575500588	0.049267484082	0.052515366606	0.075980221954	0.09040028932	0.111436737258	0.52730885598	0.007336037664
a46	0.099319397704	0.0574646858	0.04129494264	0.187795414	0.06026979506	0.059835207162	0.48220993848	0.011810644102
a31	0.14698109772	0.0666736928	0.0529216396	0.1190104585	0.0439204592	0.04280012484	0.51567882056	0.01201373796
a7	0.053992757372	0.04103021332	0.0572503948	0.1325247543	0.07803764786	0.1084901738	0.4908671156	0.03780694088
a27	0.14640410358	0.0925865548	0.04752047172	0.0933296692	0.0881393606	0.06273441054	0.446520791	0.022764636
a11	0.21667929782	0.162606115	0.05883818686	0.083681188	0.0407632098	0.0523296307	0.3662423046	0.01886004641
a18	0.21111420364	0.1888205358	0.0515474041	0.084837908	0.0393221316	0.0462349194	0.3592954082	0.01882751906
a31	0.22212903948	0.2088551824	0.04855732292	0.0743338032	0.0401114574	0.0493490866	0.3353304494	0.02133365538
a27	0.0934569194164	0.1762750824	0.0539934432	0.1087090058	0.08291221108	0.11420182836	0.328283758	0.04216774418
a31	0.170480994694	0.24123358086	0.06101223008	0.0868249222	0.0699270317	0.07727370292	0.2665527206	0.02669481386
a20	0.0630294123568	0.1719921709	0.04415824664	0.0902039224	0.0959735888	0.1265964946	0.3014763664	0.1065698236
a11	0.175269670396	0.22139632494	0.04816449388	0.077674444	0.088477777	0.0970830684	0.242213617	0.04972057648
a31	0.142866960964	0.213277513	0.0642130504	0.0591334384	0.0630293112	0.0728615452	0.2773679354	0.1072502557
a20	0.077414732618	0.12648412358	0.05998698428	0.08618149	0.101838577	0.1394034218	0.267845171	0.1408454862
a31	0.163406329196	0.18721731146	0.05994816268	0.0722077242	0.08041269	0.0989311652	0.1999368812	0.1379397186
a39	0.06286273184	0.13144923106	0.07605337234	0.0754699946	0.1178638462	0.1579994624	0.204696926	0.17360445292
a31	0.16458252492	0.1465181932	0.0741115188	0.0762797262	0.0838299854	0.1069530274	0.1690505418	0.17867447
a8	0.07581283206	0.14124816234	0.0845323286	0.0964303404	0.128399633	0.1587091818	0.152499868	0.16236766846
</S>	0.154044706594	0.13312256736	0.07547050868	0.083923882	0.1089190004	0.1288979228	0.1279963324	0.1876250754
