 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.441568918	0.16787284996	0.183711176932	0.021611352408	0.066975631994	0.019275381064	0.03452470166	0.06445996239
a31	0.13321826854	0.072050965124	0.06295570648	0.19020533896	0.19097320899	0.24976355702	0.0929342768612	0.007898692046
a15	0.200589935627	0.139459225678	0.22901660126	0.02454614958	0.158056068041	0.182576685763	0.0555141062467	0.0102412610879
a20	0.0229132174178	0.0050903643077	0.3004728374	0.1018211256	0.328731387367	0.161368315418	0.0743673177796	0.0052354016252
a11	0.0880364729	0.093073016442	0.3499612756	0.1122182098	0.183605211172	0.040073954402	0.0961441316714	0.03688769516
a31	0.1316679056	0.080291943894	0.2322850068	0.1371274068	0.2331482508	0.037135785	0.0900848003028	0.05825888204
a39	0.17462080402	0.09338170206	0.254756682	0.174298304	0.11597875086	0.1147489974	0.0392925237328	0.032922194568
a46	0.19783523834	0.0973781067936	0.1167623424	0.097448794	0.11864460246	0.20204386326	0.10496889085	0.06491810695
a18	0.2612846662	0.072525195994	0.1366862878	0.090923382	0.0963426287	0.1810103852	0.10152613825	0.05970131452
a31	0.2173472366	0.051582118008	0.0912917436	0.0730339866	0.1179041	0.1126246044	0.13073816231	0.2054780448
a13	0.1925681134	0.07418639804	0.140295895	0.0654006196	0.1374736668	0.090864934	0.1293223266	0.1698880202
a31	0.1647246618	0.0568665555	0.1091942418	0.0469069236	0.152184533	0.1015605922	0.1616276938	0.2069348024
a46	0.156409588	0.11998771434	0.1142308638	0.0704707458	0.1561654962	0.115605174	0.133772043	0.133358362
a31	0.0861281028	0.07122718426	0.108611651	0.07940494	0.12535667	0.0930887904	0.197708062	0.2384746016
</S>	0.1320059342	0.1429278118	0.1154855	0.082824336	0.1417758476	0.10399377	0.1239287764	0.157058033
