 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
a39	0.22190551246	0.161227042	0.02032259272	0.00567409722	0.008213265456	0.005910834814	0.002630591552	0.001494120354	0.011384941562	0.012231252972	0.02977368607	0.064382616612	0.118765852488	0.12005450084	0.21602908886
a31	0.0712882532693	0.0341586537466	0.023044129146	0.0246444264764	0.06672023916	0.0872330684116	0.04071213806	0.0105437298874	0.026720520129	0.1830911748	0.018144603636	0.130596646	0.2096786842	0.04935679332	0.024066922716
a8	0.008625782118	0.208837757153	0.02659535054	0.00554254485325	0.0118175894154	0.0358692843673	0.010939620428	0.0245772543993	0.058254575016	0.16454339988	0.05663463458	0.20486487584	0.1260637572	0.025959246547	0.0308743400054
a31	0.00491025975744	0.0280262421496	0.0269707858926	0.0175211028002	0.04830743514	0.0838716357439	0.0908075598	0.04617075129	0.11406928992	0.1168556022	0.0462031058	0.1848291554	0.0714298718	0.0774576912	0.0425695484786
a20	0.0140837305876	0.0161364772909	0.0075597754824	0.00399441160955	0.01339284219	0.0393087525481	0.044491618888	0.0425024743474	0.107285058036	0.05802925214	0.02090614386	0.1848790808	0.31297379696	0.105191265508	0.029265337188
a31	0.0643140133491	0.028496353608	0.025699903552	0.013844331868	0.03243611182	0.0944479200872	0.1085805694	0.0863354714655	0.0603726104	0.0888926526	0.011538296456	0.1101222036	0.110987763	0.1283497593	0.035582042616
a13	0.0967079147898	0.0801976612985	0.0357461738704	0.00493065037473	0.0112286043	0.0291401588833	0.04100170476	0.0247511853872	0.11099628748	0.0553308516	0.02016993314	0.1049925016	0.12230276308	0.234833733	0.0276699032
a18	0.0829369903442	0.053363045548	0.04475804466	0.012747596352	0.01228175822	0.0654654663841	0.06155690364	0.0322196819423	0.05792449326	0.060430453	0.0120478019	0.1276493158	0.171126977	0.1281859642	0.07730550152
a31	0.100616128116	0.0656473098074	0.058989359264	0.0136397089871	0.0106737359	0.0410327952297	0.026959735694	0.0399654929004	0.08572031646	0.0485113496	0.02603357582	0.0794688594	0.231274652	0.1130816273	0.058385362
a20	0.03003086122	0.0685452551517	0.006325444264	0.0048263073466	0.00662365566	0.0143051607289	0.02461543392	0.025134550694	0.1264638212	0.098318992	0.0481565344	0.0799799596	0.1531294052	0.1666182716	0.1469263424
a39	0.13447064855	0.03751535794	0.012307539006	0.01262638435	0.00558373414	0.02600852519	0.03449158914	0.01128525265	0.0446867436	0.0493188444	0.01213298274	0.0809758186	0.18048684088	0.1342968704	0.22381289662
a13	0.089648913808	0.109577947096	0.015032887338	0.00934693474	0.00552187998	0.016038119538	0.01302117824	0.01835298268	0.0711864014	0.0655197256	0.0254798092	0.0735350248	0.2236709024	0.1155764502	0.14849086698
a31	0.08715056466	0.0640822564	0.01158055292	0.026392720344	0.00819775856	0.0238886445468	0.03178193282	0.025072212264	0.04337608636	0.0432266974	0.03143545394	0.071815158	0.3429751156	0.0870628722	0.10196195176
a18	0.023976778	0.07957346484	0.01691927832	0.01288144794	0.00822000482	0.0133162537	0.03985719112	0.02103829572	0.07098803448	0.0984506405	0.0346698608	0.0915208354	0.251681996	0.0906985304	0.1462073912
a31	0.08699247346	0.0384422734	0.02100150392	0.01832004944	0.01903387094	0.02075312386	0.03070194764	0.0153208329	0.1027131037	0.05519386234	0.01694221394	0.118885895	0.2060906572	0.0842922847	0.16531590694
a37	0.0224572235	0.024263188	0.02066526198	0.01714883676	0.0172810276	0.0183848384	0.10269763656	0.03665515876	0.0434525616	0.0855510756	0.0426496026	0.0760969304	0.2437720328	0.0663570952	0.1825675286
a18	0.02608078156	0.029712987	0.02408742286	0.0259892124	0.04815036838	0.02901193084	0.0425910208	0.0320153102	0.1668647616	0.0746813214	0.025924825	0.0856702828	0.203218548	0.0674979108	0.1185033064
a31	0.04410807306	0.0328975372	0.04272128772	0.0411743862	0.05519004974	0.02485564366	0.09056221248	0.032244825	0.1075066	0.0823598094	0.0342734438	0.0940165704	0.1873689146	0.060215052	0.0705055828
a20	0.0301861264	0.04416983526	0.03890277906	0.02578291038	0.03063556008	0.0215712749	0.09040327268	0.04984895756	0.0762270758	0.0980266256	0.0435372394	0.0591420602	0.200810237	0.055397612	0.1353584634
a31	0.02609123138	0.0336678732	0.02808379352	0.03086723586	0.06753683888	0.03199390954	0.05483791472	0.03648993234	0.1673866668	0.0651638356	0.024141215	0.0885343086	0.1883094162	0.0830334294	0.0738624066
a29	0.0444731642	0.045003772	0.04733065046	0.03044334378	0.0374269218	0.02786016492	0.08510016436	0.05588047046	0.0863511914	0.0795584584	0.043001958	0.0498932954	0.1751732888	0.077503578	0.11499958
a31	0.0326876844	0.03531828052	0.03589852376	0.05200344726	0.09432890884	0.04873794486	0.07379392932	0.04584732788	0.187651754	0.0496600264	0.02788233034	0.0518079108	0.1541501478	0.0574764098	0.0527553812
a11	0.058028757	0.05389377252	0.05385823222	0.03552734856	0.03382255604	0.03375575684	0.0885879301	0.0573629435	0.0927596528	0.055824726	0.0412654202	0.0456466136	0.1655436548	0.079869739	0.1042528964
a31	0.0392158052	0.0391415284	0.0371371222	0.05440673508	0.0993077916	0.0566829148	0.04922826728	0.04696833446	0.178071746	0.0406003752	0.0286749298	0.0535706746	0.1393498534	0.0680648952	0.0695790792
a20	0.0564575166	0.06207379356	0.055853123486	0.03327189384	0.03548138548	0.03316512632	0.06795514068	0.0581148154	0.0945206944	0.0519234622	0.0406288876	0.0417653738	0.1565780282	0.087845349	0.1243654248
a13	0.0401415086	0.04557574074	0.03861632252	0.06880897766	0.10331601792	0.0673830828	0.0430406858	0.0469376556	0.1717771504	0.0380042808	0.0276455737	0.0467927146	0.1174014652	0.063237732	0.0813211038
a20	0.0586396656	0.0568371826	0.07949882892	0.06819912314	0.0378515635	0.0611756766	0.0442210662	0.0578624935	0.177143728	0.0398363718	0.032099601	0.033106746	0.1038401354	0.0630768568	0.0866109828
a31	0.0472950622	0.0575524378	0.06467362912	0.0730711382	0.0586074568	0.071148184	0.04696828314	0.0570945437	0.144296239	0.0425830768	0.0328029012	0.0400691556	0.1159294696	0.0659294732	0.0819789596
a20	0.0688577778	0.10667553908	0.0502280956	0.05251774724	0.03035251222	0.05181885448	0.04962764012	0.05891858524	0.103478896	0.0398407306	0.0353827384	0.0326639588	0.11339850074	0.1114935574	0.0947448906
a46	0.0496078464	0.0463507754	0.05483060734	0.086641096	0.07725860106	0.0814301478	0.03896940768	0.0560671354	0.1447649398	0.0432065166	0.0362239148	0.0416106898	0.0948155668	0.06463582	0.0835869308
a31	0.0576569544	0.0464638322	0.0640048434	0.0834466768	0.03585252634	0.0804685612	0.03975649144	0.0536651584	0.121572173	0.0549029874	0.0461828962	0.04905441	0.1064016432	0.0784949116	0.0820759278
a46	0.0829159454	0.13302292688	0.05381968254	0.0643171092	0.03215412128	0.062144661	0.045762805	0.0546276154	0.0907157972	0.0367548124	0.034088923	0.0311566984	0.07650486134	0.1316398734	0.0703741716
a31	0.0532280666	0.0485429351	0.0540647606	0.0897993608	0.0438787418	0.081809187	0.03888660231	0.0561875266	0.0938101918	0.0596390726	0.0481968716	0.05387103	0.10183578	0.080779222	0.095470682
a15	0.1014577168	0.14488074486	0.05937526748	0.0588630924	0.03188206634	0.0552421772	0.040130857	0.0457638098	0.0805426768	0.0362234448	0.03344884028	0.0322669848	0.0596861856	0.1458005462	0.074435601
a31	0.0533989828	0.0473085723	0.059425825	0.0865719434	0.0497613298	0.0729845376	0.0356442649	0.0477658404	0.076566533	0.055392798	0.0428974874	0.0532088544	0.0968681296	0.07659409	0.1456108078
a22	0.1124532394	0.1507881264	0.0598743806	0.0569694139	0.03088620612	0.0531453236	0.0388811188	0.0417770522	0.07365506	0.0353004788	0.03221616408	0.03170807006	0.0547502612	0.1527033148	0.0748918226
a31	0.0802335982	0.0397845455	0.0463069108	0.065060992	0.0401357543	0.0602961014	0.036583200772	0.0461629918	0.1287859522	0.0514085254	0.0406387558	0.0533030694	0.09395361	0.0760961346	0.141249839
a46	0.1437597094	0.1622448603	0.04918755824	0.04824863156	0.02706033828	0.04523140426	0.0384365268	0.03908728268	0.0677728522	0.0351073496	0.0320091592	0.03041193508	0.0510852726	0.1532394148	0.0771177202
a31	0.0995057894	0.0501493948	0.0598375662	0.0629328332	0.06523225	0.0626306822	0.04483794178	0.0485901128	0.0884405514	0.0476280704	0.0441337442	0.0547809398	0.0935019018	0.0892536296	0.088544609
a18	0.1583563088	0.148511454	0.04594894788	0.0450113882	0.0269956454	0.04310634246	0.0343356848	0.0361774777	0.0647489014	0.0354969478	0.0323615628	0.0320005196	0.052774522	0.1651110036	0.0790632658
a31	0.11475773	0.0557747652	0.0748940932	0.0567796064	0.064339992	0.0589126726	0.04643118968	0.050173337	0.0956611538	0.047526898	0.0439785858	0.0479938324	0.0871769186	0.0814930352	0.0741062036
