 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
a31	0.16891896324	0.0694888725	0.1372953012	0.09255969608	0.0742695236	0.085889728774	0.04089075772	0.077942716358	0.252744470626
a24	0.07820237802	0.060306457126	0.1143281086	0.4103357728	0.1465979876	0.0443276801	0.13785102748	0.0047982364	0.0032523460944
a18	0.280215393827	0.231023450068	0.258874454	0.091673509	0.063744607	0.0386317040524	0.011094667932	0.0099037073596	0.0148385005122
a31	0.19960678278	0.111414284626	0.1515574768	0.09980835204	0.1693226732	0.223007176778	0.032490964766	0.0051148514466	0.007677445342
a37	0.07724629362	0.0538400195604	0.1552111468	0.25064522128	0.1429775622	0.24265706774	0.06454859196	0.004016345466	0.008857757812
a21	0.119262293379	0.049248000625	0.116481424	0.240667841008	0.06158477	0.265993845	0.114934637303	0.01438318118	0.017444009898
a31	0.077836688188	0.14229577803	0.1096238112	0.203377359812	0.0663937718	0.229534964275	0.152927584428	0.010071860952	0.007938185756
a37	0.1073609273	0.100613211184	0.149745614	0.1023058302	0.1083937352	0.180486064934	0.20746647428	0.0255565132	0.018071666366
a19	0.077865034888	0.1036436666	0.1158185944	0.1293579442	0.1056355016	0.14163595168	0.257805022654	0.03402223356	0.0342160391
a37	0.05934682774	0.15277237172	0.1042675586	0.1586112464	0.1116348776	0.082141722254	0.211745931184	0.06977094838	0.04970850059
a31	0.0599033294	0.182599747	0.067668518	0.1760226842	0.08293186106	0.063312422884	0.17157960813	0.106284360604	0.0896974341386
a39	0.0768023966	0.1141202686	0.12426113158	0.1099437086	0.0859331644	0.11201756336	0.21387302046	0.101626772488	0.06142198138
a35	0.0810152024	0.0985793777	0.126060682	0.140012806	0.0701853632	0.083297525932	0.135120634296	0.11582180864	0.14990661163
a20	0.0394642808	0.1775560796	0.0830823628	0.1921114196	0.0739883698	0.06784091739	0.135790276558	0.115109031344	0.115057274638
a31	0.0428098432	0.198939623	0.0818618066	0.1795224716	0.1102899414	0.067065575154	0.118080395836	0.101499806659	0.0999305392673
a33	0.07237650814	0.1167742402	0.16840490934	0.143717821	0.1215877198	0.087625093904	0.13951783148	0.08204086569	0.0679550035928
a23	0.0548921966	0.083534950852	0.1410877488	0.1866893878	0.0877941776	0.07973655198	0.0975794555012	0.111662955918	0.15702259888
a31	0.036082777	0.09195276252	0.1111178856	0.2218805188	0.1581171348	0.0855413723104	0.0915443875748	0.0940916759408	0.109671483835
a37	0.0724579618	0.0984020048	0.20428011468	0.138223118	0.086989353	0.087668857636	0.07580701514	0.08861872144	0.147552837572
a31	0.1069457702	0.1290970564	0.1958993208	0.1830772798	0.1324292436	0.0616732912046	0.0399570037132	0.067027442898	0.0838936004088
a3	0.066993029	0.0950357054	0.187266515	0.1170321184	0.1473295322	0.088500761636	0.074265736042	0.124570369552	0.0990062453488
a11	0.2031281768	0.119244046	0.1847031812	0.1810627322	0.068611552	0.0325863400266	0.0415840021214	0.07797472985	0.091105210342
a31	0.1300545568	0.1650116484	0.18882918	0.20134863	0.069825466	0.069213010014	0.0515358863985	0.062094432946	0.0620872019272
a37	0.0943018214	0.1353133624	0.1922800916	0.120816941	0.072739128	0.070794054488	0.0667293832948	0.128064981302	0.118960211789
a11	0.203366286	0.127922418	0.1553940168	0.185780068	0.0558438424	0.038332168804	0.0465251110756	0.060263928364	0.12657216016
a39	0.169006198	0.1538856462	0.1546201648	0.189791362	0.0564225784	0.062155162824	0.0514136779303	0.0576465187	0.105058655336
a20	0.107796158	0.1413916656	0.199328482	0.1967943426	0.0580172616	0.0840574227066	0.048339043811	0.056139870808	0.108135736609
a44	0.0838379722	0.1518922452	0.189363306	0.1964329954	0.0598817834	0.09495921945	0.0460757545552	0.05333822064	0.124218484743
a31	0.110836698	0.0682748562	0.232896622	0.2090803274	0.0609767	0.0835497091238	0.0497128696676	0.050481276208	0.13419096639
</S>	0.1114193808	0.1308741042	0.159654316	0.1210757592	0.0702494296	0.0728573373188	0.084011658632	0.10372140823	0.146136609628
