 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a31	0.03672594228	0.02319971386	0.10510187486	0.01940072	0.0346717561	0.037607424292	0.042779410312	0.01854104828	0.02337553864	0.01671139944	0.02082501562	0.050951699746	0.03951282424	0.053810909328	0.05767331022	0.02448181248	0.04155706746	0.06512370346	0.0464698068	0.0660822684	0.1753967465
a17	0.0519295934871	0.018424796586	0.05317887898	0.00913671743596	0.02753752065	0.03275681378	0.0808422134	0.029787383728	0.0400610002	0.01284270294	0.018320873106	0.05126480404	0.038342204915	0.00337246547	0.181771187773	0.05258403024	0.16850735212	0.0447033657	0.066849300707	0.0109873639964	0.006799465057
a31	0.0253188373042	0.0225384809274	0.0310388426766	0.0171100209668	0.039279572352	0.14122290116	0.0349284412	0.0379545623586	0.0966774991	0.01751317594	0.01144943834	0.02170731196	0.048306727304	0.0375790589406	0.0725723222224	0.03868922446	0.121034178	0.13854453624	0.0243871743528	0.00518804040973	0.0169596969782
a17	0.0297563960264	0.0194241802601	0.0479265664112	0.01221495124	0.02513405278	0.079993229834	0.06172908845	0.033475901492	0.118770529474	0.01219081991	0.0227144839658	0.0485943038228	0.0330834757743	0.0301707857352	0.0831127757996	0.0209495384	0.0588164108	0.04940375104	0.200878904	0.0061929148708	0.0054669551192
a31	0.0192150227622	0.0212161181748	0.0622984981494	0.0227734683589	0.0669293811	0.0668575562	0.1279677204	0.0457715359944	0.0891913935	0.0324491376	0.02367944544	0.0563755308	0.03396496596	0.027487668539	0.0613811539884	0.037492186	0.0679780621	0.03704285734	0.08725316344	0.0043663584224	0.0083087835315
a34	0.026058416374	0.0277599581021	0.0702424809624	0.0209274073422	0.02582565098	0.02276349672	0.1627477106	0.100250580648	0.04134384504	0.0180824772	0.01286833112	0.031864867	0.02089898936	0.03176179451	0.043857859857	0.0327174362	0.05537025298	0.03090869008	0.200922380514	0.0034621476088	0.0193652216352
a1	0.011520374276	0.03528588374	0.0553497347338	0.0198845555666	0.0429921162	0.0383458948	0.149649798	0.151673759214	0.0763743534	0.03763120132	0.02772312554	0.064663316	0.034708223706	0.0259646019482	0.035961017466	0.05222150584	0.06502175034	0.0200371068	0.04433797424	0.005766880234	0.0048868219456
a35	0.0180004764995	0.0175390727956	0.042985345241	0.0155846531036	0.03147043202	0.0780104602	0.1998079946	0.0760266630186	0.0745391925	0.02537621284	0.028019535746	0.0518168614	0.02183695886	0.0218641657649	0.047847428524	0.05061285642	0.03817178546	0.0350888764	0.10232168496	0.008484177677	0.014595139786
a31	0.013170518686	0.0437627227307	0.091229447994	0.0129288267586	0.03109545812	0.04548557714	0.1755790198	0.075654602426	0.0618378514	0.02860003338	0.02842095124	0.07249756962	0.04204966388	0.020412321009	0.042964787086	0.0537178577	0.028232283	0.02679385334	0.09007790588	0.008054297439	0.00743443516
a20	0.048976248646	0.025277046476	0.06308233904	0.020065669108	0.059727824	0.0928732244	0.163218624	0.035772601286	0.036140734	0.0426344992	0.039588060698	0.0468594748	0.031949483494	0.0213834159828	0.01145280747	0.05327179082	0.0477955049	0.037889967	0.0943103578	0.01026946024	0.017460854188
a17	0.07115641712	0.014993044612	0.0513474419	0.0108188416618	0.04996569286	0.07216179456	0.162796929	0.052308313854	0.04131473467	0.01584494824	0.023409162308	0.03651887142	0.037248426038	0.01870241347	0.0479672198448	0.063251000712	0.04887015364	0.0515393424	0.10185327726	0.01350495022	0.01442700904
