 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.0533023485	0.030900139554	0.01496287034	0.3322512454	0.1811947006	0.2301077614	0.15728094266
a20	0.011489882866	0.0935454876	0.4790270954	0.2258457506	0.014001415608	0.056398169308	0.119692197344
a35	0.0182812836578	0.325735057506	0.24608810766	0.11060776954	0.0528516978574	0.21516163134	0.031274436418
a20	0.016163303644	0.152429714044	0.3510596228	0.107397395	0.0193072363	0.1906136006	0.163029157194
a38	0.03100169091	0.118807136957	0.3124321764	0.123306476	0.0276269278	0.30051165456	0.0863139439454
a31	0.10774913544	0.109431108336	0.2246092238	0.0797395094	0.105663992	0.28953813046	0.083268857641
a18	0.0346890140972	0.138255412814	0.1792883632	0.0821216020832	0.228075298107	0.205670421224	0.131899923888
a23	0.024509445726	0.0973971865646	0.2023310126	0.089506629	0.2846165088	0.1971803013	0.104458948319
a24	0.036867606884	0.111181353458	0.2028977422	0.1198203372	0.22102504896	0.2574323367	0.050775574042
a37	0.053410265732	0.118882647641	0.1937657654	0.1366171696	0.1509237864	0.21530819746	0.131092193965
a20	0.051756454878	0.13077593605	0.1966234648	0.1544327654	0.1266046474	0.215548829008	0.124257914655
a31	0.05201603356	0.11694983264	0.2094513634	0.1720020932	0.1087760864	0.18443809816	0.15636645614
a20	0.014180117482	0.174932372943	0.1950288586	0.22999346432	0.20546696094	0.09028377974	0.0901144874072
a33	0.03332032684	0.0961636399	0.2232509	0.1356054168	0.11236635	0.1831038442	0.21618950332
a31	0.041273027	0.200368246	0.1166828346	0.2369357466	0.104232116	0.12299984588	0.177508199748
a20	0.0280826008	0.190814802	0.275362104	0.2073659954	0.1026772782	0.0910375652	0.104659692013
a31	0.0514910976	0.162756175	0.12310779	0.1756929552	0.149767006	0.1141115438	0.22307340226
a20	0.049811585	0.2175694466	0.1627705388	0.1958822598	0.102254154	0.09034719756	0.1813648108
a31	0.0652791154	0.1446097212	0.1057097376	0.207243717	0.15758319	0.104705726	0.21486879532
</S>	0.127204121	0.125410812	0.106421903	0.22276642	0.139061	0.097975971	0.181159768088
