 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.04536271612	0.205021406378	0.0399920916	0.1332982017	0.08037001474	0.13782731752	0.35812824688
a31	0.231880181408	0.125325400253	0.09508074548	0.27953590006	0.03758764058	0.18352127302	0.0470688071006
a20	0.04242459774	0.367101656362	0.10572534224	0.2443039555	0.029386079698	0.17732551694	0.0337328637168
a31	0.0563596338755	0.295108758762	0.0466420262	0.30192642108	0.0537871458	0.21984068112	0.02633534175
a20	0.0581379769832	0.338764388509	0.0318757642	0.19120567032	0.0697924817	0.2871225559	0.02310114149
a38	0.067562296982	0.194641801493	0.036114489	0.13884895994	0.0968736182	0.3764342944	0.08952456862
a31	0.17639532312	0.220237155574	0.0424900958	0.17022926436	0.1092398162	0.2306416642	0.0507666752
a29	0.0506329951355	0.251124181122	0.0862052098	0.17058118828	0.0806483568	0.3062329144	0.05457517176
a20	0.0797952802746	0.205374738588	0.0601840876	0.1914263508	0.1337704612	0.2296138204	0.0998352298
a31	0.14517994922	0.232169325684	0.047481725	0.20374121036	0.1525324681	0.1801807199	0.0387146474
a20	0.03512004198	0.227135681014	0.052419652	0.1580859732	0.19799938366	0.276144401	0.0530948192
a46	0.06559592135	0.211633892226	0.0439287298	0.1415882297	0.1788447407	0.2709592056	0.0874492818
a31	0.049155160866	0.204979779967	0.063964166	0.120179385786	0.1790639924	0.24622374114	0.13643378368
a20	0.0355338994	0.24647583436	0.0720137399	0.151679074332	0.15794407388	0.21677911708	0.11957426396
a31	0.09435107324	0.22273257024	0.09961767	0.10204444104	0.120477318	0.2650289646	0.095747945
a39	0.1488708801	0.2879641048	0.1021535474	0.10042350703	0.12165430892	0.07923880426	0.15969487248
a0	0.1330283408	0.2547692734	0.0881859648	0.10771233654	0.1249006978	0.1151813494	0.1762220686
a20	0.1080218506	0.23651784	0.0811121808	0.11164760905	0.1257482134	0.1953653596	0.1415869274
a23	0.0970344374	0.2211509286	0.0851237802	0.12262952258	0.112081966	0.2116730682	0.1503063064
a31	0.0615589895	0.2455427276	0.0775194376	0.11106629591	0.0999559724	0.19282503034	0.21153157214
a20	0.0868576624	0.2704944206	0.093524117	0.15341600644	0.12030578488	0.149831094232	0.125570927336
a31	0.160190176	0.2204106498	0.076555545	0.08733490054	0.1039816394	0.1249341272	0.2265929574
a46	0.218199366	0.273345325	0.1055008498	0.08898127994	0.08592861384	0.089718593968	0.13832595785
</S>	0.139806498	0.2125495926	0.088760231	0.0823867594	0.0939990908	0.0998916738	0.282606172
