 	credo	che	stanno	ancora	svegli	</S>
a31	0.179293366	0.1034596692	0.171481256	0.0807142876	0.1273820694	0.337669351
a20	0.174640171635	0.125473376336	0.189306201892	0.22948965972	0.187432359	0.0936582429172
a21	0.187128297577	0.0812633495126	0.0733484697468	0.30125241504	0.199856820618	0.157150610745
a31	0.134481711889	0.185657211618	0.1103510558	0.270597204	0.233798552835	0.0651142432899
a37	0.0833748369928	0.247275094355	0.162460609122	0.2298805388	0.222328675358	0.0546802529967
a31	0.251044681656	0.118385405836	0.105596334744	0.2618436824	0.214466446	0.048663465588
a13	0.177074028836	0.122530319	0.2364845996	0.2164275168	0.20766603032	0.0398174922
a31	0.199017834726	0.034083136706	0.1123964632	0.2924176852	0.2519430134	0.1101418424
a20	0.1348968544	0.0715035444	0.2517165126	0.208788786	0.1870888514	0.1460054592
a31	0.177119293108	0.0626755989	0.1907570542	0.1761249996	0.2308965446	0.1624265152
a39	0.1225657226	0.0902913022	0.255001772	0.1705713728	0.1728464602	0.1887233428
a18	0.18711030366	0.08600589948	0.20110961	0.1618799792	0.2257163712	0.1381778154
a33	0.1856040104	0.133868706	0.170513266	0.1285010082	0.190196459	0.1913165534
a39	0.15412852266	0.1080028982	0.196884926	0.121234146	0.228228466	0.1915210366
a31	0.273304976	0.1385255466	0.131340313	0.0999675238	0.193925978	0.1629356688
a39	0.183984722	0.1242243968	0.2535312428	0.129178923	0.179524886	0.12955582814
a33	0.229275195	0.1320593718	0.159789564	0.1114469996	0.218232818	0.1491960618
a8	0.233462573	0.2276941746	0.1460464476	0.0855343194	0.1774037988	0.1298587054
a31	0.3090971312	0.218690048	0.132436199	0.0915438352	0.137115201	0.11111757692
a7	0.172948956	0.1158914506	0.278946822	0.139179272	0.1832587834	0.109774706
a31	0.2524318564	0.1304627068	0.129658208	0.1182552108	0.20195726	0.1672348048
a3	0.211207181	0.1548694564	0.235965114	0.1336736168	0.1671864934	0.09709813208
a31	0.165128295	0.1629602724	0.154125694	0.132735831	0.2130219932	0.17202793
a13	0.242768314	0.141839811	0.203930692	0.12647802	0.16623664	0.11874651996
a20	0.151314334	0.1845817846	0.1584023688	0.129949228	0.202590368	0.1731619142
a7	0.267266004	0.118149308	0.141231573	0.131199886	0.196337534	0.1458157264
a35	0.234204444	0.12498528	0.1492980232	0.13900344	0.1993328736	0.153175975
a31	0.234546238	0.137202209	0.159546624	0.134404444	0.186906312	0.147394162
a20	0.213389756	0.1657488016	0.216340322	0.134118206	0.154210468	0.11619243906
a31	0.2125065572	0.123165227	0.147390258	0.142933762	0.214030091	0.159974118
</S>	0.249868008	0.1404612836	0.19196264	0.1364365758	0.160101368	0.12117012856
