 	forse	non	li	ha	a	casa	</S>
a28	0.2901005464	0.0575068306	0.0772113740682	0.094117989852	0.116326904772	0.147532128848	0.217204208102
a10	0.54518865941	0.194420989822	0.032908254704	0.196828009941	0.013862631092	0.0123223281208	0.0044691634746
a31	0.3694009422	0.2261276712	0.1033846984	0.16401215968	0.120565873394	0.00962187562062	0.006886764466
a21	0.39606542854	0.1932761434	0.085407632992	0.22644392339	0.08457946228	0.00489122905578	0.009336139924
a37	0.41287386474	0.1475606083	0.117116208402	0.210408639282	0.083460134612	0.0200719415651	0.0085086049669
a31	0.34716359896	0.2477264666	0.153702038453	0.0777928952736	0.030156822168	0.041562382852	0.101895784799
a37	0.450076548586	0.17807559386	0.106308486504	0.157621259729	0.0601480763	0.0225202224286	0.02524981878
a31	0.353842101656	0.08258417692	0.133190636316	0.153232589393	0.159902887048	0.054182941636	0.063064690426
a37	0.422354079636	0.038227232326	0.156565274849	0.19992389535	0.0947605587	0.059101400034	0.02906752894
a31	0.49120926904	0.0285156615	0.0655859624458	0.145531987592	0.14943169864	0.08570155251	0.034023877794
a21	0.40971951272	0.033865454064	0.090856512468	0.174414187083	0.14691794336	0.109051788588	0.035174622698
a31	0.42580740184	0.07946824474	0.116234011646	0.0899609310728	0.13461997928	0.1171373192	0.03677213004
a20	0.391273116	0.05746246992	0.083405880057	0.0880626775456	0.10424098124	0.11981601474	0.155738872968
a31	0.27588232665	0.130050932	0.133665827304	0.102697172676	0.1056015774	0.1110312562	0.14107085888
a37	0.3028263482	0.10311012026	0.0946551910834	0.0900244010582	0.11269632624	0.118430087264	0.178257508191
a33	0.248320773	0.14695892618	0.126906955092	0.09739662166	0.1030260966	0.1052200514	0.1721705929
</S>	0.2652566004	0.1307564846	0.106527271014	0.086784565672	0.09051727274	0.10133259	0.21882517754
