 	è	che	è	entrato	da	qui	</S>
a31	0.3527950866	0.1423340632	0.0367741039	0.1725501821	0.0430188614	0.08124454	0.17128319174
a7	0.21218741074	0.116076701	0.06422110048	0.17192054304	0.12678676872	0.17938695708	0.12942052448
a18	0.0628172009838	0.08728929558	0.234525847764	0.297504734	0.0654486966	0.1221354723	0.130278735199
a31	0.13122946512	0.25149320628	0.22537316298	0.239696853	0.0158233227	0.110216661422	0.02616733214
a46	0.1581668984	0.18155152604	0.23434230166	0.2315222234	0.047422046	0.0504136176344	0.09658138466
a31	0.29094638572	0.11046250258	0.1457876762	0.156921972	0.1235973979	0.133392227556	0.038891852618
a39	0.2955625196	0.12891110824	0.03499872106	0.1820646326	0.1963810114	0.05943097256	0.10265096364
a28	0.219325649424	0.104689421202	0.050345453298	0.0369478073	0.18407237136	0.21162982	0.1929894828
a31	0.24475778086	0.144901723452	0.047512319806	0.0504474398	0.063762954	0.2187844954	0.2298333188
</S>	0.1205776194	0.117519337	0.04248441022	0.1579461382	0.066101724	0.181929654	0.3134411482
