 	la	casa	la	costruisce	il	mastro	</S>
a20	0.107560512	0.118090344238	0.117847305592	0.1155091494	0.139546816	0.1991246075	0.202321277
a17	0.168577857696	0.012934322168	0.01459329018	0.1572064295	0.02268661644	0.4532298088	0.170771643738
a10	0.040016542758	0.00812490520368	0.150212323732	0.13065646946	0.0532535392826	0.6010199156	0.016716309736
a24	0.00599548924	0.0059802641298	0.01201249478	0.14906664862	0.07574934395	0.69255693	0.058638854
a46	0.03953266448	0.014278667481	0.008245645732	0.11595828928	0.057860980404	0.565608076	0.19851569612
a8	0.047091795032	0.0045735429172	0.00994599998	0.10062803678	0.06860100956	0.595923332	0.17323629818
a14	0.22229200284	0.009329984866	0.01755288424	0.1117448211	0.097795342	0.348655336	0.1926296428
a31	0.23597430758	0.021489556292	0.02570423592	0.1865268892	0.2010659858	0.271252432	0.0579865964
a20	0.12869608892	0.032567397662	0.01952374382	0.2262383694	0.1438634638	0.385635935	0.063475
a41	0.1663983646	0.015432238474	0.01898698624	0.16215851854	0.08818190874	0.388376727	0.1604652348
a29	0.1911268836	0.02785454936	0.0338327058	0.2113346122	0.1288991986	0.354788256	0.05216380646
a31	0.2025775894	0.03794315404	0.04135480332	0.225219208	0.127488605	0.2804280924	0.08498855388
a30	0.10730303416	0.05633666617	0.03152103152	0.3036516284	0.102403906	0.339882818	0.0589009037
a31	0.1500021464	0.0816720218	0.0766872582	0.207990112	0.1851980478	0.2066551582	0.0917952262
a28	0.100933825088	0.110662674443	0.0580945952	0.315162342	0.0799335268	0.2179338284	0.11727923838
a31	0.1644637088	0.1373158064	0.0853669552	0.261318324	0.092021879	0.1324014686	0.1271118538
a17	0.16136263534	0.099079590572	0.062939808	0.2274955494	0.0579998556	0.180515128	0.210607482968
a20	0.1337878422	0.10162552322	0.074085749	0.198457089	0.1045629256	0.1799529046	0.2075279722
a31	0.1564775569	0.09987416936	0.086484711	0.244026732	0.1175260168	0.1147560082	0.1808548044
a20	0.13435282596	0.085874726378	0.07421868864	0.2231578504	0.0807086982	0.1636139422	0.2380732586
a29	0.147434676	0.09781525174	0.0732730066	0.1616607252	0.1032792334	0.1762723756	0.240264731
a31	0.16483805114	0.10496877365	0.0953841072	0.20169959	0.1315575728	0.129125019	0.17242690932
</S>	0.1194137104	0.09531227605	0.07847685256	0.2274336212	0.09448216	0.16909388	0.215787501732
