 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.2698421746	0.01888445218	0.102544499891	0.0099082046872	0.018992628344	0.281684830838	0.298143252852
a46	0.4327292634	0.405656380096	0.02221692378	0.03853282672	0.0020702834	0.0533617801345	0.0454325627222
a31	0.1534270524	0.352680732246	0.0232508906624	0.06111427478	0.0174919559679	0.142689586102	0.249345515466
a17	0.320999154	0.235298754512	0.0096418798724	0.0547254444697	0.0042579576072	0.183180810552	0.191896000714
a37	0.2220819542	0.272298138487	0.02026967896	0.20292880934	0.014862630986	0.167284187987	0.10027463647
a31	0.3007463738	0.211732768918	0.0952986608	0.1341907943	0.027271429366	0.101699275672	0.1290606622
a39	0.240312191	0.136671422572	0.0797762574	0.1308975702	0.023925511446	0.17979666274	0.20862034196
a31	0.2071703666	0.049365101598	0.1243671876	0.220161505	0.08317651024	0.17806977451	0.1376895548
a37	0.0818235936	0.198891376452	0.1449316762	0.10100875306	0.12948500452	0.13214798614	0.2117116122
a31	0.084374049	0.111109824266	0.151984905	0.1669887408	0.16226129304	0.2277406374	0.0955405794
a46	0.180404756	0.13029325274	0.2318524612	0.1269232554	0.09230396704	0.1034531732	0.1347690864
a31	0.1225755038	0.113626862094	0.1151993108	0.1166506666	0.10388523818	0.246813018	0.1812493948
a46	0.206457724	0.08570684	0.219801257	0.1095846134	0.08301679456	0.109620152	0.1858126186
</S>	0.1366094178	0.0680634076	0.127307532	0.110917941	0.09130553026	0.24845907	0.2173370862
