 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.100800072874	0.02377443686	0.02943790718	0.0166421732088	0.06553196448	0.06495675734	0.17075593176	0.08378883	0.02756057364	0.0916818589	0.049382531506	0.08614392533	0.18954305056
a31	0.0122519906269	0.0909295893402	0.0697559766	0.0343997152588	0.095708397469	0.0878421903708	0.0273500618	0.06716075504	0.0607342182	0.2062587072	0.1552462142	0.0368775504	0.055484629678
a23	0.00701383208	0.04797179894	0.04813812126	0.0187912893908	0.04280472802	0.197513420532	0.087193732	0.046155521	0.13730823876	0.186331089526	0.0901226451	0.0749956901	0.0156598545994
a31	0.0016601020713	0.00769714023402	0.00864897767	0.0171217636088	0.053153587832	0.0859582406	0.2737786904	0.1309490342	0.18989360586	0.1021202673	0.058104355	0.03537042557	0.035543771703
a39	0.00043212525572	0.0015521060806	0.0018197197548	0.0158211748416	0.037438761446	0.0925340079612	0.02665870784	0.099790322928	0.04708746708	0.09654678204	0.4475319788	0.1088367105	0.02395010768
a8	0.0113518523006	0.00643212502894	0.019969852462	0.0168944606408	0.09053270852	0.0783404169	0.046253475	0.070091464	0.02464968588	0.089491503	0.309744098	0.187748951	0.048499427196
a31	0.0603953300856	0.0200257079901	0.0520527496	0.044528580426	0.13432020668	0.0694643338	0.03760030488	0.06615483204	0.02560020342	0.0669314514	0.1457769216	0.2020174968	0.0751318834
a13	0.002306764068	0.0015326718466	0.015654430746	0.016375269618	0.03065965774	0.0714308334	0.029327535992	0.066436919292	0.0167695861	0.071425705594	0.5281096492	0.1287356656	0.021235308552
a31	0.022606576038	0.0331917688366	0.08605643882	0.0563085649754	0.0599542916	0.06857276937	0.02742438068	0.04741523281	0.01904950752	0.11314121	0.183856461	0.24771830642	0.0347045248
a46	0.010120260924	0.00546014232	0.02019862582	0.012665054228	0.02917021596	0.07159074896	0.0283031495	0.061239028608	0.018845604492	0.0641158572	0.44552668	0.2045660652	0.02819857404
a35	0.0316953203788	0.0512526685495	0.074955157112	0.0575639733009	0.0365270396	0.07207044892	0.0361805225	0.05068536924	0.04326314868	0.08701343974	0.18407412266	0.2445636295	0.03015513788
