 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.2303462738	0.0310767335614	0.02445853872	0.036944208908	0.0845326016	0.2764536524	0.316187976
a31	0.295530993356	0.231783630265	0.207303333426	0.003255683362	0.019742044668	0.132943468586	0.109440829845
a11	0.6497653432	0.06372114465	0.0417288453	0.004692647901	0.04170681552	0.033312944772	0.165072291362
a21	0.25879892798	0.115797343913	0.13436399252	0.103454528824	0.10189109618	0.1765739293	0.10912015416
a31	0.26962798938	0.155578836932	0.23470407052	0.033692150088	0.061104162	0.190682593376	0.054610194426
a20	0.31889831354	0.222384709846	0.18483537444	0.0116234102506	0.050817214792	0.15221680564	0.059224173154
a31	0.299822468494	0.161203968017	0.230676910672	0.0222091055672	0.062578033494	0.1925563212	0.0309531896
a10	0.2438701638	0.189652908446	0.1850642864	0.03777316096	0.1461877834	0.1450522544	0.05239948368
a31	0.24775195046	0.142240217976	0.2514674376	0.015308547123	0.095972469808	0.1557183316	0.09154103518
a21	0.1819538414	0.157153810146	0.1726984374	0.0469431212	0.23727444	0.14456956	0.0594067864
a11	0.3333926278	0.129003128771	0.0995892438	0.0227495742	0.1435139782	0.17205483	0.0996966208
a3	0.261769787	0.104341609874	0.1410629552	0.0439416129	0.186071123	0.1570954992	0.1057174412
a33	0.201383663	0.058501021112	0.1283402156	0.0514366924	0.199342977	0.200551416	0.1604440006
</S>	0.189848986	0.06366057106	0.114161226	0.0634490294	0.1978586716	0.1629164662	0.20810503626
