 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.1586508069	0.03442520466	0.00750832286	0.018183385648	0.091133833362	0.07666776634	0.05518463676	0.0798826852	0.03099216516	0.060686832904	0.065357647498	0.0732435566	0.2480831708
a24	0.0156502757659	0.0176576809612	0.103598184798	0.029837161124	0.032110542174	0.05270430356	0.09564960375	0.2359498395	0.13375871164	0.114328503394	0.08930871966	0.07760933089	0.001837150558
a28	0.0271230465094	0.0355297592561	0.03041399832	0.0294386879788	0.0703365819	0.077291139	0.16239382928	0.0478347119	0.06030357926	0.35014683771	0.02555027918	0.06809364192	0.0155439154728
a39	0.0313325442452	0.0163522182301	0.02155096408	0.022888093728	0.05150847898	0.09221206266	0.2116177119	0.07430600252	0.07271523728	0.19551677514	0.0459986147	0.149096808	0.01490449182
a17	0.0605242899004	0.025394715736	0.0262761298	0.033099022572	0.072459283	0.09513954694	0.139765029186	0.1606609211	0.094421227246	0.093296097348	0.071037363386	0.11131852806	0.0166078761492
a31	0.111242471696	0.0256418484902	0.033458435	0.03986365748	0.0523882974	0.0748595571	0.118740269754	0.19611949556	0.08701327813	0.068512356248	0.08736124978	0.0820701718	0.022728901638
a20	0.02913153092	0.0120491951142	0.0240061341068	0.0309305577729	0.0587579949866	0.064958151164	0.0598250506992	0.121585946684	0.10939387258	0.18889937246	0.15751560462	0.1296457102	0.01330089538
a31	0.02875291948	0.00989583994864	0.0111146359166	0.0169396121804	0.04067030625	0.098766273882	0.165871328962	0.1306371168	0.164501155444	0.175214411564	0.08031478382	0.05473923022	0.022582382108
a17	0.02619125878	0.0086695323696	0.01650532208	0.0225376223752	0.0466198567	0.0719988947	0.076426672488	0.12106518752	0.13761275332	0.188003072788	0.18695706435	0.0617097652	0.0357030575
a8	0.0167067174468	0.00619456414	0.0071180376	0.01645988197	0.0350800442	0.08570758848	0.12768870036	0.1239534789	0.205428562684	0.087250055014	0.21540231298	0.0456745214	0.02733552924
a31	0.052832896036	0.0240108880067	0.016242007456	0.0340345668018	0.07238768965	0.089483515686	0.120163456738	0.139479566704	0.138103022192	0.101080411797	0.092096232404	0.10637912636	0.013706646446
a8	0.0265507687	0.011156639788	0.01549720174	0.02061772518	0.050717083714	0.07641407456	0.09128738806	0.08071622944	0.068645979034	0.163417625772	0.190884473412	0.1629367	0.04115810326
