 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a31	0.17694448456	0.125238571571	0.0188575764	0.0146191553154	0.0568701288492	0.059440169766	0.07857389404	0.095348693805	0.04834893572	0.0652967422	0.1553372666	0.10512438406
a24	0.0792361942809	0.107743929213	0.0740918946002	0.0134909078633	0.0589007820744	0.04599120856	0.0478986524	0.01730578898	0.181342625616	0.165671356454	0.1990185204	0.0093081394334
a31	0.072100569236	0.0334677811671	0.123478119612	0.100204878744	0.0730822062	0.09538362212	0.082859357431	0.118167879014	0.1330691849	0.07354589344	0.0795676098879	0.0150729263033
a28	0.062992588838	0.0229628209323	0.0901308178196	0.0524142447332	0.17160863746	0.04794889106	0.02650644258	0.0706817540728	0.17217392576	0.09830986582	0.15891669878	0.02535333592
a15	0.082558538902	0.0511465667036	0.153431965167	0.04814580654	0.12054521858	0.0827766107	0.03846514488	0.13225029787	0.152430870926	0.078430005494	0.053324098392	0.006494896728
a28	0.0796363791877	0.0178340665607	0.0454184326572	0.0147656338648	0.14748801266	0.1217873758	0.043349774	0.1030809211	0.135149243074	0.106961663572	0.17321711606	0.0113114112845
a31	0.10308636547	0.0197950153656	0.0165803533332	0.006731189418	0.14135486699	0.1766791576	0.1363452894	0.098561781954	0.0664973852	0.053679901164	0.16975652293	0.010932188488
a8	0.03726065344	0.004934969029	0.005792631268	0.002265512822	0.054014963254	0.1173321434	0.14940293686	0.017365755	0.056311024956	0.286219756032	0.2598822136	0.009217412334
a31	0.0805161290746	0.0420040280488	0.019175574413	0.0065201244442	0.090310408962	0.20657848412	0.1061813558	0.06622069524	0.113407211172	0.19969068719	0.0590947128	0.010300585929
a33	0.043108071	0.0369763437338	0.01953300488	0.01249786776	0.09032432382	0.128315261	0.090393894	0.03443369216	0.0555006936	0.2057889184	0.226258888	0.05686906206
a20	0.054427074156	0.0595952696285	0.0387306986912	0.0127382645134	0.114970186686	0.1854498606	0.0723493578	0.065424447186	0.1280086794	0.1166070022	0.1059807126	0.045718415
a14	0.108121686	0.0610114216652	0.0403597366	0.01955559586	0.158785666	0.1985091068	0.058933282	0.0284037767	0.0605069704	0.1484664906	0.051278742	0.06606751394
a31	0.1645075372	0.0625475387052	0.0574370046	0.02473480026	0.112128345	0.145645938	0.058418212	0.032633811004	0.0646189792	0.1846327996	0.03433787966	0.05835713692
a17	0.04774015	0.0664073539836	0.0757040186	0.0321828392	0.1104954038	0.1545168648	0.0970936778	0.03488755764	0.0576762854	0.1200281768	0.0965410106	0.10672667466
a20	0.11053288966	0.08303881352	0.05672249952	0.01658611054	0.1323834472	0.2013319026	0.0928406272	0.03161262695	0.0488175034	0.0689482704	0.07198527902	0.0852000368
a31	0.1255309648	0.117210300425	0.1116859608	0.035307604	0.1285736788	0.165335946	0.0514488602	0.02136862864	0.03306108228	0.074002493	0.05883174656	0.0776427338
a8	0.0514814006	0.073408940642	0.10112736864	0.0489422013	0.1206920806	0.1554480548	0.077546283	0.04710549448	0.0492514407	0.0942478122	0.0723922098	0.10835668514
a24	0.09579023208	0.088152834546	0.0586336462	0.02116271712	0.1516827016	0.2093255408	0.0834715388	0.027943143168	0.0264047745	0.0535963138	0.090860113	0.0929764394
a28	0.120457491	0.13373655946	0.102791566	0.0620354252	0.1289747792	0.127353585	0.054196369	0.03402375306	0.034281571	0.0531142612	0.0725742382	0.0764603652
a20	0.0792464456	0.10822663916	0.0850844248	0.049056344	0.1332685474	0.1461952	0.074206296	0.04827308154	0.0436647696	0.0568424654	0.0723991742	0.103536577
a31	0.0764895798	0.115385112692	0.102274029	0.0625682712	0.1276376088	0.109692365	0.0760494446	0.04311445654	0.0415441578	0.060452951	0.07132831474	0.1134636892
a46	0.0676862722	0.07691236135	0.0687818304	0.0647562386	0.137065988	0.1464854214	0.0838985872	0.05052723256	0.0568704862	0.0618113549	0.0707072166	0.1144969965
a18	0.0563293988	0.09316305002	0.0678941562	0.04607249316	0.171529091	0.1422213988	0.073887724	0.04028023414	0.0395406596	0.0655588934	0.079699977	0.1238229462
</S>	0.0597513604	0.08366660464	0.104123242	0.084549255	0.122183312	0.1096883874	0.090086137	0.05662106368	0.047800785	0.0581056532	0.0769112408	0.1065129612
