 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.15801517615	0.0552776888	0.1814592206	0.1773373197	0.03819388832	0.04698889794	0.102659538276	0.24006827027
a31	0.0433626983143	0.0201415597632	0.26313022566	0.32117947474	0.136004899652	0.043774300532	0.167459383174	0.00494746475706
a7	0.047273477486	0.0292489535	0.539742588	0.1005561362	0.0765663980679	0.00409445673	0.145200158838	0.0573178289159
a31	0.01627990208	0.01240198114	0.3049297224	0.216881519	0.2186176432	0.0374109868725	0.153469044321	0.040009214346
a21	0.0100612005576	0.005774757752	0.40007041204	0.31678635236	0.0313378733	0.0255763025476	0.185307445953	0.0250856185948
a31	0.0201686446844	0.03924576276	0.284082855358	0.2767886636	0.14743727248	0.021794584108	0.19474735808	0.01573487134
a11	0.173834270654	0.1432398169	0.12455081886	0.2333080326	0.0890636338	0.056613012764	0.151497938728	0.02789249483
a31	0.02626413466	0.07547892536	0.21353421778	0.27864756	0.1518814774	0.077815206908	0.15180195128	0.02457654924
a46	0.08143728528	0.10578845616	0.14117618	0.2729343292	0.1186242532	0.139057834864	0.11563493454	0.025346712456
a31	0.098138591184	0.05622961617	0.13679204238	0.2154667062	0.1871002104	0.08814859033	0.1938060543	0.02431821944
a17	0.030330093432	0.0525691496	0.2274853506	0.2604271332	0.1118920426	0.13427296146	0.12529652262	0.057726746306
a20	0.14032592326	0.03117954382	0.09230174814	0.153906479	0.1831726002	0.133906564748	0.1905892704	0.074617891892
a31	0.10238612114	0.037747964	0.1063749112	0.122612064	0.2047658672	0.09354151854	0.1346883144	0.19788324088
a20	0.071514785114	0.069913451248	0.1680986316	0.1575455554	0.0732725154	0.118939461772	0.12894336298	0.211772269634
</S>	0.1069663243	0.05323399418	0.0769599502	0.0846588686	0.215738634	0.08845119984	0.1482934568	0.2256976032
